CAN Message, 0x150:0500a55e2ebfa30b,Timestamp,Amplitude
,,1739209678.8021758,-45.120503652039325
,,1739209678.8021824,-38.13080360867914
,,1739209678.802189,-45.120503652039325
,,1739209678.8021958,-38.13080360867914
,,1739209678.8022027,-32.816014438256545
,,1739209678.8022094,-45.120503652039325
,,1739209678.802216,-45.120503652039325
,,1739209678.8022227,-35.57807855764607
,,1739209678.8022296,-45.120503652039325
,,1739209678.8022363,-45.120503652039325
,,1739209678.802243,-45.120503652039325
,,1739209678.80225,-35.57807855764607
,,1739209678.8022566,-38.13080360867914
,,1739209678.8022633,-27.8777449560314
,,1739209678.80227,-31.141103565318893
,,1739209678.8022768,-38.13080360867914
,,1739209678.8022835,-38.13080360867914
,,1739209678.8022902,-45.120503652039325
,,1739209678.8022969,-38.13080360867914
,,1739209678.8023038,-38.13080360867914
,,1739209678.8023105,-33.981070128970906
,,1739209678.8023171,-38.13080360867914
,,1739209678.802324,-45.120503652039325
,,1739209678.8023307,-38.13080360867914
,,1739209678.8023374,-38.13080360867914
,,1739209678.802344,-45.120503652039325
,,1739209678.802351,-45.120503652039325
,,1739209678.8023577,-45.120503652039325
,,1739209678.8023643,-45.120503652039325
,,1739209678.802371,-35.57807855764607
,,1739209678.802378,-35.57807855764607
,,1739209678.8023846,-35.57807855764607
,,1739209678.8023913,-45.120503652039325
,,1739209678.8023982,-45.120503652039325
,,1739209678.8024049,-38.13080360867914
,,1739209678.8024116,-38.13080360867914
,,1739209678.8024182,-45.120503652039325
,,1739209678.8024251,-45.120503652039325
,,1739209678.8024318,-38.13080360867914
,,1739209678.8024385,-38.13080360867914
,,1739209678.8024454,-45.120503652039325
,,1739209678.802452,-38.13080360867914
,,1739209678.8024588,-38.13080360867914
,,1739209678.8024654,-38.13080360867914
,,1739209678.8024724,-38.13080360867914
,,1739209678.802479,-45.120503652039325
,,1739209678.8024857,-45.120503652039325
,,1739209678.8024924,-31.141103565318893
,,1739209678.8024993,-33.981070128970906
,,1739209678.802506,-28.58837851428586
,,1739209678.8025126,-13.743798279671744
,,1739209678.8025196,-17.75653862927286
,,1739209678.8025262,-28.58837851428586
,,1739209678.802533,-33.981070128970906
,,1739209678.8025396,-32.816014438256545
,,1739209678.8025465,-38.13080360867914
,,1739209678.8025532,-45.120503652039325
,,1739209678.80256,-45.120503652039325
,,1739209678.8025663,-33.981070128970906
,,1739209678.8025734,-45.120503652039325
,,1739209678.80258,-38.13080360867914
,,1739209678.8025868,-45.120503652039325
,,1739209678.8025937,-45.120503652039325
,,1739209678.8026004,-35.57807855764607
,,1739209678.802607,-45.120503652039325
