CAN Message, 0x1d3:000037c020b333a5,Timestamp,Amplitude
,,1739209775.6363316,-38.13080360867914
,,1739209775.63634,-38.13080360867914
,,1739209775.6363487,-38.13080360867914
,,1739209775.6363573,-38.13080360867914
,,1739209775.636366,-38.13080360867914
,,1739209775.6363745,-38.13080360867914
,,1739209775.636383,-33.981070128970906
,,1739209775.6363916,-38.13080360867914
,,1739209775.6364,-38.13080360867914
,,1739209775.6364086,-45.120503652039325
,,1739209775.6364172,-38.13080360867914
,,1739209775.6364255,-45.120503652039325
,,1739209775.6364343,-45.120503652039325
,,1739209775.636443,-38.13080360867914
,,1739209775.6364515,-38.13080360867914
,,1739209775.6364598,-45.120503652039325
,,1739209775.6364684,-38.13080360867914
,,1739209775.636477,-38.13080360867914
,,1739209775.6364856,-45.120503652039325
,,1739209775.6364942,-45.120503652039325
,,1739209775.6365027,-45.120503652039325
,,1739209775.636511,-45.120503652039325
,,1739209775.63652,-45.120503652039325
,,1739209775.6365285,-45.120503652039325
,,1739209775.6365368,-38.13080360867914
,,1739209775.6365454,-38.13080360867914
,,1739209775.636554,-38.13080360867914
,,1739209775.6365626,-45.120503652039325
,,1739209775.6365712,-38.13080360867914
,,1739209775.6365798,-33.981070128970906
,,1739209775.6365883,-38.13080360867914
,,1739209775.636597,-45.120503652039325
,,1739209775.6366053,-45.120503652039325
,,1739209775.6366138,-45.120503652039325
,,1739209775.6366224,-45.120503652039325
,,1739209775.636631,-45.120503652039325
,,1739209775.6366396,-35.57807855764607
,,1739209775.6366482,-38.13080360867914
,,1739209775.6366568,-38.13080360867914
,,1739209775.636665,-38.13080360867914
,,1739209775.6366737,-45.120503652039325
,,1739209775.6366825,-38.13080360867914
,,1739209775.6366909,-33.981070128970906
,,1739209775.6366994,-38.13080360867914
,,1739209775.636708,-38.13080360867914
,,1739209775.6367166,-38.13080360867914
,,1739209775.6367252,-38.13080360867914
,,1739209775.6367335,-35.57807855764607
,,1739209775.636742,-38.13080360867914
,,1739209775.6367507,-33.981070128970906
,,1739209775.6367593,-16.614041300208626
,,1739209775.636768,-30.49652367304973
,,1739209775.6367764,-38.13080360867914
,,1739209775.636785,-35.57807855764607
,,1739209775.6367934,-38.13080360867914
,,1739209775.636802,-45.120503652039325
,,1739209775.6368103,-38.13080360867914
,,1739209775.6368191,-38.13080360867914
,,1739209775.6368277,-28.58837851428589
,,1739209775.6368363,-45.120503652039325
,,1739209775.6368449,-35.57807855764607
,,1739209775.6368537,-35.57807855764607
,,1739209775.6368618,-45.120503652039325
,,1739209775.6368704,-45.120503652039325
,,1739209775.636879,-38.13080360867914
,,1739209775.6368876,-38.13080360867914
,,1739209775.636896,-28.58837851428586
,,1739209775.6369047,-38.13080360867914
,,1739209775.6369133,-45.120503652039325
,,1739209775.636922,-45.120503652039325
,,1739209775.6369302,-45.120503652039325
,,1739209775.6369388,-31.141103565318915
,,1739209775.6369474,-33.981070128970906
,,1739209775.636956,-25.62660358559016
,,1739209775.6369646,-24.589719217205094
,,1739209775.6369731,-33.981070128970906
,,1739209775.6369815,-45.120503652039325
,,1739209775.6369903,-26.991370085610736
,,1739209775.636999,-21.300333226290604
,,1739209775.6370072,-15.57325574224866
,,1739209775.6370158,-29.438486411369333
,,1739209775.6370244,-45.120503652039325
,,1739209775.637033,-31.141103565318943
,,1739209775.6370416,-38.13080360867914
,,1739209775.6370502,-38.13080360867914
,,1739209775.6370587,-45.120503652039325
,,1739209775.637067,-30.49652367304973
,,1739209775.6370757,-31.141103565318893
,,1739209775.6370842,-45.120503652039325
,,1739209775.6370928,-38.13080360867914
,,1739209775.6371014,-38.13080360867914
,,1739209775.63711,-38.13080360867914
,,1739209775.6371186,-38.13080360867914
,,1739209775.6371272,-45.120503652039325
,,1739209775.6371355,-35.57807855764607
,,1739209775.637144,-29.438486411369333
,,1739209775.637153,-45.120503652039325
,,1739209775.6371613,-38.13080360867914
,,1739209775.6371698,-45.120503652039325
,,1739209775.6371784,-35.57807855764607
,,1739209775.637187,-45.120503652039325
,,1739209775.637195,-32.816014438256545
,,1739209775.637204,-24.589719217205094
,,1739209775.6372125,-30.49652367304976
,,1739209775.637221,-33.981070128970906
,,1739209775.6372297,-45.120503652039325
,,1739209775.6372385,-33.981070128970906
,,1739209775.6372468,-14.593564232789614
,,1739209775.6372554,-20.88804491267121
,,1739209775.6372638,-28.992665084841946
,,1739209775.6372724,-38.13080360867914
,,1739209775.637281,-38.13080360867914
,,1739209775.6372895,-38.13080360867914
,,1739209775.637298,-45.120503652039325
,,1739209775.6373067,-45.120503652039325
,,1739209775.6373153,-27.87774495603143
,,1739209775.637324,-29.438486411369333
,,1739209775.6373322,-25.826314394896357
,,1739209775.6373408,-45.120503652039325
,,1739209775.6373494,-45.120503652039325
,,1739209775.637358,-32.816014438256545
,,1739209775.6373663,-45.120503652039325
,,1739209775.637375,-35.57807855764607
,,1739209775.6373837,-26.991370085610736
,,1739209775.6373923,-45.120503652039325
,,1739209775.6374006,-22.74004262075133
,,1739209775.6374092,-12.906361273615904
,,1739209775.6374178,-10.786005714423332
,,1739209775.6374264,-23.273589343863303
,,1739209775.637435,-38.13080360867914
,,1739209775.6374435,-32.816014438256545
,,1739209775.637452,-23.75329798047522
,,1739209775.6374607,-45.120503652039325
,,1739209775.637469,-45.120503652039325
,,1739209775.6374776,-38.13080360867914
,,1739209775.6374862,-35.57807855764607
,,1739209775.6374948,-45.120503652039325
,,1739209775.6375034,-45.120503652039325
,,1739209775.637512,-38.13080360867914
,,1739209775.6375206,-35.57807855764607
,,1739209775.637529,-38.13080360867914
,,1739209775.6375377,-45.120503652039325
,,1739209775.637546,-35.57807855764607
,,1739209775.6375546,-26.991370085610736
,,1739209775.6375632,-45.120503652039325
,,1739209775.6375718,-38.13080360867914
,,1739209775.6375804,-45.120503652039325
,,1739209775.637589,-45.120503652039325
,,1739209775.637597,-33.981070128970906
,,1739209775.637606,-38.13080360867914
,,1739209775.6376145,-32.816014438256545
,,1739209775.637623,-26.487275050834715
,,1739209775.6376317,-33.981070128970906
,,1739209775.6376402,-35.57807855764607
,,1739209775.6376488,-45.120503652039325
,,1739209775.6376574,-38.13080360867914
,,1739209775.6376655,-33.981070128970906
,,1739209775.6376743,-38.13080360867914
,,1739209775.637683,-45.120503652039325
,,1739209775.6376915,-31.141103565318915
,,1739209775.6377,-33.981070128970906
,,1739209775.637709,-45.120503652039325
,,1739209775.6377172,-38.13080360867914
,,1739209775.6377258,-35.57807855764607
,,1739209775.6377342,-45.120503652039325
,,1739209775.6377428,-45.120503652039325
,,1739209775.637751,-38.13080360867914
,,1739209775.63776,-38.13080360867914
,,1739209775.6377685,-45.120503652039325
,,1739209775.637777,-45.120503652039325
,,1739209775.6377857,-35.57807855764607
,,1739209775.6377945,-26.991370085610747
,,1739209775.6378026,-29.438486411369347
,,1739209775.6378112,-38.13080360867914
,,1739209775.6378198,-26.99137008561072
,,1739209775.6378284,-27.267205301931607
,,1739209775.637837,-45.120503652039325
,,1739209775.6378455,-33.981070128970906
,,1739209775.637854,-45.120503652039325
,,1739209775.6378627,-31.141103565318915
,,1739209775.637871,-33.981070128970906
,,1739209775.6378796,-38.13080360867914
,,1739209775.6378882,-45.120503652039325
,,1739209775.6378968,-45.120503652039325
,,1739209775.6379054,-38.13080360867914
,,1739209775.637914,-38.13080360867914
,,1739209775.6379223,-38.13080360867914
,,1739209775.6379309,-28.992665084841946
,,1739209775.6379397,-35.57807855764607
,,1739209775.637948,-26.487275050834725
,,1739209775.6379566,-35.57807855764607
,,1739209775.6379652,-32.816014438256545
,,1739209775.6379738,-45.120503652039325
,,1739209775.6379824,-33.981070128970906
,,1739209775.637991,-32.816014438256545
,,1739209775.6379993,-38.13080360867914
,,1739209775.638008,-45.120503652039325
,,1739209775.6380165,-35.57807855764607
,,1739209775.638025,-25.25278630937684
,,1739209775.6380336,-25.62660358559016
,,1739209775.6380422,-30.49652367304973
,,1739209775.6380508,-45.120503652039325
,,1739209775.6380594,-45.120503652039325
,,1739209775.6380675,-38.13080360867914
,,1739209775.6380763,-33.981070128970906
,,1739209775.638085,-38.13080360867914
,,1739209775.6380937,-45.120503652039325
,,1739209775.638102,-38.13080360867914
,,1739209775.6381106,-26.99137008561072
,,1739209775.6381192,-45.120503652039325
,,1739209775.6381278,-35.57807855764607
,,1739209775.638136,-35.57807855764607
,,1739209775.6381447,-45.120503652039325
,,1739209775.6381533,-45.120503652039325
,,1739209775.638162,-38.13080360867914
,,1739209775.6381705,-33.981070128970906
,,1739209775.638179,-26.03565346325281
,,1739209775.6381876,-16.763597937115037
,,1739209775.6381962,-10.459244947857298
,,1739209775.6382046,-30.49652367304973
,,1739209775.6382132,-33.981070128970906
,,1739209775.6382215,-38.13080360867914
,,1739209775.6382303,-38.13080360867914
