CAN Message, 0x1bb:0000e91b33ce422d,Timestamp,Amplitude
,,1739209723.3836894,-45.120503652039325
,,1739209723.3836925,-45.120503652039325
,,1739209723.3836956,-45.120503652039325
,,1739209723.3836987,-45.120503652039325
,,1739209723.383702,-45.120503652039325
,,1739209723.3837051,-45.120503652039325
,,1739209723.3837082,-32.816014438256545
,,1739209723.3837116,-35.57807855764607
,,1739209723.383715,-45.120503652039325
,,1739209723.3837178,-38.13080360867914
,,1739209723.3837209,-35.57807855764607
,,1739209723.3837242,-38.13080360867914
,,1739209723.3837273,-35.57807855764607
,,1739209723.3837304,-33.981070128970906
,,1739209723.3837335,-45.120503652039325
,,1739209723.3837368,-38.13080360867914
,,1739209723.38374,-45.120503652039325
,,1739209723.383743,-45.120503652039325
,,1739209723.383746,-45.120503652039325
,,1739209723.3837495,-38.13080360867914
,,1739209723.3837526,-35.57807855764607
,,1739209723.3837557,-38.13080360867914
,,1739209723.383759,-45.120503652039325
,,1739209723.383762,-38.13080360867914
,,1739209723.3837652,-45.120503652039325
,,1739209723.3837683,-38.13080360867914
,,1739209723.3837717,-38.13080360867914
,,1739209723.3837748,-38.13080360867914
,,1739209723.383778,-45.120503652039325
,,1739209723.383781,-45.120503652039325
,,1739209723.3837843,-31.141103565318893
,,1739209723.3837874,-32.816014438256545
,,1739209723.3837905,-45.120503652039325
,,1739209723.3837938,-45.120503652039325
,,1739209723.383797,-38.13080360867914
,,1739209723.3838,-32.816014438256545
,,1739209723.3838031,-45.120503652039325
,,1739209723.3838065,-45.120503652039325
,,1739209723.3838096,-38.13080360867914
,,1739209723.383813,-45.120503652039325
,,1739209723.3838158,-45.120503652039325
,,1739209723.383819,-45.120503652039325
,,1739209723.3838222,-45.120503652039325
,,1739209723.3838253,-45.120503652039325
,,1739209723.3838284,-35.57807855764607
,,1739209723.3838315,-45.120503652039325
,,1739209723.3838348,-32.816014438256545
,,1739209723.383838,-33.981070128970906
,,1739209723.3838413,-35.57807855764607
,,1739209723.3838444,-32.81601443825658
,,1739209723.3838477,-9.850652966439332
,,1739209723.3838506,-14.686880871827997
,,1739209723.383854,-32.81601443825658
,,1739209723.383857,-31.141103565318893
,,1739209723.38386,-29.438486411369333
,,1739209723.3838632,-35.57807855764607
,,1739209723.3838663,-45.120503652039325
,,1739209723.3838696,-38.13080360867914
,,1739209723.3838727,-38.13080360867914
,,1739209723.3838758,-35.57807855764607
,,1739209723.3838792,-45.120503652039325
,,1739209723.3838823,-31.141103565318893
,,1739209723.3838854,-30.49652367304976
,,1739209723.3838887,-31.141103565318943
,,1739209723.3838918,-38.13080360867914
,,1739209723.383895,-45.120503652039325
,,1739209723.383898,-45.120503652039325
,,1739209723.3839014,-38.13080360867914
,,1739209723.3839045,-35.57807855764607
,,1739209723.3839076,-38.13080360867914
,,1739209723.383911,-32.816014438256545
,,1739209723.383914,-33.981070128970906
,,1739209723.383917,-45.120503652039325
,,1739209723.3839202,-38.13080360867914
,,1739209723.3839235,-23.273589343863318
,,1739209723.3839266,-45.120503652039325
,,1739209723.3839295,-38.13080360867914
,,1739209723.3839328,-45.120503652039325
,,1739209723.3839362,-28.58837851428586
,,1739209723.3839393,-19.89606131697609
,,1739209723.3839424,-28.58837851428586
,,1739209723.3839457,-38.13080360867914
,,1739209723.3839488,-32.816014438256545
,,1739209723.383952,-38.13080360867914
,,1739209723.383955,-45.120503652039325
,,1739209723.383958,-45.120503652039325
,,1739209723.3839614,-35.57807855764607
,,1739209723.3839643,-35.57807855764607
,,1739209723.3839676,-45.120503652039325
,,1739209723.383971,-38.13080360867914
,,1739209723.383974,-32.816014438256545
,,1739209723.3839772,-30.49652367304973
