CAN Message, 0x62:0bd6d062632326e2,Timestamp,Amplitude
,,1739209739.7712429,-38.13080360867914
,,1739209739.77125,-45.120503652039325
,,1739209739.7712574,-45.120503652039325
,,1739209739.7712648,-45.120503652039325
,,1739209739.771272,-38.13080360867914
,,1739209739.771279,-38.13080360867914
,,1739209739.7712867,-38.13080360867914
,,1739209739.771294,-38.13080360867914
,,1739209739.7713013,-38.13080360867914
,,1739209739.7713084,-38.13080360867914
,,1739209739.7713158,-45.120503652039325
,,1739209739.7713232,-45.120503652039325
,,1739209739.7713304,-45.120503652039325
,,1739209739.7713375,-45.120503652039325
,,1739209739.7713451,-38.13080360867914
,,1739209739.7713523,-45.120503652039325
,,1739209739.7713597,-45.120503652039325
,,1739209739.771367,-45.120503652039325
,,1739209739.7713742,-38.13080360867914
,,1739209739.7713816,-45.120503652039325
,,1739209739.771389,-38.13080360867914
,,1739209739.7713962,-38.13080360867914
,,1739209739.7714036,-38.13080360867914
,,1739209739.7714107,-45.120503652039325
,,1739209739.771418,-38.13080360867914
,,1739209739.7714255,-38.13080360867914
,,1739209739.7714326,-45.120503652039325
,,1739209739.77144,-45.120503652039325
,,1739209739.7714474,-38.13080360867914
,,1739209739.7714546,-38.13080360867914
,,1739209739.771462,-38.13080360867914
,,1739209739.7714694,-45.120503652039325
,,1739209739.7714765,-38.13080360867914
,,1739209739.771484,-38.13080360867914
,,1739209739.771491,-38.13080360867914
,,1739209739.7714984,-35.57807855764607
,,1739209739.7715058,-38.13080360867914
,,1739209739.771513,-38.13080360867914
,,1739209739.7715204,-38.13080360867914
,,1739209739.7715278,-35.57807855764607
,,1739209739.771535,-45.120503652039325
,,1739209739.7715423,-45.120503652039325
,,1739209739.7715497,-45.120503652039325
,,1739209739.7715569,-45.120503652039325
,,1739209739.7715642,-38.13080360867914
,,1739209739.7715716,-45.120503652039325
,,1739209739.7715788,-38.13080360867914
,,1739209739.7715862,-45.120503652039325
,,1739209739.771593,-33.981070128970906
,,1739209739.7716007,-45.120503652039325
,,1739209739.771608,-8.469386281288779
,,1739209739.7716153,-24.15140352195873
,,1739209739.771623,-33.981070128970906
,,1739209739.77163,-45.120503652039325
,,1739209739.7716372,-38.13080360867914
,,1739209739.7716446,-38.13080360867914
,,1739209739.771652,-45.120503652039325
,,1739209739.7716591,-45.120503652039325
,,1739209739.7716663,-45.120503652039325
,,1739209739.7716737,-38.13080360867914
,,1739209739.771681,-45.120503652039325
,,1739209739.7716885,-38.13080360867914
,,1739209739.7716956,-33.981070128970906
,,1739209739.771703,-33.98107012897096
,,1739209739.7717104,-38.13080360867914
,,1739209739.7717175,-45.120503652039325
,,1739209739.771725,-38.13080360867914
,,1739209739.7717323,-33.98107012897096
,,1739209739.7717395,-45.120503652039325
,,1739209739.7717469,-38.13080360867914
,,1739209739.7717545,-33.981070128970906
,,1739209739.7717614,-35.57807855764607
,,1739209739.7717688,-32.81601443825658
,,1739209739.771776,-25.62660358559016
,,1739209739.7717834,-17.756538629272868
,,1739209739.7717907,-23.75329798047522
,,1739209739.771798,-38.13080360867914
,,1739209739.7718053,-28.992665084841946
,,1739209739.771813,-22.44878636800916
,,1739209739.7718198,-11.063625785311515
,,1739209739.7718272,-30.49652367304973
,,1739209739.7718346,-45.120503652039325
,,1739209739.7718418,-45.120503652039325
,,1739209739.7718492,-30.49652367304976
,,1739209739.7718563,-38.13080360867914
,,1739209739.7718637,-45.120503652039325
,,1739209739.771871,-45.120503652039325
,,1739209739.7718782,-45.120503652039325
,,1739209739.7718856,-45.120503652039325
,,1739209739.771893,-35.57807855764607
,,1739209739.7719002,-38.13080360867914
,,1739209739.7719076,-35.57807855764607
,,1739209739.771915,-45.120503652039325
,,1739209739.771922,-38.13080360867914
,,1739209739.7719295,-38.13080360867914
,,1739209739.771937,-38.13080360867914
,,1739209739.771944,-45.120503652039325
,,1739209739.7719514,-35.57807855764607
,,1739209739.7719586,-38.13080360867914
,,1739209739.771966,-26.991370085610736
,,1739209739.7719734,-31.141103565318915
,,1739209739.7719803,-33.981070128970906
,,1739209739.771988,-26.991370085610757
,,1739209739.7719953,-21.67658091518819
,,1739209739.7720025,-38.13080360867914
,,1739209739.7720098,-45.120503652039325
,,1739209739.7720172,-25.25278630937684
,,1739209739.7720244,-15.750342577391155
,,1739209739.7720318,-10.622635182181554
,,1739209739.7720392,-25.826314394896357
,,1739209739.7720463,-45.120503652039325
