CAN Message, 0x1bb:000013f5191d7366,Timestamp,Amplitude
,,1739209627.1024995,-35.57807855764607
,,1739209627.1025064,-45.120503652039325
,,1739209627.1025136,-35.57807855764607
,,1739209627.1025205,-35.57807855764607
,,1739209627.1025276,-45.120503652039325
,,1739209627.1025343,-45.120503652039325
,,1739209627.1025414,-35.57807855764607
,,1739209627.1025486,-32.816014438256545
,,1739209627.1025555,-45.120503652039325
,,1739209627.1025624,-38.13080360867914
,,1739209627.1025696,-45.120503652039325
,,1739209627.1025765,-38.13080360867914
,,1739209627.1025834,-45.120503652039325
,,1739209627.1025906,-45.120503652039325
,,1739209627.1025977,-38.13080360867914
,,1739209627.1026046,-45.120503652039325
,,1739209627.1026115,-45.120503652039325
,,1739209627.1026185,-38.13080360867914
,,1739209627.1026256,-38.13080360867914
,,1739209627.1026323,-35.57807855764607
,,1739209627.1026394,-45.120503652039325
,,1739209627.1026466,-45.120503652039325
,,1739209627.1026535,-38.13080360867914
,,1739209627.1026604,-28.992665084841946
,,1739209627.1026676,-38.13080360867914
,,1739209627.1026745,-45.120503652039325
,,1739209627.1026816,-45.120503652039325
,,1739209627.1026886,-33.981070128970906
,,1739209627.1026957,-45.120503652039325
,,1739209627.1027026,-45.120503652039325
,,1739209627.1027095,-38.13080360867914
,,1739209627.1027164,-35.57807855764607
,,1739209627.1027236,-45.120503652039325
,,1739209627.1027305,-45.120503652039325
,,1739209627.1027374,-45.120503652039325
,,1739209627.1027446,-45.120503652039325
,,1739209627.1027515,-45.120503652039325
,,1739209627.1027584,-45.120503652039325
,,1739209627.1027656,-45.120503652039325
,,1739209627.1027725,-45.120503652039325
,,1739209627.1027796,-45.120503652039325
,,1739209627.1027863,-38.13080360867914
,,1739209627.1027937,-38.13080360867914
,,1739209627.1028006,-45.120503652039325
,,1739209627.1028075,-45.120503652039325
,,1739209627.1028144,-38.13080360867914
,,1739209627.1028216,-38.13080360867914
,,1739209627.1028285,-31.141103565318915
,,1739209627.1028354,-28.992665084841946
,,1739209627.1028426,-38.13080360867914
,,1739209627.1028495,-18.636903542229977
,,1739209627.1028566,-10.647372563803607
,,1739209627.1028636,-38.13080360867914
,,1739209627.1028705,-33.981070128970906
,,1739209627.1028776,-38.13080360867914
,,1739209627.1028843,-32.816014438256545
,,1739209627.1028914,-33.981070128970906
,,1739209627.1028986,-33.981070128970906
,,1739209627.1029055,-38.13080360867914
,,1739209627.1029124,-45.120503652039325
,,1739209627.1029196,-38.13080360867914
,,1739209627.1029265,-35.57807855764607
,,1739209627.1029336,-38.13080360867914
,,1739209627.1029406,-45.120503652039325
,,1739209627.1029477,-45.120503652039325
,,1739209627.1029546,-38.13080360867914
,,1739209627.1029615,-38.13080360867914
,,1739209627.1029685,-38.13080360867914
,,1739209627.1029756,-45.120503652039325
,,1739209627.1029823,-33.981070128970906
,,1739209627.1029894,-45.120503652039325
,,1739209627.1029966,-38.13080360867914
,,1739209627.1030035,-38.13080360867914
,,1739209627.103011,-31.141103565318893
,,1739209627.1030176,-29.43848641136937
,,1739209627.1030245,-30.49652367304976
,,1739209627.1030316,-27.8777449560314
,,1739209627.1030383,-45.120503652039325
,,1739209627.1030457,-33.981070128970906
,,1739209627.1030526,-25.826314394896364
,,1739209627.1030595,-21.228842808393967
,,1739209627.1030664,-33.981070128970906
,,1739209627.1030736,-45.120503652039325
,,1739209627.1030805,-45.120503652039325
,,1739209627.1030877,-31.141103565318915
,,1739209627.1030946,-35.57807855764607
,,1739209627.1031015,-38.13080360867914
,,1739209627.1031086,-38.13080360867914
,,1739209627.1031156,-45.120503652039325
,,1739209627.1031225,-38.13080360867914
,,1739209627.1031296,-45.120503652039325
,,1739209627.1031363,-45.120503652039325
,,1739209627.1031437,-33.981070128970906
,,1739209627.1031506,-38.13080360867914
,,1739209627.1031575,-38.13080360867914
,,1739209627.103165,-45.120503652039325
,,1739209627.1031716,-45.120503652039325
,,1739209627.1031785,-38.13080360867914
,,1739209627.1031857,-38.13080360867914
,,1739209627.1031926,-33.981070128970906
,,1739209627.1031995,-33.981070128970906
,,1739209627.1032066,-38.13080360867914
,,1739209627.1032135,-31.141103565318915
,,1739209627.1032205,-19.13259858440813
,,1739209627.1032276,-20.001670042250545
,,1739209627.1032343,-32.816014438256545
,,1739209627.1032414,-31.141103565318915
,,1739209627.1032486,-33.98107012897096
,,1739209627.1032555,-9.437312801088174
,,1739209627.103263,-15.013264998121564
,,1739209627.1032696,-30.49652367304976
,,1739209627.1032765,-32.816014438256545
,,1739209627.1032836,-31.141103565318915
,,1739209627.1032906,-38.13080360867914
,,1739209627.1032977,-45.120503652039325
,,1739209627.1033046,-32.816014438256545
,,1739209627.1033115,-32.816014438256545
,,1739209627.1033185,-25.25278630937684
,,1739209627.1033256,-20.633440452988484
,,1739209627.1033323,-38.13080360867914
,,1739209627.1033397,-31.141103565318943
,,1739209627.1033466,-38.13080360867914
,,1739209627.1033535,-38.13080360867914
,,1739209627.103361,-45.120503652039325
,,1739209627.1033676,-30.49652367304973
,,1739209627.1033745,-31.141103565318915
,,1739209627.1033816,-45.120503652039325
,,1739209627.1033883,-25.25278630937684
,,1739209627.1033957,-25.82631439489636
,,1739209627.1034026,-32.816014438256545
,,1739209627.1034095,-38.13080360867914
,,1739209627.1034167,-45.120503652039325
,,1739209627.1034236,-45.120503652039325
,,1739209627.1034305,-38.13080360867914
,,1739209627.1034377,-45.120503652039325
,,1739209627.1034446,-38.13080360867914
,,1739209627.1034515,-30.49652367304973
,,1739209627.1034586,-38.13080360867914
,,1739209627.1034656,-38.13080360867914
,,1739209627.1034725,-35.57807855764607
,,1739209627.1034796,-38.13080360867914
,,1739209627.1034863,-45.120503652039325
,,1739209627.1034937,-32.816014438256545
,,1739209627.1035006,-35.57807855764607
,,1739209627.1035075,-45.120503652039325
,,1739209627.103515,-38.13080360867914
,,1739209627.1035216,-38.13080360867914
,,1739209627.1035285,-38.13080360867914
,,1739209627.1035357,-38.13080360867914
,,1739209627.1035426,-45.120503652039325
,,1739209627.1035497,-33.981070128970906
