CAN Message, 0x1bb:0000ff6d0755bef3,Timestamp,Amplitude
,,1739209630.8059874,-35.57807855764607
,,1739209630.805989,-38.13080360867914
,,1739209630.805991,-35.57807855764607
,,1739209630.8059926,-45.120503652039325
,,1739209630.8059945,-38.13080360867914
,,1739209630.8059962,-45.120503652039325
,,1739209630.805998,-45.120503652039325
,,1739209630.806,-45.120503652039325
,,1739209630.8060017,-45.120503652039325
,,1739209630.8060036,-45.120503652039325
,,1739209630.8060052,-45.120503652039325
,,1739209630.8060071,-33.981070128970906
,,1739209630.8060088,-35.57807855764607
,,1739209630.8060107,-45.120503652039325
,,1739209630.8060124,-45.120503652039325
,,1739209630.8060143,-33.981070128970906
,,1739209630.806016,-33.981070128970906
,,1739209630.806018,-38.13080360867914
,,1739209630.8060198,-45.120503652039325
,,1739209630.8060217,-38.13080360867914
,,1739209630.8060234,-38.13080360867914
,,1739209630.806025,-38.13080360867914
,,1739209630.806027,-45.120503652039325
,,1739209630.8060286,-45.120503652039325
,,1739209630.8060305,-38.13080360867914
,,1739209630.8060322,-45.120503652039325
,,1739209630.806034,-45.120503652039325
,,1739209630.8060358,-45.120503652039325
,,1739209630.8060377,-45.120503652039325
,,1739209630.8060396,-38.13080360867914
,,1739209630.8060412,-45.120503652039325
,,1739209630.8060431,-45.120503652039325
,,1739209630.8060448,-45.120503652039325
,,1739209630.8060467,-38.13080360867914
,,1739209630.8060484,-45.120503652039325
,,1739209630.8060503,-29.438486411369333
,,1739209630.806052,-31.141103565318893
,,1739209630.806054,-45.120503652039325
,,1739209630.8060555,-38.13080360867914
,,1739209630.8060577,-35.57807855764607
,,1739209630.8060594,-38.13080360867914
,,1739209630.806061,-45.120503652039325
,,1739209630.806063,-38.13080360867914
,,1739209630.8060646,-38.13080360867914
,,1739209630.8060665,-45.120503652039325
,,1739209630.8060682,-33.981070128970906
,,1739209630.80607,-35.57807855764607
,,1739209630.8060718,-45.120503652039325
,,1739209630.8060737,-33.981070128970906
,,1739209630.806075,-29.438486411369357
,,1739209630.8060772,-12.022073604878589
,,1739209630.8060791,-16.517123586329355
,,1739209630.8060808,-31.14110356531892
,,1739209630.8060827,-33.981070128970906
,,1739209630.8060844,-38.13080360867914
,,1739209630.8060863,-45.120503652039325
,,1739209630.806088,-45.120503652039325
,,1739209630.80609,-38.13080360867914
,,1739209630.8060915,-45.120503652039325
,,1739209630.8060937,-31.141103565318893
,,1739209630.8060951,-28.21854285175415
,,1739209630.806097,-45.120503652039325
,,1739209630.806099,-45.120503652039325
,,1739209630.8061006,-35.57807855764607
,,1739209630.8061025,-35.57807855764607
,,1739209630.8061042,-45.120503652039325
,,1739209630.806106,-38.13080360867914
,,1739209630.8061078,-45.120503652039325
,,1739209630.8061097,-30.49652367304976
,,1739209630.806111,-38.13080360867914
,,1739209630.8061132,-45.120503652039325
,,1739209630.806115,-38.13080360867914
,,1739209630.8061168,-32.816014438256545
,,1739209630.8061185,-38.13080360867914
,,1739209630.8061204,-18.263086266016654
,,1739209630.8061223,-38.13080360867914
,,1739209630.806124,-33.981070128970906
,,1739209630.806126,-38.13080360867914
,,1739209630.8061275,-45.120503652039325
,,1739209630.8061297,-10.591910294080764
,,1739209630.8061311,-21.67658091518819
,,1739209630.806133,-45.120503652039325
,,1739209630.8061347,-33.981070128970906
,,1739209630.8061366,-35.57807855764607
,,1739209630.8061385,-32.816014438256545
,,1739209630.8061402,-45.120503652039325
,,1739209630.806142,-45.120503652039325
,,1739209630.8061438,-45.120503652039325
,,1739209630.8061457,-38.13080360867914
,,1739209630.806147,-38.13080360867914
,,1739209630.8061492,-45.120503652039325
,,1739209630.806151,-32.816014438256545
,,1739209630.8061528,-38.13080360867914
,,1739209630.8061545,-45.120503652039325
,,1739209630.8061564,-38.13080360867914
,,1739209630.806158,-45.120503652039325
,,1739209630.80616,-38.13080360867914
,,1739209630.806162,-45.120503652039325
,,1739209630.8061635,-45.120503652039325
,,1739209630.8061657,-38.13080360867914
,,1739209630.8061671,-35.57807855764607
,,1739209630.806169,-45.120503652039325
,,1739209630.8061707,-31.141103565318915
,,1739209630.8061726,-16.73831143296303
,,1739209630.8061745,-32.816014438256545
,,1739209630.8061762,-33.981070128970906
,,1739209630.806178,-45.120503652039325
,,1739209630.8061798,-24.746238672633048
,,1739209630.8061817,-6.799887506132022
,,1739209630.806183,-24.438645034577675
,,1739209630.8061852,-33.981070128970906
,,1739209630.806187,-33.981070128970906
,,1739209630.8061888,-38.13080360867914
,,1739209630.8061905,-38.13080360867914
,,1739209630.8061924,-33.981070128970906
,,1739209630.806194,-35.57807855764607
,,1739209630.806196,-25.62660358559016
,,1739209630.8061976,-19.89606131697609
,,1739209630.8061996,-25.25278630937684
,,1739209630.8062017,-45.120503652039325
,,1739209630.8062031,-32.816014438256545
,,1739209630.806205,-38.13080360867914
,,1739209630.8062067,-35.57807855764607
,,1739209630.8062086,-38.13080360867914
,,1739209630.8062105,-45.120503652039325
,,1739209630.8062122,-38.13080360867914
,,1739209630.806214,-35.57807855764607
,,1739209630.8062158,-21.67658091518819
