CAN Message, 0x1b8:0300808d258708a7,Timestamp,Amplitude
,,1739209750.2873418,-38.13080360867914
,,1739209750.287347,-45.120503652039325
,,1739209750.287352,-45.120503652039325
,,1739209750.287357,-45.120503652039325
,,1739209750.2873626,-45.120503652039325
,,1739209750.2873678,-45.120503652039325
,,1739209750.287373,-38.13080360867914
,,1739209750.287378,-38.13080360867914
,,1739209750.2873833,-38.13080360867914
,,1739209750.2873886,-45.120503652039325
,,1739209750.2873938,-38.13080360867914
,,1739209750.287399,-38.13080360867914
,,1739209750.287404,-38.13080360867914
,,1739209750.2874093,-35.57807855764607
,,1739209750.2874146,-45.120503652039325
,,1739209750.2874198,-45.120503652039325
,,1739209750.287425,-45.120503652039325
,,1739209750.2874303,-45.120503652039325
,,1739209750.2874353,-45.120503652039325
,,1739209750.2874403,-38.13080360867914
,,1739209750.2874458,-38.13080360867914
,,1739209750.287451,-45.120503652039325
,,1739209750.2874565,-38.13080360867914
,,1739209750.2874613,-38.13080360867914
,,1739209750.2874663,-45.120503652039325
,,1739209750.2874718,-45.120503652039325
,,1739209750.287477,-38.13080360867914
,,1739209750.2874825,-45.120503652039325
,,1739209750.2874875,-38.13080360867914
,,1739209750.2874925,-45.120503652039325
,,1739209750.2874978,-38.13080360867914
,,1739209750.287503,-35.57807855764607
,,1739209750.2875082,-38.13080360867914
,,1739209750.2875135,-45.120503652039325
,,1739209750.2875185,-38.13080360867914
,,1739209750.2875235,-35.57807855764607
,,1739209750.287529,-38.13080360867914
,,1739209750.2875342,-45.120503652039325
,,1739209750.2875395,-38.13080360867914
,,1739209750.2875445,-38.13080360867914
,,1739209750.2875495,-38.13080360867914
,,1739209750.287555,-45.120503652039325
,,1739209750.2875602,-45.120503652039325
,,1739209750.2875657,-45.120503652039325
,,1739209750.2875705,-38.13080360867914
,,1739209750.2875755,-45.120503652039325
,,1739209750.287581,-45.120503652039325
,,1739209750.2875862,-32.816014438256545
,,1739209750.2875917,-45.120503652039325
,,1739209750.2875967,-26.487275050834715
,,1739209750.2876017,-8.724642785305024
,,1739209750.287607,-18.299052888300974
,,1739209750.2876122,-27.267205301931607
,,1739209750.2876174,-35.57807855764607
,,1739209750.2876227,-35.57807855764607
,,1739209750.2876277,-38.13080360867914
,,1739209750.287633,-38.13080360867914
,,1739209750.2876382,-45.120503652039325
,,1739209750.2876434,-33.981070128970906
,,1739209750.287649,-35.57807855764607
,,1739209750.287654,-38.13080360867914
,,1739209750.287659,-45.120503652039325
,,1739209750.2876642,-45.120503652039325
,,1739209750.2876694,-38.13080360867914
,,1739209750.287675,-45.120503652039325
,,1739209750.28768,-45.120503652039325
,,1739209750.287685,-38.13080360867914
,,1739209750.2876902,-45.120503652039325
,,1739209750.2876954,-38.13080360867914
,,1739209750.287701,-28.21854285175415
,,1739209750.287706,-45.120503652039325
,,1739209750.287711,-45.120503652039325
,,1739209750.2877162,-45.120503652039325
,,1739209750.2877214,-29.438486411369333
,,1739209750.2877266,-18.087589870852675
,,1739209750.287732,-38.13080360867914
,,1739209750.287737,-32.816014438256545
,,1739209750.287742,-38.13080360867914
,,1739209750.2877474,-25.077289914212862
,,1739209750.2877526,-8.358141484406179
,,1739209750.287758,-27.267205301931607
,,1739209750.287763,-24.589719217205094
,,1739209750.287768,-45.120503652039325
,,1739209750.2877734,-35.57807855764607
,,1739209750.2877786,-38.13080360867914
,,1739209750.287784,-45.120503652039325
,,1739209750.287789,-45.120503652039325
,,1739209750.287794,-45.120503652039325
,,1739209750.2877994,-35.57807855764607
,,1739209750.2878046,-33.98107012897096
,,1739209750.2878098,-45.120503652039325
,,1739209750.287815,-38.13080360867914
,,1739209750.2878203,-45.120503652039325
,,1739209750.287825,-38.13080360867914
,,1739209750.2878306,-45.120503652039325
,,1739209750.2878358,-33.981070128970906
,,1739209750.287841,-45.120503652039325
,,1739209750.2878463,-24.589719217205094
,,1739209750.287851,-30.49652367304973
