CAN Message, 0x1bb:00005988b0f4f2f1,Timestamp,Amplitude
,,1739209675.4691515,-45.120503652039325
,,1739209675.4691572,-38.13080360867914
,,1739209675.4691627,-38.13080360867914
,,1739209675.469168,-45.120503652039325
,,1739209675.4691734,-33.981070128970906
,,1739209675.469179,-33.981070128970906
,,1739209675.4691842,-45.120503652039325
,,1739209675.4691896,-45.120503652039325
,,1739209675.4691951,-38.13080360867914
,,1739209675.4692004,-45.120503652039325
,,1739209675.469206,-38.13080360867914
,,1739209675.469211,-38.13080360867914
,,1739209675.4692168,-45.120503652039325
,,1739209675.469222,-45.120503652039325
,,1739209675.4692276,-35.57807855764607
,,1739209675.469233,-35.57807855764607
,,1739209675.4692383,-45.120503652039325
,,1739209675.4692438,-35.57807855764607
,,1739209675.4692492,-33.981070128970906
,,1739209675.4692545,-38.13080360867914
,,1739209675.46926,-38.13080360867914
,,1739209675.4692657,-35.57807855764607
,,1739209675.469271,-33.981070128970906
,,1739209675.4692762,-38.13080360867914
,,1739209675.4692817,-45.120503652039325
,,1739209675.4692872,-35.57807855764607
,,1739209675.4692924,-45.120503652039325
,,1739209675.469298,-33.981070128970906
,,1739209675.4693034,-45.120503652039325
,,1739209675.4693086,-45.120503652039325
,,1739209675.469314,-38.13080360867914
,,1739209675.4693196,-35.57807855764607
,,1739209675.469325,-45.120503652039325
,,1739209675.4693303,-38.13080360867914
,,1739209675.4693358,-32.816014438256545
,,1739209675.4693413,-38.13080360867914
,,1739209675.4693463,-45.120503652039325
,,1739209675.469352,-38.13080360867914
,,1739209675.4693575,-38.13080360867914
,,1739209675.4693627,-45.120503652039325
,,1739209675.4693682,-45.120503652039325
,,1739209675.4693737,-45.120503652039325
,,1739209675.4693792,-38.13080360867914
,,1739209675.4693844,-38.13080360867914
,,1739209675.46939,-45.120503652039325
,,1739209675.4693954,-45.120503652039325
,,1739209675.4694006,-45.120503652039325
,,1739209675.469406,-45.120503652039325
,,1739209675.4694116,-45.120503652039325
,,1739209675.4694169,-24.29264994887477
,,1739209675.4694223,-10.61031913048472
,,1739209675.4694278,-14.05859467940514
,,1739209675.4694333,-24.151403521958727
,,1739209675.4694386,-33.98107012897096
,,1739209675.469444,-45.120503652039325
,,1739209675.4694495,-45.120503652039325
,,1739209675.4694548,-45.120503652039325
,,1739209675.4694602,-38.13080360867914
,,1739209675.4694655,-32.816014438256545
,,1739209675.469471,-38.13080360867914
,,1739209675.4694765,-45.120503652039325
,,1739209675.469482,-38.13080360867914
,,1739209675.4694874,-31.141103565318915
,,1739209675.469493,-38.13080360867914
,,1739209675.4694982,-45.120503652039325
,,1739209675.4695036,-38.13080360867914
,,1739209675.469509,-33.981070128970906
,,1739209675.4695144,-45.120503652039325
,,1739209675.46952,-45.120503652039325
,,1739209675.469525,-38.13080360867914
,,1739209675.4695306,-38.13080360867914
,,1739209675.469536,-45.120503652039325
,,1739209675.4695415,-35.57807855764607
,,1739209675.4695468,-38.13080360867914
,,1739209675.4695525,-20.51152522447381
,,1739209675.4695578,-28.58837851428586
,,1739209675.469563,-35.57807855764607
,,1739209675.4695685,-38.13080360867914
,,1739209675.469574,-45.120503652039325
,,1739209675.4695792,-8.800995389447124
,,1739209675.4695847,-21.522148828640407
,,1739209675.4695902,-30.49652367304973
,,1739209675.4695957,-33.981070128970906
,,1739209675.469601,-45.120503652039325
,,1739209675.4696064,-35.57807855764607
,,1739209675.469612,-45.120503652039325
,,1739209675.4696171,-38.13080360867914
,,1739209675.4696226,-35.57807855764607
,,1739209675.469628,-45.120503652039325
,,1739209675.469633,-33.981070128970906
,,1739209675.4696388,-23.38864096791655
,,1739209675.4696443,-38.13080360867914
,,1739209675.4696498,-38.13080360867914
,,1739209675.469655,-38.13080360867914
,,1739209675.4696603,-45.120503652039325
,,1739209675.469666,-33.981070128970906
,,1739209675.4696712,-45.120503652039325
,,1739209675.4696767,-45.120503652039325
,,1739209675.4696822,-45.120503652039325
,,1739209675.4696877,-38.13080360867914
,,1739209675.469693,-45.120503652039325
,,1739209675.4696984,-45.120503652039325
,,1739209675.469704,-27.267205301931607
,,1739209675.4697092,-25.25278630937684
,,1739209675.4697146,-45.120503652039325
,,1739209675.46972,-45.120503652039325
,,1739209675.4697254,-33.98107012897096
,,1739209675.4697309,-32.816014438256545
,,1739209675.4697363,-15.710361214983593
,,1739209675.4697416,-31.141103565318893
,,1739209675.469747,-31.141103565318893
,,1739209675.4697526,-32.816014438256545
,,1739209675.469758,-45.120503652039325
,,1739209675.4697633,-45.120503652039325
,,1739209675.4697688,-38.13080360867914
,,1739209675.4697742,-31.141103565318893
,,1739209675.4697795,-33.981070128970906
,,1739209675.469785,-18.67611775736091
,,1739209675.4697905,-25.82631439489636
,,1739209675.4697957,-31.141103565318915
,,1739209675.4698012,-45.120503652039325
,,1739209675.469807,-45.120503652039325
,,1739209675.4698122,-45.120503652039325
,,1739209675.4698174,-45.120503652039325
,,1739209675.469823,-38.13080360867914
,,1739209675.4698284,-45.120503652039325
,,1739209675.4698336,-45.120503652039325
,,1739209675.469839,-17.95212641904405
,,1739209675.4698446,-38.13080360867914
,,1739209675.4698498,-38.13080360867914
,,1739209675.4698553,-31.141103565318943
,,1739209675.4698608,-33.98107012897096
,,1739209675.4698665,-31.141103565318893
,,1739209675.4698715,-45.120503652039325
,,1739209675.469877,-45.120503652039325
,,1739209675.4698825,-38.13080360867914
,,1739209675.4698875,-45.120503652039325
,,1739209675.4698932,-38.13080360867914
,,1739209675.4698987,-45.120503652039325
,,1739209675.469904,-45.120503652039325
,,1739209675.4699094,-35.57807855764607
,,1739209675.469915,-38.13080360867914
,,1739209675.4699204,-45.120503652039325
,,1739209675.4699256,-45.120503652039325
,,1739209675.4699311,-38.13080360867914
,,1739209675.4699366,-45.120503652039325
,,1739209675.469942,-26.991370085610736
,,1739209675.469947,-26.487275050834715
,,1739209675.4699528,-45.120503652039325
,,1739209675.469958,-30.49652367304973
,,1739209675.4699636,-28.992665084841967
,,1739209675.469969,-16.763597937115037
,,1739209675.4699745,-33.981070128970906
,,1739209675.4699798,-31.141103565318915
,,1739209675.4699852,-33.981070128970906
,,1739209675.4699907,-20.10991102986178
,,1739209675.469996,-8.119526605908755
,,1739209675.4700017,-31.141103565318915
