CAN Message, 0x1b8:0200892734e6452b,Timestamp,Amplitude
,,1739209682.6771626,-35.57807855764607
,,1739209682.6771636,-45.120503652039325
,,1739209682.6771643,-45.120503652039325
,,1739209682.6771653,-45.120503652039325
,,1739209682.677166,-45.120503652039325
,,1739209682.6771667,-38.13080360867914
,,1739209682.6771677,-33.981070128970906
,,1739209682.6771684,-31.141103565318915
,,1739209682.677169,-38.13080360867914
,,1739209682.67717,-45.120503652039325
,,1739209682.6771708,-38.13080360867914
,,1739209682.6771717,-38.13080360867914
,,1739209682.6771724,-38.13080360867914
,,1739209682.6771734,-33.981070128970906
,,1739209682.677174,-33.981070128970906
,,1739209682.6771748,-32.816014438256545
,,1739209682.6771758,-38.13080360867914
,,1739209682.6771765,-38.13080360867914
,,1739209682.6771772,-45.120503652039325
,,1739209682.677178,-38.13080360867914
,,1739209682.6771789,-45.120503652039325
,,1739209682.6771798,-26.487275050834715
,,1739209682.6771803,-20.633440452988484
,,1739209682.6771812,-31.141103565318915
,,1739209682.6771822,-38.13080360867914
,,1739209682.677183,-45.120503652039325
,,1739209682.677184,-38.13080360867914
,,1739209682.6771846,-38.13080360867914
,,1739209682.6771853,-45.120503652039325
,,1739209682.6771865,-38.13080360867914
,,1739209682.677187,-38.13080360867914
,,1739209682.677188,-38.13080360867914
,,1739209682.6771886,-45.120503652039325
,,1739209682.6771894,-45.120503652039325
,,1739209682.6771903,-33.981070128970906
,,1739209682.677191,-38.13080360867914
,,1739209682.6771915,-45.120503652039325
,,1739209682.6771927,-33.981070128970906
,,1739209682.6771934,-45.120503652039325
,,1739209682.6771944,-30.49652367304976
,,1739209682.677195,-38.13080360867914
,,1739209682.6771958,-32.816014438256545
,,1739209682.6771967,-38.13080360867914
,,1739209682.6771977,-33.98107012897096
,,1739209682.6771984,-32.816014438256545
,,1739209682.6771991,-35.57807855764607
,,1739209682.6771998,-45.120503652039325
,,1739209682.6772008,-23.38864096791655
,,1739209682.6772015,-33.981070128970906
,,1739209682.6772025,-28.58837851428586
,,1739209682.6772032,-15.790695432807308
,,1739209682.677204,-15.347841527766366
,,1739209682.6772048,-28.58837851428586
,,1739209682.6772056,-33.981070128970906
,,1739209682.6772065,-38.13080360867914
,,1739209682.6772072,-45.120503652039325
,,1739209682.677208,-45.120503652039325
,,1739209682.677209,-38.13080360867914
,,1739209682.6772096,-38.13080360867914
,,1739209682.6772103,-28.58837851428586
,,1739209682.6772113,-38.13080360867914
,,1739209682.677212,-45.120503652039325
,,1739209682.677213,-45.120503652039325
,,1739209682.6772137,-33.98107012897096
,,1739209682.6772144,-33.981070128970906
,,1739209682.677215,-35.57807855764607
,,1739209682.677216,-45.120503652039325
,,1739209682.677217,-32.816014438256545
,,1739209682.6772175,-32.816014438256545
,,1739209682.6772184,-45.120503652039325
,,1739209682.6772194,-38.13080360867914
,,1739209682.67722,-45.120503652039325
,,1739209682.677221,-45.120503652039325
,,1739209682.6772218,-45.120503652039325
,,1739209682.6772225,-38.13080360867914
,,1739209682.6772234,-33.98107012897096
,,1739209682.6772242,-45.120503652039325
,,1739209682.6772249,-38.13080360867914
,,1739209682.6772258,-45.120503652039325
,,1739209682.6772263,-22.44878636800916
,,1739209682.6772275,-31.141103565318915
,,1739209682.6772282,-45.120503652039325
,,1739209682.677229,-38.13080360867914
,,1739209682.67723,-38.13080360867914
,,1739209682.6772306,-45.120503652039325
,,1739209682.6772316,-32.816014438256545
,,1739209682.6772325,-32.816014438256545
,,1739209682.677233,-45.120503652039325
,,1739209682.677234,-38.13080360867914
,,1739209682.6772346,-31.14110356531892
,,1739209682.6772356,-45.120503652039325
,,1739209682.6772363,-38.13080360867914
,,1739209682.677237,-45.120503652039325
,,1739209682.677238,-38.13080360867914
,,1739209682.6772387,-45.120503652039325
,,1739209682.6772394,-26.991370085610736
,,1739209682.6772404,-25.826314394896357
,,1739209682.677241,-28.218542851754165
,,1739209682.677242,-15.347841527766366
,,1739209682.6772428,-12.35818407282096
,,1739209682.6772437,-26.99137008561072
,,1739209682.6772444,-38.13080360867914
,,1739209682.6772451,-45.120503652039325
,,1739209682.677246,-31.141103565318893
,,1739209682.6772468,-27.8777449560314
,,1739209682.6772475,-38.13080360867914
,,1739209682.6772485,-45.120503652039325
,,1739209682.6772492,-38.13080360867914
,,1739209682.67725,-32.816014438256545
,,1739209682.6772509,-33.981070128970906
,,1739209682.6772516,-31.141103565318915
,,1739209682.6772523,-32.81601443825658
,,1739209682.6772532,-28.58837851428589
,,1739209682.677254,-32.816014438256545
,,1739209682.677255,-45.120503652039325
,,1739209682.6772556,-35.57807855764607
,,1739209682.6772566,-28.58837851428586
,,1739209682.6772573,-45.120503652039325
