CAN Message, 0x39:0f8401984af7bd14,Timestamp,Amplitude
,,1739209836.5372198,-38.13080360867914
,,1739209836.5372212,-35.57807855764607
,,1739209836.5372229,-38.13080360867914
,,1739209836.5372243,-45.120503652039325
,,1739209836.5372262,-45.120503652039325
,,1739209836.537228,-38.13080360867914
,,1739209836.5372293,-38.13080360867914
,,1739209836.537231,-45.120503652039325
,,1739209836.5372326,-45.120503652039325
,,1739209836.5372343,-45.120503652039325
,,1739209836.5372355,-45.120503652039325
,,1739209836.5372374,-45.120503652039325
,,1739209836.537239,-38.13080360867914
,,1739209836.5372407,-35.57807855764607
,,1739209836.5372424,-45.120503652039325
,,1739209836.5372438,-45.120503652039325
,,1739209836.5372455,-38.13080360867914
,,1739209836.5372472,-38.13080360867914
,,1739209836.5372488,-45.120503652039325
,,1739209836.5372505,-38.13080360867914
,,1739209836.537252,-38.13080360867914
,,1739209836.5372536,-45.120503652039325
,,1739209836.5372553,-45.120503652039325
,,1739209836.537257,-38.13080360867914
,,1739209836.5372584,-38.13080360867914
,,1739209836.53726,-33.981070128970906
,,1739209836.5372615,-38.13080360867914
,,1739209836.5372634,-38.13080360867914
,,1739209836.537265,-45.120503652039325
,,1739209836.5372665,-33.981070128970906
,,1739209836.5372682,-38.13080360867914
,,1739209836.5372698,-45.120503652039325
,,1739209836.5372715,-38.13080360867914
,,1739209836.537273,-38.13080360867914
,,1739209836.5372746,-45.120503652039325
,,1739209836.5372765,-38.13080360867914
,,1739209836.537278,-32.816014438256545
,,1739209836.5372796,-45.120503652039325
,,1739209836.537281,-38.13080360867914
,,1739209836.5372827,-32.816014438256545
,,1739209836.5372844,-38.13080360867914
,,1739209836.537286,-33.981070128970906
,,1739209836.5372877,-45.120503652039325
,,1739209836.5372891,-38.13080360867914
,,1739209836.5372908,-35.57807855764607
,,1739209836.5372925,-35.57807855764607
,,1739209836.537294,-45.120503652039325
,,1739209836.5372956,-38.13080360867914
,,1739209836.5372972,-29.438486411369333
,,1739209836.537299,-28.992665084841967
,,1739209836.5373006,-15.851936562542368
,,1739209836.5373025,-9.743571708365383
,,1739209836.5373037,-31.141103565318943
,,1739209836.5373054,-31.141103565318915
,,1739209836.537307,-38.13080360867914
,,1739209836.5373087,-38.13080360867914
,,1739209836.5373104,-38.13080360867914
,,1739209836.5373118,-45.120503652039325
,,1739209836.5373137,-45.120503652039325
,,1739209836.5373151,-38.13080360867914
,,1739209836.5373168,-45.120503652039325
,,1739209836.5373182,-31.141103565318915
,,1739209836.53732,-45.120503652039325
,,1739209836.5373216,-45.120503652039325
,,1739209836.5373232,-45.120503652039325
,,1739209836.537325,-38.13080360867914
,,1739209836.5373263,-35.57807855764607
,,1739209836.537328,-45.120503652039325
,,1739209836.5373297,-45.120503652039325
