CAN Message, 0x39:051e7fcad1fc8c33,Timestamp,Amplitude
,,1739209687.5767646,-45.120503652039325
,,1739209687.576767,-38.13080360867914
,,1739209687.5767696,-45.120503652039325
,,1739209687.5767722,-32.816014438256545
,,1739209687.5767746,-38.13080360867914
,,1739209687.5767772,-45.120503652039325
,,1739209687.5767796,-35.57807855764607
,,1739209687.5767822,-38.13080360867914
,,1739209687.5767848,-45.120503652039325
,,1739209687.5767872,-38.13080360867914
,,1739209687.57679,-35.57807855764607
,,1739209687.5767925,-45.120503652039325
,,1739209687.5767949,-38.13080360867914
,,1739209687.5767975,-35.57807855764607
,,1739209687.5768,-38.13080360867914
,,1739209687.5768025,-45.120503652039325
,,1739209687.576805,-33.981070128970906
,,1739209687.5768075,-38.13080360867914
,,1739209687.57681,-45.120503652039325
,,1739209687.5768127,-31.141103565318893
,,1739209687.5768154,-38.13080360867914
,,1739209687.5768178,-45.120503652039325
,,1739209687.5768204,-38.13080360867914
,,1739209687.576823,-33.981070128970906
,,1739209687.5768254,-38.13080360867914
,,1739209687.576828,-45.120503652039325
,,1739209687.5768306,-38.13080360867914
,,1739209687.576833,-38.13080360867914
,,1739209687.5768356,-38.13080360867914
,,1739209687.5768385,-38.13080360867914
,,1739209687.5768406,-45.120503652039325
,,1739209687.5768433,-38.13080360867914
,,1739209687.576846,-33.981070128970906
,,1739209687.5768485,-38.13080360867914
,,1739209687.576851,-45.120503652039325
,,1739209687.5768533,-45.120503652039325
,,1739209687.576856,-38.13080360867914
,,1739209687.5768583,-45.120503652039325
,,1739209687.576861,-45.120503652039325
,,1739209687.5768635,-45.120503652039325
,,1739209687.576866,-45.120503652039325
,,1739209687.5768683,-45.120503652039325
,,1739209687.5768712,-38.13080360867914
,,1739209687.5768738,-38.13080360867914
,,1739209687.5768762,-38.13080360867914
,,1739209687.5768788,-38.13080360867914
,,1739209687.5768814,-45.120503652039325
,,1739209687.5768838,-38.13080360867914
,,1739209687.5768864,-35.57807855764607
,,1739209687.576889,-38.13080360867914
,,1739209687.5768914,-19.403415333952413
,,1739209687.576894,-22.74004262075133
,,1739209687.576897,-38.13080360867914
,,1739209687.576899,-33.981070128970906
,,1739209687.5769017,-38.13080360867914
,,1739209687.5769043,-38.13080360867914
,,1739209687.5769067,-33.981070128970906
,,1739209687.5769093,-38.13080360867914
,,1739209687.576912,-45.120503652039325
,,1739209687.5769143,-38.13080360867914
,,1739209687.576917,-38.13080360867914
,,1739209687.5769193,-45.120503652039325
