CAN Message, 0x1bb:0000ead619009552,Timestamp,Amplitude
,,1739209774.0540357,-26.991370085610736
,,1739209774.0540383,-32.816014438256545
,,1739209774.0540414,-38.13080360867914
,,1739209774.0540442,-38.13080360867914
,,1739209774.054047,-45.120503652039325
,,1739209774.05405,-45.120503652039325
,,1739209774.0540528,-45.120503652039325
,,1739209774.0540557,-45.120503652039325
,,1739209774.0540586,-38.13080360867914
,,1739209774.0540614,-45.120503652039325
,,1739209774.0540645,-35.57807855764607
,,1739209774.0540671,-38.13080360867914
,,1739209774.05407,-38.13080360867914
,,1739209774.0540729,-38.13080360867914
,,1739209774.0540757,-45.120503652039325
,,1739209774.0540786,-35.57807855764607
,,1739209774.0540814,-38.13080360867914
,,1739209774.0540843,-45.120503652039325
,,1739209774.0540872,-38.13080360867914
,,1739209774.05409,-45.120503652039325
,,1739209774.054093,-45.120503652039325
,,1739209774.0540955,-33.981070128970906
,,1739209774.0540986,-38.13080360867914
,,1739209774.0541017,-45.120503652039325
,,1739209774.0541043,-25.826314394896357
,,1739209774.0541072,-29.438486411369333
,,1739209774.05411,-45.120503652039325
,,1739209774.054113,-33.98107012897096
,,1739209774.0541158,-45.120503652039325
,,1739209774.0541186,-45.120503652039325
,,1739209774.0541215,-38.13080360867914
,,1739209774.0541244,-45.120503652039325
,,1739209774.0541272,-26.991370085610736
,,1739209774.05413,-29.438486411369333
,,1739209774.054133,-45.120503652039325
,,1739209774.0541358,-45.120503652039325
,,1739209774.054139,-38.13080360867914
,,1739209774.0541415,-38.13080360867914
,,1739209774.0541444,-35.57807855764607
,,1739209774.0541472,-45.120503652039325
,,1739209774.05415,-38.13080360867914
,,1739209774.054153,-38.13080360867914
,,1739209774.0541558,-45.120503652039325
,,1739209774.0541587,-45.120503652039325
,,1739209774.0541615,-31.141103565318893
,,1739209774.0541644,-33.981070128970906
,,1739209774.0541673,-45.120503652039325
,,1739209774.05417,-38.13080360867914
,,1739209774.054173,-35.57807855764607
,,1739209774.054176,-32.816014438256545
,,1739209774.0541787,-19.497575007474538
,,1739209774.0541816,-45.120503652039325
,,1739209774.0541844,-30.49652367304973
,,1739209774.0541873,-29.438486411369333
,,1739209774.0541902,-45.120503652039325
,,1739209774.054193,-9.570769068706896
,,1739209774.054196,-23.50682362968953
,,1739209774.0541987,-21.598678470925663
,,1739209774.0542016,-45.120503652039325
,,1739209774.0542045,-45.120503652039325
,,1739209774.054207,-35.57807855764607
,,1739209774.0542102,-30.49652367304973
,,1739209774.054213,-45.120503652039325
,,1739209774.054216,-38.13080360867914
,,1739209774.0542188,-38.13080360867914
,,1739209774.0542216,-31.141103565318943
,,1739209774.0542245,-45.120503652039325
,,1739209774.0542274,-38.13080360867914
,,1739209774.0542302,-38.13080360867914
,,1739209774.054233,-38.13080360867914
,,1739209774.054236,-45.120503652039325
,,1739209774.0542388,-45.120503652039325
,,1739209774.0542417,-45.120503652039325
,,1739209774.0542445,-28.58837851428586
,,1739209774.0542474,-12.906361273615904
,,1739209774.0542502,-17.85323156177357
,,1739209774.054253,-26.991370085610736
,,1739209774.054256,-45.120503652039325
,,1739209774.0542588,-38.13080360867914
,,1739209774.0542617,-45.120503652039325
,,1739209774.0542643,-45.120503652039325
