CAN Message, 0x1bb:00006aed26c0874b,Timestamp,Amplitude
,,1739209639.2209446,-38.13080360867914
,,1739209639.2209513,-38.13080360867914
,,1739209639.220958,-45.120503652039325
,,1739209639.220965,-45.120503652039325
,,1739209639.220971,-45.120503652039325
,,1739209639.220978,-38.13080360867914
,,1739209639.2209847,-35.57807855764607
,,1739209639.2209914,-45.120503652039325
,,1739209639.220998,-45.120503652039325
,,1739209639.2210047,-45.120503652039325
,,1739209639.2210112,-45.120503652039325
,,1739209639.2210178,-38.13080360867914
,,1739209639.2210245,-45.120503652039325
,,1739209639.2210312,-38.13080360867914
,,1739209639.221038,-45.120503652039325
,,1739209639.2210443,-32.816014438256545
,,1739209639.2210512,-35.57807855764607
,,1739209639.221058,-45.120503652039325
,,1739209639.2210646,-45.120503652039325
,,1739209639.2210712,-38.13080360867914
,,1739209639.2210777,-38.13080360867914
,,1739209639.2210844,-45.120503652039325
,,1739209639.221091,-38.13080360867914
,,1739209639.2210977,-33.98107012897096
,,1739209639.2211044,-45.120503652039325
,,1739209639.221111,-35.57807855764607
,,1739209639.2211175,-45.120503652039325
,,1739209639.2211244,-45.120503652039325
,,1739209639.221131,-45.120503652039325
,,1739209639.2211378,-38.13080360867914
,,1739209639.2211442,-45.120503652039325
,,1739209639.2211509,-27.8777449560314
,,1739209639.2211576,-29.438486411369333
,,1739209639.2211642,-45.120503652039325
,,1739209639.221171,-38.13080360867914
,,1739209639.2211776,-35.57807855764607
,,1739209639.2211845,-45.120503652039325
,,1739209639.221191,-45.120503652039325
,,1739209639.2211976,-31.141103565318893
,,1739209639.2212043,-45.120503652039325
,,1739209639.2212107,-45.120503652039325
,,1739209639.2212174,-38.13080360867914
,,1739209639.221224,-45.120503652039325
,,1739209639.2212307,-45.120503652039325
,,1739209639.2212374,-38.13080360867914
,,1739209639.221244,-38.13080360867914
,,1739209639.2212508,-45.120503652039325
,,1739209639.2212574,-26.991370085610736
,,1739209639.221264,-38.13080360867914
,,1739209639.2212708,-18.836614351536177
,,1739209639.2212772,-8.995844012507868
