CAN Message, 0x39:0f323b8982d291a1,Timestamp,Amplitude
,,1739209799.1848948,-45.120503652039325
,,1739209799.1848984,-38.13080360867914
,,1739209799.1849022,-35.57807855764607
,,1739209799.184906,-45.120503652039325
,,1739209799.1849098,-38.13080360867914
,,1739209799.1849136,-38.13080360867914
,,1739209799.1849174,-45.120503652039325
,,1739209799.184921,-35.57807855764607
,,1739209799.1849248,-38.13080360867914
,,1739209799.184929,-38.13080360867914
,,1739209799.1849325,-38.13080360867914
,,1739209799.1849363,-38.13080360867914
,,1739209799.18494,-35.57807855764607
,,1739209799.1849437,-45.120503652039325
,,1739209799.1849475,-45.120503652039325
,,1739209799.1849513,-38.13080360867914
,,1739209799.1849551,-45.120503652039325
,,1739209799.184959,-45.120503652039325
,,1739209799.1849625,-38.13080360867914
,,1739209799.1849663,-38.13080360867914
,,1739209799.18497,-45.120503652039325
,,1739209799.184974,-38.13080360867914
,,1739209799.1849778,-45.120503652039325
,,1739209799.184981,-45.120503652039325
,,1739209799.1849852,-35.57807855764607
,,1739209799.184989,-38.13080360867914
,,1739209799.1849928,-45.120503652039325
,,1739209799.1849966,-45.120503652039325
,,1739209799.1850004,-38.13080360867914
,,1739209799.185004,-33.981070128970906
,,1739209799.1850078,-45.120503652039325
,,1739209799.1850116,-45.120503652039325
,,1739209799.1850154,-38.13080360867914
,,1739209799.1850193,-38.13080360867914
,,1739209799.1850228,-45.120503652039325
,,1739209799.1850266,-33.981070128970906
,,1739209799.1850305,-38.13080360867914
,,1739209799.1850345,-38.13080360867914
,,1739209799.185038,-45.120503652039325
,,1739209799.185042,-38.13080360867914
,,1739209799.1850457,-35.57807855764607
,,1739209799.1850493,-38.13080360867914
,,1739209799.185053,-45.120503652039325
,,1739209799.185057,-33.981070128970906
,,1739209799.1850607,-35.57807855764607
,,1739209799.1850643,-31.141103565318915
,,1739209799.185068,-38.13080360867914
,,1739209799.185072,-45.120503652039325
,,1739209799.1850758,-45.120503652039325
,,1739209799.1850796,-24.589719217205094
,,1739209799.1850832,-9.372091701405449
,,1739209799.185087,-15.872543694060177
,,1739209799.1850908,-24.438645034577675
,,1739209799.1850946,-45.120503652039325
,,1739209799.1850984,-45.120503652039325
,,1739209799.1851022,-45.120503652039325
,,1739209799.1851058,-45.120503652039325
,,1739209799.1851096,-38.13080360867914
,,1739209799.1851134,-45.120503652039325
,,1739209799.1851172,-38.13080360867914
,,1739209799.185121,-38.13080360867914
,,1739209799.1851246,-30.49652367304973
,,1739209799.1851285,-45.120503652039325
,,1739209799.1851325,-45.120503652039325
,,1739209799.185136,-38.13080360867914
,,1739209799.18514,-38.13080360867914
,,1739209799.1851437,-38.13080360867914
,,1739209799.1851473,-45.120503652039325
,,1739209799.185151,-33.981070128970906
,,1739209799.185155,-24.74623867263306
,,1739209799.1851587,-45.120503652039325
,,1739209799.1851623,-33.981070128970906
,,1739209799.185166,-33.981070128970906
,,1739209799.18517,-31.141103565318915
,,1739209799.1851735,-21.522148828640407
,,1739209799.1851776,-32.816014438256545
,,1739209799.1851814,-38.13080360867914
,,1739209799.1851852,-45.120503652039325
,,1739209799.1851888,-45.120503652039325
,,1739209799.1851926,-18.335319861638148
,,1739209799.1851964,-31.141103565318943
,,1739209799.1852002,-38.13080360867914
,,1739209799.185204,-45.120503652039325
,,1739209799.1852076,-45.120503652039325
,,1739209799.1852114,-45.120503652039325
,,1739209799.1852152,-23.273589343863318
,,1739209799.185219,-38.13080360867914
,,1739209799.1852229,-38.13080360867914
,,1739209799.185227,-38.13080360867914
,,1739209799.1852305,-38.13080360867914
,,1739209799.185234,-38.13080360867914
,,1739209799.185238,-38.13080360867914
,,1739209799.1852417,-45.120503652039325
,,1739209799.1852455,-32.816014438256545
,,1739209799.185249,-38.13080360867914
,,1739209799.185253,-33.981070128970906
,,1739209799.1852567,-45.120503652039325
