CAN Message, 0x1d3:00005a74dc933389,Timestamp,Amplitude
,,1739209668.4172084,-38.13080360867914
,,1739209668.4172108,-38.13080360867914
,,1739209668.4172132,-38.13080360867914
,,1739209668.4172158,-45.120503652039325
,,1739209668.4172182,-45.120503652039325
,,1739209668.4172208,-45.120503652039325
,,1739209668.4172232,-45.120503652039325
,,1739209668.4172258,-45.120503652039325
,,1739209668.4172282,-45.120503652039325
,,1739209668.4172306,-45.120503652039325
,,1739209668.4172332,-45.120503652039325
,,1739209668.4172356,-45.120503652039325
,,1739209668.4172382,-38.13080360867914
,,1739209668.4172406,-38.13080360867914
,,1739209668.417243,-45.120503652039325
,,1739209668.4172456,-33.981070128970906
,,1739209668.417248,-33.981070128970906
,,1739209668.4172506,-33.981070128970906
,,1739209668.417253,-45.120503652039325
,,1739209668.4172554,-38.13080360867914
,,1739209668.417258,-45.120503652039325
,,1739209668.4172604,-45.120503652039325
,,1739209668.417263,-45.120503652039325
,,1739209668.4172654,-38.13080360867914
,,1739209668.4172678,-38.13080360867914
,,1739209668.4172704,-38.13080360867914
,,1739209668.4172728,-45.120503652039325
,,1739209668.4172754,-45.120503652039325
,,1739209668.4172778,-45.120503652039325
,,1739209668.4172804,-45.120503652039325
,,1739209668.4172828,-45.120503652039325
,,1739209668.4172852,-38.13080360867914
,,1739209668.4172878,-28.992665084841946
,,1739209668.4172902,-28.992665084841946
,,1739209668.4172928,-45.120503652039325
,,1739209668.4172952,-45.120503652039325
,,1739209668.4172976,-33.981070128970906
,,1739209668.4173002,-33.981070128970906
,,1739209668.4173026,-45.120503652039325
,,1739209668.4173052,-33.981070128970906
,,1739209668.4173076,-33.981070128970906
,,1739209668.41731,-45.120503652039325
,,1739209668.4173126,-45.120503652039325
,,1739209668.417315,-38.13080360867914
,,1739209668.4173176,-35.57807855764607
,,1739209668.41732,-45.120503652039325
,,1739209668.4173226,-45.120503652039325
,,1739209668.417325,-38.13080360867914
,,1739209668.4173274,-25.82631439489636
,,1739209668.41733,-33.98107012897096
,,1739209668.4173324,-13.087454490654462
,,1739209668.417335,-10.735080164178182
,,1739209668.4173374,-30.49652367304976
,,1739209668.4173398,-27.267205301931607
,,1739209668.4173424,-45.120503652039325
,,1739209668.4173448,-33.981070128970906
,,1739209668.4173474,-45.120503652039325
,,1739209668.4173498,-33.981070128970906
,,1739209668.4173522,-38.13080360867914
,,1739209668.4173548,-45.120503652039325
,,1739209668.4173572,-38.13080360867914
,,1739209668.4173598,-45.120503652039325
,,1739209668.4173622,-45.120503652039325
,,1739209668.4173648,-38.13080360867914
,,1739209668.4173672,-38.13080360867914
,,1739209668.4173696,-38.13080360867914
,,1739209668.4173722,-45.120503652039325
,,1739209668.4173746,-45.120503652039325
,,1739209668.4173772,-38.13080360867914
,,1739209668.4173796,-38.13080360867914
,,1739209668.417382,-45.120503652039325
,,1739209668.4173846,-33.981070128970906
,,1739209668.417387,-33.981070128970906
,,1739209668.4173896,-23.75329798047523
,,1739209668.417392,-24.589719217205094
,,1739209668.4173944,-32.81601443825658
,,1739209668.417397,-31.141103565318915
,,1739209668.4173994,-32.816014438256545
,,1739209668.417402,-45.120503652039325
,,1739209668.4174044,-21.676580915188183
,,1739209668.417407,-22.002965041481755
,,1739209668.4174094,-33.981070128970906
,,1739209668.4174118,-38.13080360867914
,,1739209668.4174144,-45.120503652039325
,,1739209668.4174168,-35.57807855764607
,,1739209668.4174194,-38.13080360867914
,,1739209668.4174218,-45.120503652039325
,,1739209668.4174242,-45.120503652039325
,,1739209668.4174268,-38.13080360867914
,,1739209668.4174292,-45.120503652039325
,,1739209668.4174318,-45.120503652039325
,,1739209668.4174342,-45.120503652039325
,,1739209668.4174366,-35.57807855764607
,,1739209668.4174392,-28.992665084841946
,,1739209668.4174416,-45.120503652039325
,,1739209668.4174442,-45.120503652039325
,,1739209668.4174466,-38.13080360867914
,,1739209668.4174492,-32.816014438256545
,,1739209668.4174516,-45.120503652039325
,,1739209668.417454,-45.120503652039325
,,1739209668.4174566,-45.120503652039325
,,1739209668.417459,-31.141103565318893
,,1739209668.4174616,-32.816014438256545
,,1739209668.417464,-19.84420464332591
,,1739209668.4174664,-31.141103565318915
,,1739209668.417469,-38.13080360867914
,,1739209668.4174714,-33.981070128970906
,,1739209668.417474,-45.120503652039325
,,1739209668.4174764,-13.219989474447228
,,1739209668.4174788,-20.10991102986178
,,1739209668.4174814,-45.120503652039325
,,1739209668.4174838,-33.981070128970906
,,1739209668.4174864,-35.57807855764607
,,1739209668.4174888,-45.120503652039325
,,1739209668.4174912,-45.120503652039325
,,1739209668.4174938,-33.981070128970906
,,1739209668.4174962,-45.120503652039325
,,1739209668.4174988,-24.746238672633048
,,1739209668.4175012,-21.67658091518819
,,1739209668.4175038,-45.120503652039325
,,1739209668.4175062,-35.57807855764607
,,1739209668.4175086,-38.13080360867914
,,1739209668.4175112,-38.13080360867914
,,1739209668.4175136,-38.13080360867914
,,1739209668.4175162,-32.816014438256545
,,1739209668.4175186,-45.120503652039325
,,1739209668.417521,-23.506823629689546
,,1739209668.4175236,-11.33107666590492
,,1739209668.417526,-15.013264998121558
,,1739209668.4175286,-20.00167004225055
,,1739209668.417531,-28.21854285175415
,,1739209668.4175334,-45.120503652039325
,,1739209668.417536,-45.120503652039325
,,1739209668.4175384,-31.141103565318915
,,1739209668.417541,-33.981070128970906
,,1739209668.4175434,-45.120503652039325
,,1739209668.417546,-45.120503652039325
,,1739209668.4175484,-45.120503652039325
,,1739209668.4175508,-38.13080360867914
,,1739209668.4175534,-45.120503652039325
,,1739209668.4175558,-45.120503652039325
,,1739209668.4175584,-38.13080360867914
,,1739209668.4175608,-32.816014438256545
,,1739209668.4175632,-45.120503652039325
,,1739209668.4175658,-38.13080360867914
,,1739209668.4175682,-33.98107012897096
,,1739209668.4175708,-27.87774495603143
,,1739209668.4175732,-33.981070128970906
,,1739209668.4175756,-45.120503652039325
,,1739209668.4175782,-45.120503652039325
,,1739209668.4175806,-38.13080360867914
,,1739209668.4175832,-32.816014438256545
,,1739209668.4175856,-33.981070128970906
,,1739209668.4175882,-38.13080360867914
,,1739209668.4175906,-32.816014438256545
,,1739209668.417593,-38.13080360867914
,,1739209668.4175956,-13.937856391144496
,,1739209668.417598,-24.589719217205094
,,1739209668.4176006,-38.13080360867914
,,1739209668.417603,-33.981070128970906
,,1739209668.4176054,-31.141103565318893
,,1739209668.417608,-32.816014438256545
,,1739209668.4176104,-29.438486411369333
,,1739209668.417613,-45.120503652039325
,,1739209668.4176154,-45.120503652039325
,,1739209668.4176178,-38.13080360867914
,,1739209668.4176204,-45.120503652039325
,,1739209668.4176228,-45.120503652039325
