CAN Message, 0x1a7:00007052b1672d75,Timestamp,Amplitude
,,1739209657.7847917,-38.13080360867914
,,1739209657.784792,-45.120503652039325
,,1739209657.7847924,-38.13080360867914
,,1739209657.784793,-45.120503652039325
,,1739209657.784793,-38.13080360867914
,,1739209657.7847931,-45.120503652039325
,,1739209657.7847934,-45.120503652039325
,,1739209657.7847936,-38.13080360867914
,,1739209657.784794,-33.981070128970906
,,1739209657.784794,-45.120503652039325
,,1739209657.7847943,-35.57807855764607
,,1739209657.7847946,-38.13080360867914
,,1739209657.7847948,-38.13080360867914
,,1739209657.784795,-45.120503652039325
,,1739209657.7847953,-45.120503652039325
,,1739209657.7847955,-45.120503652039325
,,1739209657.7847958,-38.13080360867914
,,1739209657.784796,-35.57807855764607
,,1739209657.7847962,-45.120503652039325
,,1739209657.7847965,-38.13080360867914
,,1739209657.7847967,-35.57807855764607
,,1739209657.7847972,-45.120503652039325
,,1739209657.7847974,-38.13080360867914
,,1739209657.7847977,-45.120503652039325
,,1739209657.784798,-38.13080360867914
,,1739209657.784798,-38.13080360867914
,,1739209657.7847984,-38.13080360867914
,,1739209657.7847986,-38.13080360867914
,,1739209657.7847989,-38.13080360867914
,,1739209657.784799,-38.13080360867914
,,1739209657.784799,-38.13080360867914
,,1739209657.7847996,-33.981070128970906
,,1739209657.7847998,-27.267205301931607
,,1739209657.7848,-45.120503652039325
,,1739209657.7848003,-45.120503652039325
,,1739209657.7848003,-38.13080360867914
,,1739209657.7848008,-38.13080360867914
,,1739209657.784801,-38.13080360867914
,,1739209657.7848012,-45.120503652039325
,,1739209657.7848015,-38.13080360867914
,,1739209657.784802,-32.816014438256545
,,1739209657.7848022,-45.120503652039325
,,1739209657.7848024,-45.120503652039325
,,1739209657.784803,-45.120503652039325
,,1739209657.784803,-38.13080360867914
,,1739209657.7848032,-35.57807855764607
,,1739209657.7848034,-45.120503652039325
,,1739209657.7848036,-38.13080360867914
,,1739209657.784804,-24.15140352195872
,,1739209657.784804,-29.43848641136937
,,1739209657.7848043,-13.964398535296292
,,1739209657.7848046,-9.840340240147276
,,1739209657.7848048,-31.141103565318943
