CAN Message, 0x1a7:0000f0a329d4fc7c,Timestamp,Amplitude
,,1739209705.7675192,-38.13080360867914
,,1739209705.7675228,-45.120503652039325
,,1739209705.7675264,-38.13080360867914
,,1739209705.76753,-45.120503652039325
,,1739209705.7675335,-38.13080360867914
,,1739209705.767537,-45.120503652039325
,,1739209705.7675407,-45.120503652039325
,,1739209705.767544,-45.120503652039325
,,1739209705.7675476,-38.13080360867914
,,1739209705.7675512,-38.13080360867914
,,1739209705.7675548,-38.13080360867914
,,1739209705.7675583,-38.13080360867914
,,1739209705.767562,-45.120503652039325
,,1739209705.7675655,-35.57807855764607
,,1739209705.767569,-38.13080360867914
,,1739209705.7675726,-45.120503652039325
,,1739209705.7675762,-33.981070128970906
,,1739209705.7675798,-45.120503652039325
,,1739209705.7675831,-45.120503652039325
,,1739209705.7675867,-33.981070128970906
,,1739209705.7675903,-45.120503652039325
,,1739209705.767594,-38.13080360867914
,,1739209705.7675974,-31.141103565318915
,,1739209705.767601,-35.57807855764607
,,1739209705.7676046,-28.992665084841946
,,1739209705.7676082,-45.120503652039325
,,1739209705.7676115,-45.120503652039325
,,1739209705.7676153,-45.120503652039325
,,1739209705.767619,-38.13080360867914
,,1739209705.7676222,-45.120503652039325
,,1739209705.7676258,-38.13080360867914
,,1739209705.7676294,-45.120503652039325
,,1739209705.767633,-31.141103565318943
,,1739209705.7676363,-38.13080360867914
,,1739209705.76764,-38.13080360867914
,,1739209705.7676437,-45.120503652039325
,,1739209705.7676473,-45.120503652039325
,,1739209705.7676508,-38.13080360867914
,,1739209705.7676542,-33.981070128970906
,,1739209705.7676578,-45.120503652039325
,,1739209705.767661,-30.49652367304976
,,1739209705.767665,-38.13080360867914
,,1739209705.7676685,-38.13080360867914
,,1739209705.767672,-45.120503652039325
,,1739209705.7676756,-45.120503652039325
,,1739209705.7676792,-29.438486411369333
,,1739209705.7676828,-38.13080360867914
,,1739209705.7676864,-33.981070128970906
,,1739209705.76769,-25.82631439489636
,,1739209705.7676933,-45.120503652039325
,,1739209705.7676969,-14.962716088148875
,,1739209705.7677004,-28.992665084841946
,,1739209705.767704,-32.816014438256545
,,1739209705.7677076,-38.13080360867914
,,1739209705.7677112,-38.13080360867914
,,1739209705.7677147,-38.13080360867914
,,1739209705.7677183,-31.141103565318915
,,1739209705.767722,-35.57807855764607
,,1739209705.7677257,-45.120503652039325
,,1739209705.7677288,-38.13080360867914
,,1739209705.7677324,-32.816014438256545
,,1739209705.767736,-31.141103565318915
,,1739209705.7677395,-33.981070128970906
,,1739209705.767743,-45.120503652039325
,,1739209705.7677467,-45.120503652039325
,,1739209705.7677505,-35.57807855764607
,,1739209705.7677538,-35.57807855764607
,,1739209705.7677574,-38.13080360867914
,,1739209705.767761,-27.267205301931607
,,1739209705.7677646,-38.13080360867914
,,1739209705.767768,-45.120503652039325
,,1739209705.7677715,-38.13080360867914
,,1739209705.767775,-38.13080360867914
,,1739209705.7677786,-45.120503652039325
,,1739209705.7677822,-23.75329798047522
,,1739209705.7677858,-38.13080360867914
,,1739209705.7677894,-28.992665084841946
,,1739209705.767793,-38.13080360867914
,,1739209705.7677965,-35.57807855764607
,,1739209705.7678,-19.844204643325902
,,1739209705.7678034,-25.62660358559016
,,1739209705.767807,-32.816014438256545
,,1739209705.7678106,-33.981070128970906
,,1739209705.7678142,-45.120503652039325
,,1739209705.7678175,-45.120503652039325
,,1739209705.7678213,-38.13080360867914
,,1739209705.767825,-45.120503652039325
,,1739209705.7678285,-33.981070128970906
,,1739209705.767832,-20.4518274484982
,,1739209705.7678356,-24.74623867263306
,,1739209705.7678392,-33.981070128970906
,,1739209705.7678423,-38.13080360867914
,,1739209705.767846,-45.120503652039325
,,1739209705.7678497,-33.981070128970906
,,1739209705.7678533,-38.13080360867914
,,1739209705.7678568,-33.981070128970906
,,1739209705.7678604,-28.992665084841946
,,1739209705.767864,-25.62660358559016
,,1739209705.7678676,-8.882843650699986
,,1739209705.7678711,-21.300333226290604
,,1739209705.7678747,-30.49652367304973
,,1739209705.767878,-32.816014438256545
,,1739209705.7678816,-45.120503652039325
,,1739209705.7678852,-45.120503652039325
,,1739209705.7678888,-31.141103565318915
,,1739209705.7678924,-31.141103565318915
,,1739209705.767896,-45.120503652039325
,,1739209705.7678995,-45.120503652039325
,,1739209705.767903,-38.13080360867914
,,1739209705.767907,-38.13080360867914
,,1739209705.7679102,-45.120503652039325
,,1739209705.7679138,-38.13080360867914
,,1739209705.7679172,-35.57807855764607
,,1739209705.7679207,-45.120503652039325
,,1739209705.7679243,-45.120503652039325
,,1739209705.767928,-45.120503652039325
,,1739209705.7679317,-38.13080360867914
