CAN Message, 0x98:000008a35f3921bf,Timestamp,Amplitude
,,1739209591.7309513,-45.120503652039325
,,1739209591.7309656,-38.13080360867914
,,1739209591.7309797,-38.13080360867914
,,1739209591.730994,-45.120503652039325
,,1739209591.7310083,-45.120503652039325
,,1739209591.7310224,-38.13080360867914
,,1739209591.731037,-35.57807855764607
,,1739209591.7310507,-45.120503652039325
,,1739209591.731065,-45.120503652039325
,,1739209591.731079,-38.13080360867914
,,1739209591.7310934,-32.816014438256545
,,1739209591.7311077,-38.13080360867914
,,1739209591.7311218,-45.120503652039325
,,1739209591.731136,-38.13080360867914
,,1739209591.7311502,-38.13080360867914
,,1739209591.7311645,-35.57807855764607
,,1739209591.7311788,-32.816014438256545
,,1739209591.7311928,-38.13080360867914
,,1739209591.7312071,-45.120503652039325
,,1739209591.7312212,-35.57807855764607
,,1739209591.7312355,-38.13080360867914
,,1739209591.7312496,-45.120503652039325
,,1739209591.731264,-35.57807855764607
,,1739209591.7312782,-45.120503652039325
,,1739209591.7312922,-35.57807855764607
,,1739209591.7313066,-45.120503652039325
,,1739209591.7313206,-45.120503652039325
,,1739209591.731335,-45.120503652039325
,,1739209591.731349,-38.13080360867914
,,1739209591.7313633,-35.57807855764607
,,1739209591.7313776,-45.120503652039325
,,1739209591.7313917,-33.981070128970906
,,1739209591.731406,-26.991370085610736
,,1739209591.73142,-45.120503652039325
,,1739209591.7314343,-45.120503652039325
,,1739209591.731449,-35.57807855764607
,,1739209591.7314627,-38.13080360867914
,,1739209591.731477,-38.13080360867914
,,1739209591.731491,-35.57807855764607
,,1739209591.7315054,-38.13080360867914
,,1739209591.7315197,-38.13080360867914
,,1739209591.7315338,-38.13080360867914
,,1739209591.731548,-35.57807855764607
,,1739209591.731562,-45.120503652039325
,,1739209591.7315764,-38.13080360867914
,,1739209591.7315905,-38.13080360867914
,,1739209591.7316048,-45.120503652039325
,,1739209591.731619,-35.57807855764607
,,1739209591.7316332,-45.120503652039325
,,1739209591.7316475,-24.746238672633048
,,1739209591.7316616,-7.606942654785355
,,1739209591.731676,-25.62660358559016
,,1739209591.73169,-38.13080360867914
,,1739209591.7317042,-32.816014438256545
,,1739209591.7317183,-38.13080360867914
,,1739209591.7317326,-38.13080360867914
,,1739209591.731747,-30.49652367304973
,,1739209591.731761,-35.57807855764607
,,1739209591.7317753,-45.120503652039325
,,1739209591.7317894,-38.13080360867914
,,1739209591.7318037,-38.13080360867914
,,1739209591.731818,-38.13080360867914
,,1739209591.731832,-35.57807855764607
,,1739209591.7318463,-38.13080360867914
,,1739209591.7318604,-45.120503652039325
,,1739209591.7318747,-38.13080360867914
,,1739209591.7318888,-38.13080360867914
,,1739209591.731903,-45.120503652039325
,,1739209591.7319174,-30.49652367304973
,,1739209591.7319314,-38.13080360867914
,,1739209591.7319458,-45.120503652039325
,,1739209591.7319598,-38.13080360867914
,,1739209591.731974,-45.120503652039325
,,1739209591.7319884,-28.992665084841967
,,1739209591.7320025,-23.506823629689546
,,1739209591.7320168,-31.141103565318893
,,1739209591.7320309,-45.120503652039325
,,1739209591.7320452,-27.267205301931607
,,1739209591.7320592,-24.746238672633048
,,1739209591.7320735,-14.310633182930424
,,1739209591.732088,-28.21854285175415
,,1739209591.732102,-45.120503652039325
,,1739209591.7321162,-45.120503652039325
,,1739209591.7321303,-35.57807855764607
,,1739209591.7321446,-38.13080360867914
,,1739209591.732159,-38.13080360867914
,,1739209591.732173,-35.57807855764607
,,1739209591.7321873,-45.120503652039325
,,1739209591.732201,-45.120503652039325
,,1739209591.7322156,-38.13080360867914
,,1739209591.7322297,-38.13080360867914
,,1739209591.732244,-33.981070128970906
,,1739209591.7322583,-33.981070128970906
,,1739209591.7322724,-33.981070128970906
,,1739209591.7322867,-38.13080360867914
,,1739209591.7323008,-38.13080360867914
,,1739209591.732315,-31.141103565318915
,,1739209591.7323291,-23.16150712794696
