CAN Message, 0x1d3:000004d411c6fae3,Timestamp,Amplitude
,,1739209691.2370713,-38.13080360867914
,,1739209691.2370746,-35.57807855764607
,,1739209691.2370777,-45.120503652039325
,,1739209691.237081,-38.13080360867914
,,1739209691.2370844,-45.120503652039325
,,1739209691.2370875,-45.120503652039325
,,1739209691.2370908,-38.13080360867914
,,1739209691.2370942,-38.13080360867914
,,1739209691.2370975,-38.13080360867914
,,1739209691.2371006,-38.13080360867914
,,1739209691.237104,-38.13080360867914
,,1739209691.2371073,-45.120503652039325
,,1739209691.2371106,-30.49652367304973
,,1739209691.2371137,-32.816014438256545
,,1739209691.237117,-45.120503652039325
,,1739209691.2371204,-38.13080360867914
,,1739209691.2371235,-32.816014438256545
,,1739209691.2371268,-38.13080360867914
,,1739209691.2371302,-45.120503652039325
,,1739209691.2371335,-38.13080360867914
,,1739209691.2371366,-38.13080360867914
,,1739209691.23714,-45.120503652039325
,,1739209691.2371433,-45.120503652039325
,,1739209691.2371464,-38.13080360867914
,,1739209691.2371497,-38.13080360867914
,,1739209691.237153,-45.120503652039325
,,1739209691.2371564,-45.120503652039325
,,1739209691.2371595,-38.13080360867914
,,1739209691.2371628,-38.13080360867914
,,1739209691.2371662,-45.120503652039325
,,1739209691.2371695,-45.120503652039325
,,1739209691.2371726,-38.13080360867914
,,1739209691.237176,-32.816014438256545
,,1739209691.2371793,-45.120503652039325
,,1739209691.2371824,-38.13080360867914
,,1739209691.2371857,-38.13080360867914
,,1739209691.237189,-32.816014438256545
,,1739209691.2371924,-31.141103565318915
,,1739209691.2371955,-45.120503652039325
,,1739209691.2371988,-38.13080360867914
,,1739209691.2372022,-35.57807855764607
,,1739209691.2372053,-38.13080360867914
,,1739209691.2372086,-45.120503652039325
,,1739209691.237212,-38.13080360867914
,,1739209691.2372153,-45.120503652039325
,,1739209691.2372184,-33.98107012897096
,,1739209691.2372217,-38.13080360867914
,,1739209691.237225,-45.120503652039325
,,1739209691.2372284,-38.13080360867914
,,1739209691.2372315,-38.13080360867914
,,1739209691.2372348,-10.942466425640482
,,1739209691.2372382,-25.62660358559016
,,1739209691.2372413,-26.991370085610736
,,1739209691.2372446,-31.141103565318915
,,1739209691.237248,-45.120503652039325
,,1739209691.2372513,-38.13080360867914
,,1739209691.2372544,-35.57807855764607
,,1739209691.2372577,-38.13080360867914
,,1739209691.237261,-45.120503652039325
,,1739209691.2372642,-38.13080360867914
,,1739209691.2372675,-35.57807855764607
,,1739209691.2372708,-31.141103565318915
,,1739209691.2372742,-45.120503652039325
,,1739209691.2372773,-38.13080360867914
,,1739209691.2372806,-35.57807855764607
,,1739209691.237284,-31.141103565318915
,,1739209691.2372873,-45.120503652039325
,,1739209691.2372904,-38.13080360867914
,,1739209691.2372935,-38.13080360867914
,,1739209691.237297,-24.746238672633048
,,1739209691.2373002,-45.120503652039325
,,1739209691.2373035,-38.13080360867914
,,1739209691.2373068,-45.120503652039325
,,1739209691.2373102,-35.57807855764607
,,1739209691.2373133,-25.25278630937684
,,1739209691.2373166,-38.13080360867914
,,1739209691.23732,-32.816014438256545
,,1739209691.237323,-38.13080360867914
,,1739209691.2373264,-24.589719217205094
,,1739209691.2373295,-14.03147237536616
,,1739209691.237333,-38.13080360867914
,,1739209691.2373362,-35.57807855764607
,,1739209691.2373395,-33.981070128970906
,,1739209691.2373428,-33.981070128970906
,,1739209691.2373462,-38.13080360867914
,,1739209691.2373493,-31.141103565318915
,,1739209691.2373526,-35.57807855764607
,,1739209691.237356,-38.13080360867914
,,1739209691.237359,-45.120503652039325
