CAN Message, 0x39:06b87e2b494d96df,Timestamp,Amplitude
,,1739209791.7547295,-45.120503652039325
,,1739209791.7547414,-45.120503652039325
,,1739209791.754753,-45.120503652039325
,,1739209791.7547646,-32.816014438256545
,,1739209791.7547762,-35.57807855764607
,,1739209791.754788,-45.120503652039325
,,1739209791.7547996,-45.120503652039325
,,1739209791.7548113,-45.120503652039325
,,1739209791.754823,-35.57807855764607
,,1739209791.754835,-45.120503652039325
,,1739209791.7548463,-45.120503652039325
,,1739209791.754858,-38.13080360867914
,,1739209791.7548697,-45.120503652039325
,,1739209791.7548811,-45.120503652039325
,,1739209791.7548928,-45.120503652039325
,,1739209791.7549045,-45.120503652039325
,,1739209791.7549162,-45.120503652039325
,,1739209791.754928,-45.120503652039325
,,1739209791.7549396,-38.13080360867914
,,1739209791.7549512,-35.57807855764607
,,1739209791.754963,-38.13080360867914
,,1739209791.7549746,-45.120503652039325
,,1739209791.7549863,-38.13080360867914
,,1739209791.7549975,-38.13080360867914
,,1739209791.7550094,-27.8777449560314
,,1739209791.755021,-38.13080360867914
,,1739209791.7550328,-45.120503652039325
,,1739209791.7550445,-45.120503652039325
,,1739209791.755056,-45.120503652039325
,,1739209791.7550678,-45.120503652039325
,,1739209791.7550795,-45.120503652039325
,,1739209791.7550912,-45.120503652039325
,,1739209791.7551029,-33.98107012897096
,,1739209791.7551143,-45.120503652039325
,,1739209791.755126,-45.120503652039325
,,1739209791.7551377,-45.120503652039325
,,1739209791.7551494,-45.120503652039325
,,1739209791.755161,-45.120503652039325
,,1739209791.7551727,-45.120503652039325
,,1739209791.7551844,-38.13080360867914
,,1739209791.755196,-28.992665084841946
,,1739209791.7552078,-38.13080360867914
,,1739209791.7552197,-45.120503652039325
,,1739209791.755231,-35.57807855764607
,,1739209791.7552426,-35.57807855764607
,,1739209791.7552545,-45.120503652039325
,,1739209791.755266,-45.120503652039325
,,1739209791.7552776,-38.13080360867914
,,1739209791.7552893,-35.57807855764607
,,1739209791.755301,-27.267205301931607
,,1739209791.7553127,-16.763597937115033
,,1739209791.7553244,-10.634986260023512
,,1739209791.755336,-25.82631439489636
,,1739209791.7553475,-33.981070128970906
,,1739209791.7553592,-45.120503652039325
,,1739209791.7553709,-38.13080360867914
,,1739209791.7553823,-33.98107012897096
,,1739209791.7553942,-33.981070128970906
,,1739209791.755406,-32.816014438256545
,,1739209791.7554176,-45.120503652039325
,,1739209791.7554293,-45.120503652039325
,,1739209791.755441,-38.13080360867914
,,1739209791.7554526,-35.57807855764607
,,1739209791.755464,-45.120503652039325
,,1739209791.7554758,-25.82631439489636
,,1739209791.7554874,-31.141103565318915
,,1739209791.7554991,-45.120503652039325
,,1739209791.7555108,-38.13080360867914
,,1739209791.7555225,-38.13080360867914
,,1739209791.7555342,-38.13080360867914
,,1739209791.755546,-45.120503652039325
,,1739209791.7555575,-38.13080360867914
,,1739209791.7555692,-45.120503652039325
,,1739209791.755581,-31.14110356531892
,,1739209791.7555923,-18.263086266016654
,,1739209791.755604,-21.4469444417791
,,1739209791.7556157,-38.13080360867914
,,1739209791.7556274,-30.49652367304973
