CAN Message, 0x77:7fc1c07c18ad9497,Timestamp,Amplitude
,,1739209624.4143298,-45.120503652039325
,,1739209624.414333,-45.120503652039325
,,1739209624.4143372,-45.120503652039325
,,1739209624.414341,-38.13080360867914
,,1739209624.4143448,-38.13080360867914
,,1739209624.4143486,-45.120503652039325
,,1739209624.4143524,-45.120503652039325
,,1739209624.414356,-33.981070128970906
,,1739209624.4143598,-33.981070128970906
,,1739209624.4143636,-35.57807855764607
,,1739209624.4143674,-38.13080360867914
,,1739209624.4143713,-45.120503652039325
,,1739209624.414375,-38.13080360867914
,,1739209624.4143786,-45.120503652039325
,,1739209624.4143825,-38.13080360867914
,,1739209624.4143865,-38.13080360867914
,,1739209624.41439,-28.58837851428586
,,1739209624.414394,-38.13080360867914
,,1739209624.4143977,-45.120503652039325
,,1739209624.4144013,-38.13080360867914
,,1739209624.414405,-38.13080360867914
,,1739209624.414409,-38.13080360867914
,,1739209624.4144127,-45.120503652039325
,,1739209624.4144166,-38.13080360867914
,,1739209624.4144204,-30.49652367304973
,,1739209624.414424,-38.13080360867914
,,1739209624.4144278,-38.13080360867914
,,1739209624.4144316,-45.120503652039325
,,1739209624.4144354,-35.57807855764607
,,1739209624.4144392,-35.57807855764607
,,1739209624.414443,-38.13080360867914
,,1739209624.4144466,-38.13080360867914
,,1739209624.4144504,-27.267205301931607
,,1739209624.4144542,-38.13080360867914
,,1739209624.414458,-45.120503652039325
,,1739209624.414462,-33.981070128970906
,,1739209624.4144657,-45.120503652039325
,,1739209624.4144692,-38.13080360867914
,,1739209624.414473,-45.120503652039325
,,1739209624.4144769,-38.13080360867914
,,1739209624.4144807,-38.13080360867914
,,1739209624.4144845,-45.120503652039325
,,1739209624.414488,-45.120503652039325
,,1739209624.414492,-45.120503652039325
,,1739209624.4144957,-45.120503652039325
,,1739209624.4144995,-45.120503652039325
,,1739209624.414503,-38.13080360867914
,,1739209624.4145072,-38.13080360867914
,,1739209624.4145107,-45.120503652039325
,,1739209624.4145143,-24.151403521958727
,,1739209624.4145184,-17.85323156177357
,,1739209624.4145222,-13.379905574789037
,,1739209624.414526,-26.0356534632528
,,1739209624.4145298,-45.120503652039325
,,1739209624.4145334,-45.120503652039325
,,1739209624.4145372,-33.981070128970906
,,1739209624.414541,-33.981070128970906
,,1739209624.4145448,-45.120503652039325
,,1739209624.4145486,-38.13080360867914
,,1739209624.4145525,-45.120503652039325
,,1739209624.414556,-45.120503652039325
,,1739209624.4145598,-45.120503652039325
,,1739209624.4145637,-45.120503652039325
,,1739209624.4145677,-45.120503652039325
,,1739209624.4145713,-38.13080360867914
,,1739209624.414575,-38.13080360867914
,,1739209624.414579,-38.13080360867914
,,1739209624.4145825,-45.120503652039325
,,1739209624.4145863,-31.141103565318915
,,1739209624.41459,-45.120503652039325
,,1739209624.414594,-45.120503652039325
,,1739209624.4145975,-45.120503652039325
,,1739209624.414601,-35.57807855764607
,,1739209624.4146051,-30.49652367304973
,,1739209624.414609,-25.62660358559016
,,1739209624.4146128,-31.141103565318915
,,1739209624.4146166,-38.13080360867914
,,1739209624.4146204,-29.438486411369333
,,1739209624.414624,-32.81601443825658
,,1739209624.4146278,-15.064409198436486
,,1739209624.4146316,-19.45023999044868
,,1739209624.4146354,-32.816014438256545
,,1739209624.4146392,-38.13080360867914
,,1739209624.4146428,-35.57807855764607
,,1739209624.4146466,-45.120503652039325
,,1739209624.4146504,-45.120503652039325
,,1739209624.4146545,-45.120503652039325
,,1739209624.414658,-32.816014438256545
,,1739209624.414662,-31.141103565318943
,,1739209624.4146657,-29.43848641136937
,,1739209624.4146693,-38.13080360867914
,,1739209624.414673,-45.120503652039325
,,1739209624.414677,-45.120503652039325
,,1739209624.4146807,-45.120503652039325
,,1739209624.4146843,-38.13080360867914
,,1739209624.414688,-45.120503652039325
,,1739209624.414692,-45.120503652039325
,,1739209624.4146955,-38.13080360867914
,,1739209624.4146996,-38.13080360867914
,,1739209624.4147034,-45.120503652039325
,,1739209624.4147072,-45.120503652039325
,,1739209624.4147108,-45.120503652039325
,,1739209624.4147146,-32.816014438256545
,,1739209624.4147184,-20.109911029861767
,,1739209624.4147222,-31.141103565318915
,,1739209624.414726,-26.0356534632528
,,1739209624.4147298,-45.120503652039325
,,1739209624.4147334,-45.120503652039325
,,1739209624.4147372,-11.0026236066006
,,1739209624.414741,-22.54371790334745
,,1739209624.4147449,-38.13080360867914
,,1739209624.414749,-32.816014438256545
,,1739209624.4147525,-32.816014438256545
,,1739209624.414756,-29.438486411369333
,,1739209624.41476,-38.13080360867914
,,1739209624.4147637,-38.13080360867914
,,1739209624.4147675,-31.141103565318915
,,1739209624.4147713,-19.84420464332589
,,1739209624.414775,-22.44878636800916
,,1739209624.4147787,-31.141103565318915
,,1739209624.4147823,-38.13080360867914
,,1739209624.4147863,-33.981070128970906
,,1739209624.4147902,-38.13080360867914
,,1739209624.414794,-45.120503652039325
,,1739209624.4147975,-35.57807855764607
,,1739209624.4148014,-28.21854285175415
,,1739209624.4148052,-38.13080360867914
,,1739209624.414809,-33.981070128970906
,,1739209624.4148128,-30.49652367304973
,,1739209624.4148166,-28.992665084841946
,,1739209624.4148202,-38.13080360867914
,,1739209624.414824,-45.120503652039325
,,1739209624.4148278,-38.13080360867914
,,1739209624.4148316,-30.49652367304973
,,1739209624.4148357,-38.13080360867914
,,1739209624.4148393,-45.120503652039325
,,1739209624.4148428,-45.120503652039325
,,1739209624.414847,-33.981070128970906
,,1739209624.4148505,-35.57807855764607
,,1739209624.4148543,-35.57807855764607
,,1739209624.414858,-38.13080360867914
,,1739209624.414862,-38.13080360867914
,,1739209624.4148655,-38.13080360867914
,,1739209624.4148693,-45.120503652039325
,,1739209624.4148731,-38.13080360867914
,,1739209624.414877,-38.13080360867914
,,1739209624.4148808,-45.120503652039325
,,1739209624.4148846,-45.120503652039325
,,1739209624.414888,-38.13080360867914
,,1739209624.414892,-30.49652367304973
,,1739209624.4148958,-33.981070128970906
,,1739209624.4148996,-19.35709014998136
,,1739209624.4149034,-45.120503652039325
,,1739209624.4149072,-29.438486411369357
,,1739209624.4149108,-45.120503652039325
,,1739209624.4149146,-45.120503652039325
,,1739209624.4149184,-9.330675225011383
,,1739209624.4149222,-22.26493056196156
,,1739209624.414926,-35.57807855764607
,,1739209624.4149296,-33.981070128970906
,,1739209624.4149334,-38.13080360867914
,,1739209624.4149373,-45.120503652039325
,,1739209624.414941,-45.120503652039325
,,1739209624.414945,-35.57807855764607
,,1739209624.4149487,-38.13080360867914
,,1739209624.4149525,-38.13080360867914
,,1739209624.414956,-45.120503652039325
,,1739209624.41496,-38.13080360867914
,,1739209624.4149635,-35.57807855764607
,,1739209624.4149675,-30.49652367304973
,,1739209624.4149714,-38.13080360867914
,,1739209624.414975,-45.120503652039325
,,1739209624.4149787,-35.57807855764607
,,1739209624.4149826,-30.49652367304973
,,1739209624.4149864,-38.13080360867914
,,1739209624.4149902,-38.13080360867914
,,1739209624.414994,-38.13080360867914
,,1739209624.4149976,-33.981070128970906
,,1739209624.4150014,-33.981070128970906
,,1739209624.4150052,-38.13080360867914
,,1739209624.415009,-23.50682362968953
,,1739209624.4150128,-45.120503652039325
,,1739209624.415017,-30.49652367304973
,,1739209624.4150202,-38.13080360867914
,,1739209624.415024,-38.13080360867914
,,1739209624.415028,-21.598678470925677
,,1739209624.4150317,-32.816014438256545
,,1739209624.4150355,-38.13080360867914
,,1739209624.4150393,-45.120503652039325
,,1739209624.4150429,-38.13080360867914
,,1739209624.4150467,-33.981070128970906
,,1739209624.4150505,-45.120503652039325
,,1739209624.4150543,-33.981070128970906
,,1739209624.415058,-31.141103565318915
,,1739209624.415062,-23.50682362968953
,,1739209624.4150655,-38.13080360867914
,,1739209624.415069,-35.57807855764607
,,1739209624.4150732,-33.981070128970906
,,1739209624.415077,-33.981070128970906
,,1739209624.4150808,-45.120503652039325
,,1739209624.4150844,-38.13080360867914
,,1739209624.4150882,-35.57807855764607
,,1739209624.415092,-38.13080360867914
,,1739209624.4150958,-45.120503652039325
,,1739209624.4150996,-14.457244398418911
,,1739209624.4151034,-28.58837851428586
,,1739209624.415107,-32.816014438256545
,,1739209624.4151108,-31.141103565318915
,,1739209624.4151146,-31.141103565318943
,,1739209624.4151185,-26.991370085610768
,,1739209624.4151225,-24.438645034577675
,,1739209624.415126,-45.120503652039325
,,1739209624.4151297,-45.120503652039325
,,1739209624.4151337,-38.13080360867914
,,1739209624.4151373,-33.981070128970906
,,1739209624.415141,-45.120503652039325
,,1739209624.415145,-45.120503652039325
,,1739209624.4151487,-38.13080360867914
,,1739209624.4151523,-29.438486411369347
,,1739209624.415156,-45.120503652039325
,,1739209624.41516,-38.13080360867914
,,1739209624.4151638,-38.13080360867914
,,1739209624.4151676,-24.589719217205094
,,1739209624.4151714,-9.733509856615225
,,1739209624.415175,-15.97707208084489
,,1739209624.4151788,-24.589719217205094
,,1739209624.4151826,-45.120503652039325
,,1739209624.4151864,-35.57807855764607
,,1739209624.4151902,-33.981070128970906
,,1739209624.415194,-38.13080360867914
