CAN Message, 0x1bb:00009e9da110288a,Timestamp,Amplitude
,,1739209831.5933778,-45.120503652039325
,,1739209831.5933936,-38.13080360867914
,,1739209831.5934093,-45.120503652039325
,,1739209831.593425,-38.13080360867914
,,1739209831.5934408,-35.57807855764607
,,1739209831.5934565,-35.57807855764607
,,1739209831.5934722,-45.120503652039325
,,1739209831.5934875,-45.120503652039325
,,1739209831.5935037,-35.57807855764607
,,1739209831.5935192,-38.13080360867914
,,1739209831.593535,-38.13080360867914
,,1739209831.5935507,-38.13080360867914
,,1739209831.5935664,-38.13080360867914
,,1739209831.5935822,-38.13080360867914
,,1739209831.593598,-38.13080360867914
,,1739209831.5936136,-45.120503652039325
,,1739209831.5936294,-45.120503652039325
,,1739209831.593645,-45.120503652039325
,,1739209831.5936606,-45.120503652039325
,,1739209831.5936763,-31.141103565318915
,,1739209831.593692,-33.981070128970906
,,1739209831.5937078,-45.120503652039325
,,1739209831.5937235,-33.981070128970906
,,1739209831.6045794,-35.57807855764607
,,1739209831.604586,-35.57807855764607
,,1739209831.604592,-38.13080360867914
,,1739209831.6045983,-33.981070128970906
,,1739209831.6046047,-45.120503652039325
,,1739209831.604611,-38.13080360867914
,,1739209831.6046174,-38.13080360867914
,,1739209831.6046236,-38.13080360867914
,,1739209831.60463,-38.13080360867914
,,1739209831.6046362,-45.120503652039325
,,1739209831.6046426,-45.120503652039325
,,1739209831.6046488,-45.120503652039325
,,1739209831.604655,-45.120503652039325
,,1739209831.6046617,-45.120503652039325
,,1739209831.6046677,-38.13080360867914
,,1739209831.604674,-45.120503652039325
,,1739209831.6046803,-38.13080360867914
,,1739209831.6046865,-38.13080360867914
,,1739209831.604693,-38.13080360867914
,,1739209831.6046991,-30.49652367304973
,,1739209831.6047056,-45.120503652039325
,,1739209831.6047118,-45.120503652039325
,,1739209831.6047182,-38.13080360867914
,,1739209831.6047244,-32.816014438256545
,,1739209831.6047306,-45.120503652039325
,,1739209831.604737,-45.120503652039325
,,1739209831.6047432,-28.992665084841946
,,1739209831.6047497,-9.12931800148566
,,1739209831.604756,-17.85323156177357
,,1739209831.604762,-27.267205301931607
,,1739209831.6047685,-33.98107012897096
,,1739209831.6047747,-45.120503652039325
,,1739209831.6047812,-45.120503652039325
,,1739209831.604787,-45.120503652039325
,,1739209831.6047938,-38.13080360867914
,,1739209831.6048,-31.141103565318943
,,1739209831.6048062,-45.120503652039325
,,1739209831.6048126,-38.13080360867914
,,1739209831.6048188,-32.816014438256545
,,1739209831.6048253,-32.816014438256545
,,1739209831.6048317,-45.120503652039325
,,1739209831.6048377,-38.13080360867914
,,1739209831.604844,-33.981070128970906
,,1739209831.6048503,-25.82631439489636
,,1739209831.6048567,-31.141103565318915
,,1739209831.604863,-45.120503652039325
,,1739209831.6048694,-45.120503652039325
,,1739209831.6048756,-38.13080360867914
,,1739209831.6048818,-45.120503652039325
,,1739209831.6048882,-45.120503652039325
,,1739209831.6048944,-45.120503652039325
,,1739209831.6049008,-17.56938098808858
,,1739209831.604907,-30.49652367304973
,,1739209831.6049132,-35.57807855764607
,,1739209831.6049197,-38.13080360867914
,,1739209831.604926,-38.13080360867914
,,1739209831.6049323,-20.82298085201522
,,1739209831.6049385,-38.13080360867914
,,1739209831.6049447,-32.816014438256545
,,1739209831.6049511,-45.120503652039325
,,1739209831.604957,-38.13080360867914
,,1739209831.6049638,-45.120503652039325
,,1739209831.60497,-45.120503652039325
,,1739209831.6049764,-27.267205301931607
,,1739209831.6049826,-33.981070128970906
,,1739209831.6049888,-45.120503652039325
,,1739209831.6049953,-38.13080360867914
