CAN Message, 0x24:054764c4095fe1cf,Timestamp,Amplitude
,,1739209714.1789498,-33.981070128970906
,,1739209714.1789553,-29.438486411369347
,,1739209714.1789608,-45.120503652039325
,,1739209714.1789663,-45.120503652039325
,,1739209714.1789718,-45.120503652039325
,,1739209714.1789773,-38.13080360867914
,,1739209714.178983,-30.49652367304973
,,1739209714.1789885,-38.13080360867914
,,1739209714.178994,-28.21854285175415
,,1739209714.1789994,-31.141103565318893
,,1739209714.179005,-31.141103565318943
,,1739209714.1790104,-31.141103565318943
,,1739209714.179016,-28.992665084841946
,,1739209714.1790216,-38.13080360867914
,,1739209714.179027,-26.991370085610757
,,1739209714.1790326,-25.82631439489636
,,1739209714.179038,-45.120503652039325
,,1739209714.1790435,-29.438486411369333
,,1739209714.179049,-28.992665084841946
,,1739209714.1790547,-33.981070128970906
,,1739209714.1790602,-31.141103565318943
,,1739209714.1790657,-26.991370085610747
,,1739209714.1790712,-28.21854285175415
,,1739209714.179077,-45.120503652039325
,,1739209714.1790822,-27.267205301931607
,,1739209714.1790876,-29.438486411369333
,,1739209714.1790934,-45.120503652039325
,,1739209714.1790988,-26.99137008561072
,,1739209714.1791043,-38.13080360867914
,,1739209714.1791098,-32.816014438256545
,,1739209714.1791153,-32.81601443825658
,,1739209714.1791208,-31.141103565318943
,,1739209714.1791265,-38.13080360867914
,,1739209714.179132,-38.13080360867914
,,1739209714.1791377,-28.992665084841946
,,1739209714.179143,-32.816014438256545
,,1739209714.1791484,-45.120503652039325
,,1739209714.179154,-45.120503652039325
,,1739209714.1791594,-33.981070128970906
,,1739209714.179165,-31.141103565318915
,,1739209714.1791706,-45.120503652039325
,,1739209714.179176,-31.141103565318915
,,1739209714.1791816,-31.141103565318915
,,1739209714.179187,-38.13080360867914
,,1739209714.1791923,-27.267205301931607
,,1739209714.179198,-25.07728991421287
,,1739209714.1792035,-33.98107012897096
,,1739209714.1792092,-29.438486411369347
,,1739209714.1792147,-30.49652367304973
,,1739209714.1792202,-19.45023999044868
,,1739209714.1792257,-11.60060909768297
,,1739209714.1792312,-24.15140352195873
,,1739209714.179237,-38.13080360867914
,,1739209714.1792424,-38.13080360867914
,,1739209714.179248,-35.57807855764607
,,1739209714.179253,-45.120503652039325
,,1739209714.1792588,-38.13080360867914
,,1739209714.1792643,-38.13080360867914
,,1739209714.1792698,-25.077289914212862
,,1739209714.1792753,-28.218542851754165
,,1739209714.179281,-31.141103565318943
,,1739209714.1792865,-32.816014438256545
,,1739209714.179292,-25.82631439489636
,,1739209714.1792974,-45.120503652039325
,,1739209714.179303,-33.98107012897096
,,1739209714.1793084,-27.267205301931607
,,1739209714.179314,-22.44878636800916
,,1739209714.1793196,-31.141103565318943
,,1739209714.179325,-25.82631439489636
,,1739209714.1793306,-26.99137008561072
,,1739209714.179336,-38.13080360867914
,,1739209714.1793416,-27.267205301931607
,,1739209714.179347,-45.120503652039325
,,1739209714.1793528,-24.438645034577675
,,1739209714.1793582,-26.99137008561072
,,1739209714.1793635,-30.49652367304973
,,1739209714.1793692,-23.38864096791655
,,1739209714.1793747,-29.438486411369347
,,1739209714.1793802,-12.195727715361448
,,1739209714.1793857,-10.194296431607372
,,1739209714.1793914,-24.438645034577675
,,1739209714.1793969,-35.57807855764607
,,1739209714.1794024,-35.57807855764607
,,1739209714.1794078,-32.816014438256545
,,1739209714.1794133,-24.15140352195872
,,1739209714.1794188,-31.141103565318943
,,1739209714.1794243,-33.98107012897096
,,1739209714.17943,-31.14110356531892
,,1739209714.1794355,-30.49652367304976
,,1739209714.179441,-29.438486411369333
,,1739209714.1794465,-28.992665084841946
,,1739209714.179452,-33.981070128970906
,,1739209714.1794574,-33.98107012897096
,,1739209714.179463,-45.120503652039325
,,1739209714.1794686,-31.141103565318943
,,1739209714.179474,-33.981070128970906
,,1739209714.1794796,-38.13080360867914
,,1739209714.179485,-45.120503652039325
,,1739209714.1794906,-38.13080360867914
,,1739209714.179496,-30.49652367304973
,,1739209714.1795015,-45.120503652039325
,,1739209714.1795073,-27.87774495603141
,,1739209714.1795127,-19.89606131697609
,,1739209714.1795182,-25.077289914212862
,,1739209714.1795237,-30.49652367304973
,,1739209714.1795292,-45.120503652039325
,,1739209714.179535,-25.82631439489636
,,1739209714.1795404,-10.909402354104945
,,1739209714.179546,-15.18614134706317
,,1739209714.1795514,-31.141103565318915
,,1739209714.1795568,-25.826314394896357
,,1739209714.1795623,-35.57807855764607
,,1739209714.1795678,-33.98107012897096
,,1739209714.1795733,-30.49652367304976
,,1739209714.179579,-23.16150712794695
,,1739209714.1795845,-32.816014438256545
,,1739209714.17959,-30.49652367304973
,,1739209714.1795957,-25.82631439489636
,,1739209714.179601,-30.49652367304976
,,1739209714.1796064,-26.487275050834715
,,1739209714.179612,-27.267205301931607
,,1739209714.1796176,-30.49652367304973
,,1739209714.1796231,-38.13080360867914
,,1739209714.1796286,-25.25278630937684
,,1739209714.179634,-33.98107012897096
,,1739209714.1796396,-26.99137008561072
,,1739209714.179645,-31.141103565318943
,,1739209714.1796503,-45.120503652039325
,,1739209714.1796565,-31.141103565318943
,,1739209714.1796618,-38.13080360867914
,,1739209714.1796672,-38.13080360867914
,,1739209714.1796727,-28.992665084841967
,,1739209714.1796782,-38.13080360867914
,,1739209714.1796837,-38.13080360867914
,,1739209714.1796894,-25.077289914212862
,,1739209714.179695,-27.267205301931607
,,1739209714.1797004,-45.120503652039325
,,1739209714.179706,-28.58837851428586
,,1739209714.179711,-26.487275050834715
,,1739209714.1797168,-27.267205301931607
,,1739209714.1797223,-30.49652367304976
,,1739209714.179728,-33.981070128970906
,,1739209714.1797335,-33.98107012897096
,,1739209714.179739,-38.13080360867914
,,1739209714.1797445,-20.51152522447381
,,1739209714.17975,-25.62660358559016
,,1739209714.1797554,-38.13080360867914
,,1739209714.179761,-33.981070128970906
,,1739209714.179767,-30.49652367304973
,,1739209714.179772,-33.98107012897096
,,1739209714.1797776,-24.438645034577675
,,1739209714.179783,-26.487275050834715
,,1739209714.1797886,-38.13080360867914
,,1739209714.179794,-33.981070128970906
,,1739209714.1797996,-28.58837851428586
,,1739209714.1798053,-18.29905288830097
,,1739209714.1798108,-19.13259858440813
,,1739209714.1798162,-27.87774495603141
,,1739209714.1798215,-30.49652367304973
,,1739209714.1798272,-27.267205301931607
,,1739209714.1798327,-26.991370085610736
,,1739209714.1798382,-27.267205301931607
,,1739209714.179844,-45.120503652039325
,,1739209714.1798494,-23.75329798047523
,,1739209714.1798549,-29.438486411369333
,,1739209714.1798604,-31.141103565318915
,,1739209714.1798658,-25.826314394896357
,,1739209714.179871,-27.267205301931607
,,1739209714.179877,-25.077289914212862
,,1739209714.1798823,-45.120503652039325
,,1739209714.179888,-26.99137008561072
,,1739209714.1798935,-25.62660358559016
,,1739209714.179899,-45.120503652039325
,,1739209714.1799045,-31.141103565318915
,,1739209714.17991,-38.13080360867914
,,1739209714.1799157,-45.120503652039325
,,1739209714.1799212,-32.816014438256545
,,1739209714.1799266,-26.991370085610736
,,1739209714.179932,-25.82631439489636
