CAN Message, 0x1d3:0000876af1c9463e,Timestamp,Amplitude
,,1739209725.0553217,-38.13080360867914
,,1739209725.055327,-35.57807855764607
,,1739209725.0553322,-38.13080360867914
,,1739209725.0553374,-45.120503652039325
,,1739209725.055343,-33.981070128970906
,,1739209725.0553482,-35.57807855764607
,,1739209725.0553534,-45.120503652039325
,,1739209725.055359,-38.13080360867914
,,1739209725.055364,-45.120503652039325
,,1739209725.0553694,-45.120503652039325
,,1739209725.0553749,-38.13080360867914
,,1739209725.05538,-45.120503652039325
,,1739209725.0553854,-38.13080360867914
,,1739209725.0553908,-35.57807855764607
,,1739209725.055396,-45.120503652039325
,,1739209725.055401,-45.120503652039325
,,1739209725.0554066,-38.13080360867914
,,1739209725.055412,-45.120503652039325
,,1739209725.0554173,-45.120503652039325
,,1739209725.0554223,-38.13080360867914
,,1739209725.055428,-38.13080360867914
,,1739209725.0554333,-35.57807855764607
,,1739209725.0554385,-38.13080360867914
,,1739209725.055444,-45.120503652039325
,,1739209725.0554492,-33.981070128970906
,,1739209725.0554545,-38.13080360867914
,,1739209725.05546,-38.13080360867914
,,1739209725.0554652,-45.120503652039325
,,1739209725.0554705,-45.120503652039325
,,1739209725.055476,-33.981070128970906
,,1739209725.0554812,-45.120503652039325
,,1739209725.0554864,-45.120503652039325
,,1739209725.055492,-38.13080360867914
,,1739209725.0554972,-38.13080360867914
,,1739209725.0555024,-38.13080360867914
,,1739209725.055508,-45.120503652039325
,,1739209725.0555131,-38.13080360867914
,,1739209725.0555184,-38.13080360867914
,,1739209725.055524,-38.13080360867914
,,1739209725.055529,-45.120503652039325
,,1739209725.0555344,-38.13080360867914
,,1739209725.0555398,-38.13080360867914
,,1739209725.055545,-45.120503652039325
,,1739209725.0555503,-45.120503652039325
,,1739209725.0555558,-38.13080360867914
,,1739209725.055561,-38.13080360867914
,,1739209725.0555663,-38.13080360867914
,,1739209725.0555718,-45.120503652039325
,,1739209725.055577,-33.981070128970906
,,1739209725.0555823,-25.25278630937684
,,1739209725.0555878,-13.322114371807425
,,1739209725.055593,-45.120503652039325
,,1739209725.0555985,-45.120503652039325
,,1739209725.0556035,-38.13080360867914
,,1739209725.055609,-45.120503652039325
,,1739209725.0556142,-45.120503652039325
,,1739209725.0556197,-38.13080360867914
,,1739209725.055625,-38.13080360867914
,,1739209725.0556302,-45.120503652039325
,,1739209725.0556357,-35.57807855764607
,,1739209725.055641,-31.141103565318915
,,1739209725.0556462,-38.13080360867914
,,1739209725.0556517,-38.13080360867914
,,1739209725.055657,-38.13080360867914
,,1739209725.0556622,-31.141103565318915
,,1739209725.0556676,-38.13080360867914
,,1739209725.055673,-45.120503652039325
,,1739209725.055678,-45.120503652039325
,,1739209725.0556834,-38.13080360867914
,,1739209725.0556889,-38.13080360867914
,,1739209725.055694,-38.13080360867914
,,1739209725.055699,-31.141103565318915
,,1739209725.0557048,-38.13080360867914
,,1739209725.05571,-23.273589343863318
,,1739209725.055715,-19.69224938244749
,,1739209725.0557208,-38.13080360867914
,,1739209725.055726,-23.75329798047522
,,1739209725.0557313,-23.273589343863303
,,1739209725.0557368,-14.81450643237978
,,1739209725.055742,-10.307510918710731
,,1739209725.0557473,-26.0356534632528
,,1739209725.0557528,-45.120503652039325
,,1739209725.055758,-45.120503652039325
,,1739209725.0557632,-45.120503652039325
,,1739209725.0557687,-28.992665084841946
,,1739209725.055774,-38.13080360867914
,,1739209725.0557792,-38.13080360867914
,,1739209725.0557847,-35.57807855764607
,,1739209725.05579,-38.13080360867914
,,1739209725.0557952,-35.57807855764607
,,1739209725.055801,-38.13080360867914
,,1739209725.055806,-45.120503652039325
,,1739209725.0558112,-22.54371790334745
,,1739209725.055817,-32.816014438256545
,,1739209725.055822,-33.981070128970906
,,1739209725.0558271,-38.13080360867914
,,1739209725.0558326,-45.120503652039325
,,1739209725.055838,-38.13080360867914
,,1739209725.055843,-45.120503652039325
,,1739209725.0558486,-45.120503652039325
,,1739209725.0558538,-31.141103565318915
,,1739209725.055859,-35.57807855764607
,,1739209725.0558646,-24.589719217205094
,,1739209725.0558698,-31.141103565318943
,,1739209725.055875,-30.49652367304973
,,1739209725.0558803,-33.98107012897096
,,1739209725.0558858,-25.82631439489636
,,1739209725.055891,-12.732518024900124
,,1739209725.0558963,-14.196806655748082
,,1739209725.0559018,-27.267205301931607
,,1739209725.055907,-35.57807855764607
,,1739209725.0559125,-38.13080360867914
,,1739209725.0559175,-27.267205301931607
,,1739209725.055923,-38.13080360867914
,,1739209725.0559285,-38.13080360867914
,,1739209725.0559337,-38.13080360867914
,,1739209725.055939,-38.13080360867914
,,1739209725.0559444,-45.120503652039325
,,1739209725.0559497,-38.13080360867914
,,1739209725.055955,-45.120503652039325
,,1739209725.0559604,-28.58837851428586
,,1739209725.0559657,-32.816014438256545
,,1739209725.055971,-45.120503652039325
,,1739209725.0559762,-45.120503652039325
,,1739209725.0559816,-38.13080360867914
,,1739209725.055987,-31.141103565318893
,,1739209725.055992,-45.120503652039325
