CAN Message, 0x77:8139792eda371f0a,Timestamp,Amplitude
,,1739209634.624123,-45.120503652039325
,,1739209634.6241262,-32.816014438256545
,,1739209634.624129,-35.57807855764607
,,1739209634.624132,-45.120503652039325
,,1739209634.6241343,-45.120503652039325
,,1739209634.6241374,-38.13080360867914
,,1739209634.6241405,-45.120503652039325
,,1739209634.6241431,-45.120503652039325
,,1739209634.624146,-45.120503652039325
,,1739209634.6241488,-45.120503652039325
,,1739209634.6241517,-38.13080360867914
,,1739209634.6241546,-45.120503652039325
,,1739209634.6241574,-45.120503652039325
,,1739209634.6241603,-45.120503652039325
,,1739209634.6241632,-33.981070128970906
,,1739209634.624166,-38.13080360867914
,,1739209634.6241689,-45.120503652039325
,,1739209634.6241715,-35.57807855764607
,,1739209634.6241746,-35.57807855764607
,,1739209634.6241777,-45.120503652039325
,,1739209634.6241803,-45.120503652039325
,,1739209634.6241832,-45.120503652039325
,,1739209634.6241858,-45.120503652039325
,,1739209634.624189,-45.120503652039325
,,1739209634.6241915,-45.120503652039325
,,1739209634.6241944,-38.13080360867914
,,1739209634.6241972,-45.120503652039325
,,1739209634.6242,-45.120503652039325
,,1739209634.624203,-45.120503652039325
,,1739209634.6242058,-35.57807855764607
,,1739209634.6242087,-35.57807855764607
,,1739209634.6242115,-45.120503652039325
,,1739209634.6242144,-45.120503652039325
,,1739209634.6242173,-45.120503652039325
,,1739209634.62422,-38.13080360867914
,,1739209634.624223,-32.816014438256545
,,1739209634.624226,-35.57807855764607
,,1739209634.6242287,-45.120503652039325
,,1739209634.6242316,-38.13080360867914
,,1739209634.6242344,-38.13080360867914
,,1739209634.624237,-38.13080360867914
,,1739209634.62424,-38.13080360867914
,,1739209634.6242428,-38.13080360867914
,,1739209634.6242456,-45.120503652039325
,,1739209634.6242485,-45.120503652039325
,,1739209634.6242514,-45.120503652039325
,,1739209634.6242542,-38.13080360867914
,,1739209634.624257,-38.13080360867914
,,1739209634.62426,-38.13080360867914
,,1739209634.6242628,-27.87774495603141
,,1739209634.6242657,-14.398004675904142
,,1739209634.6242683,-14.224984823174754
,,1739209634.6242714,-26.991370085610747
,,1739209634.6242745,-33.981070128970906
,,1739209634.624277,-33.981070128970906
,,1739209634.62428,-45.120503652039325
,,1739209634.6242828,-38.13080360867914
,,1739209634.6242857,-45.120503652039325
,,1739209634.6242883,-45.120503652039325
,,1739209634.6242912,-38.13080360867914
,,1739209634.624294,-35.57807855764607
,,1739209634.624297,-45.120503652039325
,,1739209634.6242998,-38.13080360867914
,,1739209634.6243026,-45.120503652039325
,,1739209634.6243055,-38.13080360867914
,,1739209634.6243083,-38.13080360867914
,,1739209634.6243112,-29.438486411369357
,,1739209634.624314,-38.13080360867914
,,1739209634.624317,-33.981070128970906
,,1739209634.6243198,-45.120503652039325
,,1739209634.624323,-45.120503652039325
,,1739209634.6243255,-45.120503652039325
,,1739209634.6243284,-45.120503652039325
,,1739209634.6243312,-33.981070128970906
,,1739209634.624334,-25.077289914212862
,,1739209634.624337,-30.49652367304973
,,1739209634.6243396,-38.13080360867914
,,1739209634.6243424,-32.816014438256545
,,1739209634.6243453,-31.141103565318943
,,1739209634.6243482,-8.88284365069998
,,1739209634.624351,-14.457244398418911
,,1739209634.624354,-28.58837851428589
,,1739209634.6243567,-31.141103565318915
,,1739209634.6243596,-33.981070128970906
,,1739209634.6243625,-33.981070128970906
,,1739209634.624365,-45.120503652039325
,,1739209634.6243682,-38.13080360867914
,,1739209634.624371,-35.57807855764607
,,1739209634.624374,-38.13080360867914
,,1739209634.6243768,-38.13080360867914
,,1739209634.6243796,-30.49652367304973
,,1739209634.6243825,-33.981070128970906
,,1739209634.6243854,-45.120503652039325
,,1739209634.6243882,-38.13080360867914
,,1739209634.6243908,-33.981070128970906
,,1739209634.6243937,-38.13080360867914
,,1739209634.6243966,-38.13080360867914
,,1739209634.6243994,-45.120503652039325
,,1739209634.6244023,-28.58837851428586
,,1739209634.6244051,-27.87774495603141
,,1739209634.624408,-38.13080360867914
,,1739209634.6244109,-38.13080360867914
,,1739209634.6244135,-33.981070128970906
,,1739209634.6244166,-23.506823629689546
,,1739209634.6244197,-45.120503652039325
,,1739209634.6244223,-38.13080360867914
,,1739209634.6244252,-31.141103565318915
,,1739209634.624428,-33.981070128970906
,,1739209634.624431,-12.702549339087303
,,1739209634.6244338,-25.82631439489636
,,1739209634.6244366,-38.13080360867914
,,1739209634.6244397,-32.816014438256545
,,1739209634.624442,-38.13080360867914
,,1739209634.624445,-38.13080360867914
,,1739209634.6244478,-38.13080360867914
,,1739209634.6244507,-35.57807855764607
,,1739209634.6244535,-45.120503652039325
,,1739209634.6244564,-32.816014438256545
,,1739209634.6244593,-38.13080360867914
,,1739209634.624462,-31.141103565318915
,,1739209634.624465,-38.13080360867914
,,1739209634.6244678,-45.120503652039325
,,1739209634.6244707,-45.120503652039325
,,1739209634.6244736,-33.98107012897096
,,1739209634.6244764,-38.13080360867914
,,1739209634.6244793,-38.13080360867914
,,1739209634.6244822,-33.98107012897096
,,1739209634.624485,-15.221558014851562
,,1739209634.624488,-17.88594693168743
,,1739209634.6244907,-33.98107012897096
,,1739209634.6244934,-38.13080360867914
,,1739209634.6244962,-33.98107012897096
,,1739209634.624499,-38.13080360867914
,,1739209634.624502,-38.13080360867914
,,1739209634.6245048,-45.120503652039325
,,1739209634.6245077,-38.13080360867914
,,1739209634.6245103,-35.57807855764607
,,1739209634.6245134,-45.120503652039325
,,1739209634.6245162,-38.13080360867914
,,1739209634.6245172,-27.267205301931607
,,1739209634.624518,-38.13080360867914
,,1739209634.6245189,-45.120503652039325
,,1739209634.6245198,-45.120503652039325
,,1739209634.6245203,-45.120503652039325
,,1739209634.6245215,-45.120503652039325
,,1739209634.6245224,-38.13080360867914
,,1739209634.6245232,-45.120503652039325
,,1739209634.624524,-22.44878636800916
,,1739209634.624525,-31.141103565318893
,,1739209634.6245258,-45.120503652039325
,,1739209634.6245267,-45.120503652039325
,,1739209634.6245277,-19.35709014998136
,,1739209634.6245284,-28.992665084841946
,,1739209634.6245294,-38.13080360867914
,,1739209634.6245303,-38.13080360867914
,,1739209634.624531,-28.992665084841946
,,1739209634.624532,-8.263981810884049
,,1739209634.624533,-20.001670042250545
,,1739209634.6245337,-30.49652367304973
,,1739209634.6245346,-38.13080360867914
,,1739209634.6245356,-38.13080360867914
,,1739209634.6245365,-32.816014438256545
,,1739209634.6245372,-45.120503652039325
,,1739209634.6245382,-33.981070128970906
,,1739209634.624539,-38.13080360867914
,,1739209634.62454,-45.120503652039325
,,1739209634.6245408,-45.120503652039325
,,1739209634.6245418,-28.58837851428586
,,1739209634.6245425,-38.13080360867914
,,1739209634.6245434,-45.120503652039325
,,1739209634.6245444,-45.120503652039325
,,1739209634.624545,-32.816014438256545
,,1739209634.624546,-30.49652367304973
,,1739209634.624547,-45.120503652039325
,,1739209634.6245475,-45.120503652039325
,,1739209634.624549,-27.8777449560314
,,1739209634.6245496,-30.49652367304973
,,1739209634.6245503,-38.13080360867914
,,1739209634.6245513,-45.120503652039325
,,1739209634.6245522,-23.50682362968953
,,1739209634.624553,-20.27750525857143
,,1739209634.624554,-45.120503652039325
,,1739209634.6245549,-33.981070128970906
,,1739209634.6245556,-32.816014438256545
,,1739209634.6245563,-30.49652367304973
,,1739209634.6245575,-12.653056554800877
,,1739209634.6245582,-45.120503652039325
,,1739209634.6245592,-28.21854285175415
,,1739209634.62456,-45.120503652039325
,,1739209634.6245608,-20.51152522447381
