CAN Message, 0x77:4ae9da5dba8cfe31,Timestamp,Amplitude
,,1739209726.3379943,-38.13080360867914
,,1739209726.337998,-38.13080360867914
,,1739209726.3380013,-33.981070128970906
,,1739209726.3380048,-38.13080360867914
,,1739209726.3380082,-38.13080360867914
,,1739209726.3380115,-38.13080360867914
,,1739209726.338015,-33.981070128970906
,,1739209726.338019,-33.981070128970906
,,1739209726.3380222,-38.13080360867914
,,1739209726.3380256,-38.13080360867914
,,1739209726.3380291,-38.13080360867914
,,1739209726.3380325,-45.120503652039325
,,1739209726.338036,-45.120503652039325
,,1739209726.3380394,-45.120503652039325
,,1739209726.338043,-45.120503652039325
,,1739209726.3380466,-45.120503652039325
,,1739209726.33805,-45.120503652039325
,,1739209726.3380537,-45.120503652039325
,,1739209726.3380568,-38.13080360867914
,,1739209726.3380604,-38.13080360867914
,,1739209726.3380637,-32.816014438256545
,,1739209726.3380673,-45.120503652039325
,,1739209726.3380709,-45.120503652039325
,,1739209726.3380742,-38.13080360867914
,,1739209726.3380778,-45.120503652039325
,,1739209726.3380811,-45.120503652039325
,,1739209726.3380847,-38.13080360867914
,,1739209726.338088,-32.816014438256545
,,1739209726.3380916,-35.57807855764607
,,1739209726.338095,-38.13080360867914
,,1739209726.3380983,-38.13080360867914
,,1739209726.338102,-38.13080360867914
,,1739209726.3381054,-45.120503652039325
,,1739209726.338109,-38.13080360867914
,,1739209726.3381124,-45.120503652039325
,,1739209726.338116,-38.13080360867914
,,1739209726.3381193,-45.120503652039325
,,1739209726.3381228,-30.49652367304973
,,1739209726.3381262,-35.57807855764607
,,1739209726.3381298,-45.120503652039325
,,1739209726.338133,-45.120503652039325
,,1739209726.338137,-38.13080360867914
,,1739209726.3381402,-38.13080360867914
,,1739209726.3381436,-28.992665084841946
,,1739209726.3381472,-38.13080360867914
,,1739209726.3381505,-31.141103565318915
,,1739209726.338154,-38.13080360867914
,,1739209726.3381577,-45.120503652039325
,,1739209726.338161,-25.077289914212862
,,1739209726.3381646,-20.4518274484982
,,1739209726.338168,-14.196806655748082
,,1739209726.3381715,-25.826314394896357
,,1739209726.3381748,-45.120503652039325
,,1739209726.3381784,-38.13080360867914
,,1739209726.338182,-38.13080360867914
,,1739209726.3381853,-45.120503652039325
,,1739209726.338189,-45.120503652039325
,,1739209726.3381922,-38.13080360867914
,,1739209726.3381958,-45.120503652039325
,,1739209726.3381991,-38.13080360867914
,,1739209726.3382027,-33.981070128970906
,,1739209726.338206,-45.120503652039325
,,1739209726.3382096,-35.57807855764607
,,1739209726.3382132,-31.141103565318943
,,1739209726.3382163,-38.13080360867914
,,1739209726.33822,-38.13080360867914
,,1739209726.3382237,-45.120503652039325
,,1739209726.338227,-45.120503652039325
,,1739209726.3382304,-38.13080360867914
,,1739209726.338234,-38.13080360867914
,,1739209726.3382373,-45.120503652039325
,,1739209726.3382409,-27.8777449560314
,,1739209726.3382444,-31.141103565318893
,,1739209726.3382478,-31.141103565318893
,,1739209726.3382514,-28.21854285175415
,,1739209726.3382547,-45.120503652039325
,,1739209726.3382585,-45.120503652039325
,,1739209726.3382616,-35.57807855764607
,,1739209726.3382652,-38.13080360867914
,,1739209726.3382688,-29.438486411369333
,,1739209726.338272,-27.8777449560314
,,1739209726.3382757,-45.120503652039325
,,1739209726.338279,-38.13080360867914
,,1739209726.3382826,-38.13080360867914
,,1739209726.338286,-45.120503652039325
,,1739209726.3382895,-38.13080360867914
,,1739209726.338293,-35.57807855764607
,,1739209726.3382964,-45.120503652039325
,,1739209726.3383,-24.589719217205094
