CAN Message, 0x24:09995cf9d2a8ff1b,Timestamp,Amplitude
,,1739209897.7822812,-45.120503652039325
,,1739209897.782283,-35.57807855764607
,,1739209897.782285,-45.120503652039325
,,1739209897.782287,-38.13080360867914
,,1739209897.7822888,-45.120503652039325
,,1739209897.7822907,-45.120503652039325
,,1739209897.7822926,-45.120503652039325
,,1739209897.7822945,-30.49652367304973
,,1739209897.7822964,-31.141103565318893
,,1739209897.7822983,-45.120503652039325
,,1739209897.7823002,-38.13080360867914
,,1739209897.782302,-32.816014438256545
,,1739209897.782304,-38.13080360867914
,,1739209897.782306,-38.13080360867914
,,1739209897.782308,-45.120503652039325
,,1739209897.7823098,-45.120503652039325
,,1739209897.7823117,-33.981070128970906
,,1739209897.782313,-45.120503652039325
,,1739209897.7823153,-38.13080360867914
,,1739209897.7823172,-35.57807855764607
,,1739209897.782319,-38.13080360867914
,,1739209897.782321,-38.13080360867914
,,1739209897.782323,-45.120503652039325
,,1739209897.7823248,-45.120503652039325
,,1739209897.7823267,-45.120503652039325
,,1739209897.7823286,-45.120503652039325
,,1739209897.7823305,-38.13080360867914
,,1739209897.7823324,-45.120503652039325
,,1739209897.7823343,-45.120503652039325
,,1739209897.7823362,-38.13080360867914
,,1739209897.782338,-38.13080360867914
,,1739209897.78234,-30.49652367304973
,,1739209897.782342,-28.992665084841946
,,1739209897.782344,-45.120503652039325
,,1739209897.7823458,-45.120503652039325
,,1739209897.7823477,-38.13080360867914
,,1739209897.7823496,-45.120503652039325
,,1739209897.7823515,-45.120503652039325
,,1739209897.7823534,-38.13080360867914
,,1739209897.7823553,-38.13080360867914
,,1739209897.7823572,-45.120503652039325
,,1739209897.7823591,-45.120503652039325
,,1739209897.782361,-38.13080360867914
,,1739209897.782363,-35.57807855764607
,,1739209897.7823648,-38.13080360867914
,,1739209897.7823668,-38.13080360867914
,,1739209897.782369,-38.13080360867914
,,1739209897.7823706,-35.57807855764607
,,1739209897.7823725,-30.49652367304973
,,1739209897.7823744,-26.487275050834715
,,1739209897.7823763,-10.400256675036475
,,1739209897.7823782,-11.036407867354994
,,1739209897.78238,-25.62660358559016
,,1739209897.782382,-31.141103565318915
,,1739209897.782384,-38.13080360867914
,,1739209897.7823858,-35.57807855764607
,,1739209897.7823875,-31.141103565318915
,,1739209897.7823896,-38.13080360867914
,,1739209897.7823915,-38.13080360867914
,,1739209897.7823937,-45.120503652039325
,,1739209897.7823954,-33.981070128970906
,,1739209897.7823973,-45.120503652039325
,,1739209897.7823992,-45.120503652039325
,,1739209897.782401,-45.120503652039325
,,1739209897.782403,-38.13080360867914
,,1739209897.782405,-45.120503652039325
,,1739209897.7824068,-45.120503652039325
,,1739209897.7824087,-38.13080360867914
,,1739209897.7824104,-31.141103565318915
,,1739209897.7824123,-38.13080360867914
,,1739209897.7824142,-45.120503652039325
,,1739209897.782416,-38.13080360867914
,,1739209897.782418,-38.13080360867914
,,1739209897.78242,-45.120503652039325
,,1739209897.7824218,-22.002965041481744
,,1739209897.7824235,-32.816014438256545
,,1739209897.7824256,-38.13080360867914
,,1739209897.7824275,-45.120503652039325
,,1739209897.7824297,-29.438486411369333
,,1739209897.7824314,-16.51712358632936
,,1739209897.7824333,-22.54371790334745
,,1739209897.7824352,-30.49652367304973
,,1739209897.782437,-38.13080360867914
,,1739209897.782439,-38.13080360867914
,,1739209897.782441,-45.120503652039325
,,1739209897.7824428,-45.120503652039325
,,1739209897.7824447,-38.13080360867914
,,1739209897.7824466,-35.57807855764607
,,1739209897.7824483,-25.82631439489636
,,1739209897.7824504,-31.141103565318915
