CAN Message, 0x1bb:00008f35fcee1589,Timestamp,Amplitude
,,1739209656.5304868,-38.13080360867914
,,1739209656.5304935,-35.57807855764607
,,1739209656.5305002,-38.13080360867914
,,1739209656.5305068,-45.120503652039325
,,1739209656.5305133,-45.120503652039325
,,1739209656.53052,-38.13080360867914
,,1739209656.5305266,-45.120503652039325
,,1739209656.530533,-33.981070128970906
,,1739209656.5305398,-28.58837851428586
,,1739209656.5305464,-38.13080360867914
,,1739209656.530553,-45.120503652039325
,,1739209656.5305595,-45.120503652039325
,,1739209656.5305662,-38.13080360867914
,,1739209656.530573,-38.13080360867914
,,1739209656.530579,-38.13080360867914
,,1739209656.530586,-45.120503652039325
,,1739209656.530593,-31.141103565318943
,,1739209656.5305994,-45.120503652039325
,,1739209656.5306058,-45.120503652039325
,,1739209656.5306125,-38.13080360867914
,,1739209656.5306191,-45.120503652039325
,,1739209656.5306256,-33.981070128970906
,,1739209656.5306325,-38.13080360867914
,,1739209656.530639,-32.816014438256545
,,1739209656.5306456,-26.99137008561072
,,1739209656.530652,-38.13080360867914
,,1739209656.5306587,-45.120503652039325
,,1739209656.5306654,-38.13080360867914
,,1739209656.5306718,-33.981070128970906
,,1739209656.5306785,-45.120503652039325
,,1739209656.5306852,-45.120503652039325
,,1739209656.5306916,-45.120503652039325
,,1739209656.5306983,-45.120503652039325
,,1739209656.530705,-38.13080360867914
,,1739209656.5307117,-45.120503652039325
,,1739209656.530718,-45.120503652039325
,,1739209656.5307248,-45.120503652039325
,,1739209656.5307314,-38.13080360867914
,,1739209656.530738,-45.120503652039325
,,1739209656.5307446,-45.120503652039325
,,1739209656.5307512,-38.13080360867914
,,1739209656.530758,-38.13080360867914
,,1739209656.5307643,-45.120503652039325
,,1739209656.530771,-38.13080360867914
,,1739209656.5307777,-45.120503652039325
,,1739209656.530784,-45.120503652039325
,,1739209656.5307908,-45.120503652039325
,,1739209656.5307975,-45.120503652039325
,,1739209656.5308042,-31.141103565318893
,,1739209656.5308106,-25.25278630937684
,,1739209656.5308173,-16.517123586329355
,,1739209656.530824,-19.497575007474538
,,1739209656.5308304,-25.077289914212862
,,1739209656.530837,-45.120503652039325
,,1739209656.5308435,-45.120503652039325
,,1739209656.5308502,-45.120503652039325
,,1739209656.5308568,-32.81601443825658
,,1739209656.5308635,-45.120503652039325
,,1739209656.5308702,-45.120503652039325
,,1739209656.5308766,-45.120503652039325
,,1739209656.5308833,-45.120503652039325
,,1739209656.53089,-33.981070128970906
,,1739209656.5308964,-45.120503652039325
,,1739209656.530903,-38.13080360867914
,,1739209656.5309098,-26.0356534632528
,,1739209656.5309165,-31.141103565318915
,,1739209656.530923,-45.120503652039325
,,1739209656.5309296,-38.13080360867914
,,1739209656.5309362,-45.120503652039325
,,1739209656.530943,-45.120503652039325
,,1739209656.5309494,-45.120503652039325
,,1739209656.530956,-45.120503652039325
,,1739209656.5309627,-26.991370085610736
,,1739209656.5309691,-35.57807855764607
