CAN Message, 0x1d3:0000b790ac02d33a,Timestamp,Amplitude
,,1739209833.486807,-29.438486411369333
,,1739209833.486815,-33.981070128970906
,,1739209833.4868228,-38.13080360867914
,,1739209833.486831,-38.13080360867914
,,1739209833.4868388,-38.13080360867914
,,1739209833.4868467,-38.13080360867914
,,1739209833.4868546,-38.13080360867914
,,1739209833.4868624,-45.120503652039325
,,1739209833.4868703,-45.120503652039325
,,1739209833.4868782,-38.13080360867914
,,1739209833.486886,-38.13080360867914
,,1739209833.486894,-45.120503652039325
,,1739209833.4869018,-45.120503652039325
,,1739209833.4869096,-38.13080360867914
,,1739209833.4869175,-38.13080360867914
,,1739209833.4869256,-32.816014438256545
,,1739209833.4869337,-31.141103565318915
,,1739209833.486941,-45.120503652039325
,,1739209833.4869492,-45.120503652039325
,,1739209833.486957,-45.120503652039325
,,1739209833.486965,-45.120503652039325
,,1739209833.4869728,-22.264930561961563
,,1739209833.486981,-38.13080360867914
,,1739209833.4869883,-32.816014438256545
,,1739209833.4869964,-27.267205301931607
,,1739209833.4870045,-35.57807855764607
,,1739209833.487012,-38.13080360867914
,,1739209833.4870205,-35.57807855764607
,,1739209833.487028,-33.981070128970906
,,1739209833.487036,-45.120503652039325
,,1739209833.487044,-38.13080360867914
,,1739209833.4870515,-45.120503652039325
,,1739209833.4870596,-27.877744956031417
,,1739209833.4870677,-38.13080360867914
,,1739209833.487075,-45.120503652039325
,,1739209833.4870832,-45.120503652039325
,,1739209833.487091,-45.120503652039325
,,1739209833.487099,-45.120503652039325
,,1739209833.4871068,-45.120503652039325
,,1739209833.487115,-38.13080360867914
,,1739209833.4871228,-31.141103565318915
,,1739209833.4871306,-38.13080360867914
,,1739209833.4871385,-32.816014438256545
,,1739209833.4871464,-45.120503652039325
,,1739209833.4871542,-26.99137008561072
,,1739209833.487162,-22.44878636800916
,,1739209833.48717,-45.120503652039325
,,1739209833.4871778,-33.981070128970906
,,1739209833.4871857,-45.120503652039325
,,1739209833.4871936,-19.45023999044868
,,1739209833.4872017,-10.567485935468524
,,1739209833.487209,-45.120503652039325
,,1739209833.4872174,-30.49652367304973
,,1739209833.4872253,-32.816014438256545
,,1739209833.4872332,-38.13080360867914
,,1739209833.487241,-33.981070128970906
,,1739209833.487249,-38.13080360867914
,,1739209833.4872568,-38.13080360867914
,,1739209833.4872646,-45.120503652039325
,,1739209833.4872725,-35.57807855764607
,,1739209833.4872804,-28.992665084841946
,,1739209833.4872882,-38.13080360867914
,,1739209833.487296,-38.13080360867914
,,1739209833.487304,-38.13080360867914
,,1739209833.487312,-45.120503652039325
,,1739209833.48732,-45.120503652039325
,,1739209833.4873278,-38.13080360867914
,,1739209833.4873357,-45.120503652039325
,,1739209833.4873435,-33.981070128970906
,,1739209833.4873514,-38.13080360867914
,,1739209833.4873593,-38.13080360867914
,,1739209833.4873672,-45.120503652039325
,,1739209833.487375,-45.120503652039325
,,1739209833.487383,-45.120503652039325
,,1739209833.4873908,-38.13080360867914
,,1739209833.4873986,-45.120503652039325
,,1739209833.4874065,-33.981070128970906
,,1739209833.4874146,-38.13080360867914
,,1739209833.4874225,-28.58837851428589
,,1739209833.4874303,-24.746238672633048
,,1739209833.4874382,-24.438645034577675
,,1739209833.487446,-27.267205301931607
,,1739209833.487454,-38.13080360867914
,,1739209833.4874618,-38.13080360867914
,,1739209833.4874697,-38.13080360867914
,,1739209833.4874775,-45.120503652039325
,,1739209833.4874854,-45.120503652039325
,,1739209833.4874933,-38.13080360867914
,,1739209833.4875011,-28.218542851754165
,,1739209833.4875093,-45.120503652039325
,,1739209833.487517,-38.13080360867914
,,1739209833.487525,-38.13080360867914
,,1739209833.4875329,-31.141103565318915
,,1739209833.4875407,-31.141103565318915
,,1739209833.4875486,-38.13080360867914
,,1739209833.4875565,-32.816014438256545
,,1739209833.4875643,-31.141103565318943
,,1739209833.4875722,-19.35709014998136
,,1739209833.48758,-9.570769068706896
,,1739209833.487588,-33.98107012897096
,,1739209833.4875958,-31.141103565318915
,,1739209833.487604,-32.816014438256545
,,1739209833.4876118,-45.120503652039325
,,1739209833.4876196,-38.13080360867914
,,1739209833.4876275,-45.120503652039325
,,1739209833.4876354,-38.13080360867914
,,1739209833.4876432,-38.13080360867914
,,1739209833.487651,-45.120503652039325
,,1739209833.487659,-45.120503652039325
,,1739209833.4876668,-32.816014438256545
,,1739209833.4876747,-35.57807855764607
,,1739209833.4876826,-45.120503652039325
,,1739209833.4876904,-38.13080360867914
,,1739209833.4876983,-38.13080360867914
,,1739209833.4877064,-33.981070128970906
,,1739209833.4877143,-45.120503652039325
,,1739209833.4877222,-45.120503652039325
,,1739209833.48773,-33.981070128970906
,,1739209833.487738,-35.57807855764607
,,1739209833.4877458,-32.816014438256545
,,1739209833.4877536,-45.120503652039325
,,1739209833.4877615,-27.267205301931607
,,1739209833.4877694,-23.16150712794695
,,1739209833.4877772,-38.13080360867914
,,1739209833.487785,-31.14110356531892
,,1739209833.487793,-28.992665084841946
,,1739209833.487801,-15.573255742248666
,,1739209833.487809,-12.142898541047952
,,1739209833.4878168,-38.13080360867914
,,1739209833.487825,-23.50682362968953
,,1739209833.4878323,-32.816014438256545
,,1739209833.4878404,-26.0356534632528
,,1739209833.4878483,-29.438486411369333
,,1739209833.487856,-32.81601443825658
,,1739209833.487864,-33.981070128970906
,,1739209833.487872,-33.981070128970906
,,1739209833.4878798,-38.13080360867914
,,1739209833.4878876,-28.58837851428586
,,1739209833.4878955,-45.120503652039325
,,1739209833.4879036,-38.13080360867914
,,1739209833.4879117,-22.74004262075133
,,1739209833.487919,-22.17584139042336
,,1739209833.4879272,-33.981070128970906
,,1739209833.487935,-33.981070128970906
,,1739209833.487943,-25.826314394896357
,,1739209833.4879508,-20.001670042250545
,,1739209833.487959,-18.192034459266992
,,1739209833.4879663,-38.13080360867914
,,1739209833.4879744,-31.141103565318915
,,1739209833.4879825,-29.43848641136937
,,1739209833.48799,-45.120503652039325
,,1739209833.4879982,-38.13080360867914
,,1739209833.488006,-26.0356534632528
,,1739209833.488014,-22.44878636800916
,,1739209833.488022,-31.141103565318943
,,1739209833.4880297,-31.141103565318915
,,1739209833.4880376,-28.218542851754165
,,1739209833.4880457,-30.49652367304973
,,1739209833.488053,-28.992665084841946
,,1739209833.4880612,-31.141103565318915
,,1739209833.488069,-17.853231561773562
,,1739209833.488077,-22.84163660590256
,,1739209833.4880848,-35.57807855764607
,,1739209833.488093,-45.120503652039325
,,1739209833.4881008,-28.992665084841967
,,1739209833.4881086,-19.0459534198926
,,1739209833.4881165,-23.38864096791655
,,1739209833.4881244,-45.120503652039325
,,1739209833.4881322,-32.816014438256545
,,1739209833.48814,-38.13080360867914
,,1739209833.488148,-35.57807855764607
,,1739209833.4881558,-35.57807855764607
,,1739209833.4881637,-38.13080360867914
,,1739209833.4881716,-45.120503652039325
,,1739209833.4881794,-35.57807855764607
