CAN Message, 0x77:fd992566a1ee3713,Timestamp,Amplitude
,,1739209876.2488294,-38.13080360867914
,,1739209876.2488332,-45.120503652039325
,,1739209876.248837,-45.120503652039325
,,1739209876.2488408,-35.57807855764607
,,1739209876.2488449,-45.120503652039325
,,1739209876.248849,-35.57807855764607
,,1739209876.2488525,-30.49652367304973
,,1739209876.2488563,-45.120503652039325
,,1739209876.24886,-35.57807855764607
,,1739209876.248864,-38.13080360867914
,,1739209876.248868,-45.120503652039325
,,1739209876.2488718,-45.120503652039325
,,1739209876.2488756,-30.49652367304973
,,1739209876.2488794,-38.13080360867914
,,1739209876.2488832,-45.120503652039325
,,1739209876.248887,-33.981070128970906
,,1739209876.2488909,-45.120503652039325
,,1739209876.248895,-32.816014438256545
,,1739209876.2488987,-26.991370085610736
,,1739209876.2489026,-38.13080360867914
,,1739209876.2489064,-38.13080360867914
,,1739209876.2489102,-19.49757500747454
,,1739209876.248914,-35.57807855764607
,,1739209876.2489178,-35.57807855764607
,,1739209876.248922,-45.120503652039325
,,1739209876.2489257,-45.120503652039325
,,1739209876.2489295,-45.120503652039325
,,1739209876.2489333,-38.13080360867914
,,1739209876.2489371,-38.13080360867914
,,1739209876.248941,-38.13080360867914
,,1739209876.2489448,-45.120503652039325
,,1739209876.2489488,-45.120503652039325
,,1739209876.2489526,-45.120503652039325
,,1739209876.2489564,-45.120503652039325
,,1739209876.2489605,-38.13080360867914
,,1739209876.248964,-45.120503652039325
,,1739209876.248968,-38.13080360867914
,,1739209876.248972,-33.981070128970906
,,1739209876.2489758,-28.992665084841967
,,1739209876.2489796,-38.13080360867914
,,1739209876.2489834,-31.141103565318893
,,1739209876.2489872,-38.13080360867914
,,1739209876.248991,-45.120503652039325
,,1739209876.2489948,-38.13080360867914
,,1739209876.2489989,-28.992665084841946
,,1739209876.2490027,-22.002965041481755
,,1739209876.2490065,-45.120503652039325
,,1739209876.2490103,-33.981070128970906
,,1739209876.249014,-32.816014438256545
,,1739209876.249018,-45.120503652039325
,,1739209876.2490218,-16.81461696518784
,,1739209876.2490258,-38.13080360867914
,,1739209876.2490296,-32.816014438256545
,,1739209876.2490337,-45.120503652039325
,,1739209876.2490373,-30.49652367304973
