CAN Message, 0x77:4003fb87256d7a2e,Timestamp,Amplitude
,,1739209815.4799228,-35.57807855764607
,,1739209815.4799304,-38.13080360867914
,,1739209815.479938,-35.57807855764607
,,1739209815.4799457,-35.57807855764607
,,1739209815.4799535,-33.981070128970906
,,1739209815.4799612,-45.120503652039325
,,1739209815.4799688,-45.120503652039325
,,1739209815.4799764,-38.13080360867914
,,1739209815.4799843,-33.981070128970906
,,1739209815.479992,-38.13080360867914
,,1739209815.4799995,-45.120503652039325
,,1739209815.4800072,-45.120503652039325
,,1739209815.480015,-33.981070128970906
,,1739209815.480023,-38.13080360867914
,,1739209815.4800303,-38.13080360867914
,,1739209815.480038,-35.57807855764607
,,1739209815.4800456,-45.120503652039325
,,1739209815.4800534,-45.120503652039325
,,1739209815.480061,-45.120503652039325
,,1739209815.4800687,-38.13080360867914
,,1739209815.4800763,-33.981070128970906
,,1739209815.4800842,-26.991370085610768
,,1739209815.4800918,-45.120503652039325
,,1739209815.4800994,-33.981070128970906
,,1739209815.480107,-45.120503652039325
,,1739209815.480115,-45.120503652039325
,,1739209815.4801226,-45.120503652039325
,,1739209815.4801302,-45.120503652039325
,,1739209815.4801378,-28.58837851428586
,,1739209815.4801457,-33.981070128970906
,,1739209815.480153,-38.13080360867914
,,1739209815.480161,-35.57807855764607
,,1739209815.4801686,-31.141103565318915
,,1739209815.4801762,-45.120503652039325
,,1739209815.480184,-38.13080360867914
,,1739209815.4801917,-38.13080360867914
,,1739209815.480199,-30.49652367304973
,,1739209815.480207,-45.120503652039325
,,1739209815.4802148,-38.13080360867914
,,1739209815.4802225,-33.981070128970906
,,1739209815.48023,-45.120503652039325
,,1739209815.4802375,-45.120503652039325
,,1739209815.4802454,-45.120503652039325
,,1739209815.4802532,-33.981070128970906
,,1739209815.4802608,-31.141103565318915
,,1739209815.4802685,-24.151403521958727
,,1739209815.480276,-35.57807855764607
,,1739209815.480284,-38.13080360867914
,,1739209815.4802916,-33.981070128970906
,,1739209815.4802992,-38.13080360867914
,,1739209815.4803069,-11.48626432286753
,,1739209815.4803147,-27.87774495603141
,,1739209815.4803224,-32.816014438256545
,,1739209815.48033,-30.49652367304973
,,1739209815.4803376,-38.13080360867914
,,1739209815.4803452,-45.120503652039325
,,1739209815.480353,-38.13080360867914
,,1739209815.4803607,-38.13080360867914
,,1739209815.4803684,-45.120503652039325
,,1739209815.480376,-45.120503652039325
,,1739209815.480384,-33.981070128970906
,,1739209815.4803915,-32.816014438256545
,,1739209815.4803991,-45.120503652039325
,,1739209815.4804068,-38.13080360867914
,,1739209815.4804144,-32.816014438256545
,,1739209815.4804225,-38.13080360867914
,,1739209815.48043,-33.981070128970906
,,1739209815.4804375,-38.13080360867914
,,1739209815.4804451,-31.141103565318915
,,1739209815.480453,-33.981070128970906
,,1739209815.4804606,-45.120503652039325
,,1739209815.4804685,-45.120503652039325
,,1739209815.480476,-45.120503652039325
,,1739209815.4804838,-33.98107012897096
,,1739209815.4804914,-28.218542851754165
,,1739209815.480499,-38.13080360867914
,,1739209815.480507,-45.120503652039325
,,1739209815.4805143,-33.981070128970906
,,1739209815.4805222,-38.13080360867914
,,1739209815.4805298,-30.49652367304973
,,1739209815.4805374,-31.141103565318915
,,1739209815.480545,-38.13080360867914
,,1739209815.480553,-33.981070128970906
,,1739209815.4805603,-45.120503652039325
,,1739209815.4805682,-38.13080360867914
,,1739209815.4805758,-26.487275050834715
,,1739209815.4805837,-33.981070128970906
,,1739209815.4805913,-38.13080360867914
,,1739209815.480599,-21.228842808393967
,,1739209815.4806066,-22.54371790334745
,,1739209815.4806142,-38.13080360867914
,,1739209815.480622,-38.13080360867914
,,1739209815.4806297,-45.120503652039325
,,1739209815.4806373,-45.120503652039325
,,1739209815.480645,-45.120503652039325
,,1739209815.4806528,-33.981070128970906
,,1739209815.4806604,-45.120503652039325
,,1739209815.480668,-38.13080360867914
,,1739209815.4806757,-8.11260143829582
,,1739209815.4806836,-21.598678470925663
,,1739209815.4806912,-32.816014438256545
,,1739209815.4806988,-25.82631439489636
,,1739209815.4807065,-45.120503652039325
,,1739209815.480714,-45.120503652039325
,,1739209815.480722,-45.120503652039325
,,1739209815.4807296,-45.120503652039325
,,1739209815.4807372,-45.120503652039325
,,1739209815.4807448,-45.120503652039325
,,1739209815.4807527,-45.120503652039325
,,1739209815.4807603,-45.120503652039325
,,1739209815.480768,-45.120503652039325
,,1739209815.4807756,-45.120503652039325
,,1739209815.4807837,-45.120503652039325
,,1739209815.480791,-38.13080360867914
,,1739209815.4807987,-38.13080360867914
,,1739209815.4808064,-32.816014438256545
,,1739209815.480814,-32.816014438256545
,,1739209815.4808218,-25.077289914212862
,,1739209815.4808297,-35.57807855764607
,,1739209815.480837,-38.13080360867914
,,1739209815.4808447,-38.13080360867914
,,1739209815.4808526,-38.13080360867914
,,1739209815.4808602,-31.141103565318915
,,1739209815.480868,-45.120503652039325
,,1739209815.4808755,-45.120503652039325
,,1739209815.4808831,-26.487275050834715
,,1739209815.480891,-45.120503652039325
,,1739209815.4808986,-17.95212641904405
,,1739209815.4809062,-38.13080360867914
,,1739209815.480914,-45.120503652039325
,,1739209815.4809215,-45.120503652039325
,,1739209815.4809294,-38.13080360867914
,,1739209815.480937,-45.120503652039325
,,1739209815.4809446,-35.57807855764607
,,1739209815.4809525,-38.13080360867914
,,1739209815.48096,-38.13080360867914
,,1739209815.4809678,-38.13080360867914
,,1739209815.4809754,-35.57807855764607
,,1739209815.480983,-45.120503652039325
,,1739209815.480991,-38.13080360867914
,,1739209815.4809985,-45.120503652039325
,,1739209815.481006,-33.981070128970906
,,1739209815.4810138,-32.816014438256545
,,1739209815.4810216,-35.57807855764607
,,1739209815.4810293,-45.120503652039325
,,1739209815.481037,-28.992665084841946
,,1739209815.4810443,-31.141103565318915
,,1739209815.4810524,-45.120503652039325
,,1739209815.48106,-45.120503652039325
,,1739209815.4810677,-27.267205301931607
,,1739209815.4810753,-23.273589343863303
,,1739209815.481083,-23.506823629689546
,,1739209815.4810908,-45.120503652039325
,,1739209815.4810984,-28.58837851428586
,,1739209815.481106,-35.57807855764607
,,1739209815.4811137,-28.58837851428586
,,1739209815.4811215,-18.836614351536173
,,1739209815.4811292,-45.120503652039325
,,1739209815.4811368,-38.13080360867914
,,1739209815.4811444,-35.57807855764607
,,1739209815.4811523,-33.981070128970906
,,1739209815.48116,-38.13080360867914
,,1739209815.4811676,-35.57807855764607
,,1739209815.4811752,-45.120503652039325
,,1739209815.4811828,-45.120503652039325
,,1739209815.4811907,-31.141103565318943
,,1739209815.4811983,-28.992665084841967
,,1739209815.481206,-38.13080360867914
,,1739209815.4812136,-45.120503652039325
,,1739209815.4812214,-38.13080360867914
,,1739209815.481229,-38.13080360867914
,,1739209815.4812367,-45.120503652039325
,,1739209815.4812443,-45.120503652039325
,,1739209815.4812522,-29.438486411369333
,,1739209815.4812598,-25.826314394896357
,,1739209815.4812677,-8.788850115200262
,,1739209815.481275,-38.13080360867914
,,1739209815.4812827,-32.816014438256545
,,1739209815.4812906,-27.267205301931607
,,1739209815.4812982,-19.642756598161068
,,1739209815.4813058,-19.844204643325902
,,1739209815.4813137,-45.120503652039325
,,1739209815.481321,-28.58837851428586
,,1739209815.481329,-38.13080360867914
,,1739209815.4813366,-38.13080360867914
,,1739209815.4813442,-38.13080360867914
,,1739209815.481352,-35.57807855764607
,,1739209815.4813595,-38.13080360867914
,,1739209815.481367,-38.13080360867914
,,1739209815.481375,-45.120503652039325
,,1739209815.4813826,-45.120503652039325
,,1739209815.4813905,-38.13080360867914
,,1739209815.481398,-45.120503652039325
,,1739209815.4814055,-38.13080360867914
,,1739209815.4814134,-17.88594693168744
,,1739209815.4814212,-26.03565346325281
,,1739209815.4814289,-33.981070128970906
,,1739209815.4814365,-38.13080360867914
,,1739209815.481444,-38.13080360867914
,,1739209815.4814515,-38.13080360867914
,,1739209815.4814596,-38.13080360867914
,,1739209815.4814672,-45.120503652039325
,,1739209815.4814749,-30.49652367304973
,,1739209815.4814825,-33.981070128970906
,,1739209815.4814904,-45.120503652039325
,,1739209815.481498,-45.120503652039325
,,1739209815.4815056,-35.57807855764607
,,1739209815.4815133,-31.141103565318915
,,1739209815.4815211,-25.07728991421287
,,1739209815.4815288,-31.141103565318915
,,1739209815.4815364,-30.49652367304973
,,1739209815.481544,-45.120503652039325
,,1739209815.4815516,-26.991370085610736
,,1739209815.4815595,-13.022673503554142
,,1739209815.4815671,-17.85323156177357
,,1739209815.4815748,-26.99137008561072
,,1739209815.4815824,-38.13080360867914
,,1739209815.4815905,-35.57807855764607
,,1739209815.481598,-30.49652367304973
,,1739209815.4816055,-38.13080360867914
,,1739209815.4816132,-45.120503652039325
,,1739209815.481621,-35.57807855764607
,,1739209815.481629,-45.120503652039325
,,1739209815.4816363,-38.13080360867914
,,1739209815.481644,-38.13080360867914
,,1739209815.4816515,-45.120503652039325
,,1739209815.4816594,-38.13080360867914
,,1739209815.481667,-38.13080360867914
,,1739209815.481675,-38.13080360867914
,,1739209815.4816823,-45.120503652039325
,,1739209815.4816902,-26.99137008561072
,,1739209815.4816978,-24.589719217205094
,,1739209815.4817054,-20.4518274484982
,,1739209815.481713,-26.991370085610747
,,1739209815.481721,-33.981070128970906
,,1739209815.4817286,-45.120503652039325
,,1739209815.4817362,-25.077289914212862
,,1739209815.4817438,-11.188262488426318
,,1739209815.4817514,-15.275230518601363
,,1739209815.4817593,-26.0356534632528
,,1739209815.481767,-33.98107012897096
,,1739209815.4817746,-35.57807855764607
,,1739209815.4817822,-33.981070128970906
,,1739209815.48179,-33.981070128970906
,,1739209815.4817977,-45.120503652039325
,,1739209815.481805,-33.981070128970906
,,1739209815.481813,-31.14110356531892
,,1739209815.4818206,-27.267205301931607
,,1739209815.4818285,-38.13080360867914
,,1739209815.481836,-38.13080360867914
,,1739209815.4818437,-33.981070128970906
,,1739209815.481851,-31.141103565318915
,,1739209815.4818592,-45.120503652039325
