CAN Message, 0x98:000049d5086b3d3e,Timestamp,Amplitude
,,1739209748.7017827,-45.120503652039325
,,1739209748.7017856,-45.120503652039325
,,1739209748.7017884,-45.120503652039325
,,1739209748.7017915,-35.57807855764607
,,1739209748.7017944,-38.13080360867914
,,1739209748.7017972,-38.13080360867914
,,1739209748.7018003,-35.57807855764607
,,1739209748.7018032,-38.13080360867914
,,1739209748.701806,-45.120503652039325
,,1739209748.701809,-33.981070128970906
,,1739209748.701812,-45.120503652039325
,,1739209748.701815,-38.13080360867914
,,1739209748.7018178,-38.13080360867914
,,1739209748.7018209,-45.120503652039325
,,1739209748.7018237,-45.120503652039325
,,1739209748.7018266,-45.120503652039325
,,1739209748.7018294,-45.120503652039325
,,1739209748.7018323,-38.13080360867914
,,1739209748.7018354,-35.57807855764607
,,1739209748.7018385,-35.57807855764607
,,1739209748.701841,-45.120503652039325
,,1739209748.7018442,-38.13080360867914
,,1739209748.701847,-35.57807855764607
,,1739209748.70185,-38.13080360867914
,,1739209748.701853,-45.120503652039325
,,1739209748.701856,-45.120503652039325
,,1739209748.7018588,-45.120503652039325
,,1739209748.7018616,-38.13080360867914
,,1739209748.7018647,-38.13080360867914
,,1739209748.7018676,-38.13080360867914
,,1739209748.7018704,-38.13080360867914
,,1739209748.7018735,-38.13080360867914
,,1739209748.7018764,-45.120503652039325
,,1739209748.7018793,-38.13080360867914
,,1739209748.701882,-35.57807855764607
,,1739209748.7018852,-35.57807855764607
,,1739209748.701888,-45.120503652039325
,,1739209748.701891,-45.120503652039325
,,1739209748.7018938,-33.981070128970906
,,1739209748.701897,-33.981070128970906
,,1739209748.7018998,-45.120503652039325
,,1739209748.7019026,-38.13080360867914
,,1739209748.7019055,-38.13080360867914
,,1739209748.7019086,-38.13080360867914
,,1739209748.7019114,-38.13080360867914
,,1739209748.7019143,-38.13080360867914
,,1739209748.7019174,-32.816014438256545
,,1739209748.7019205,-33.981070128970906
,,1739209748.7019231,-45.120503652039325
,,1739209748.7019262,-38.13080360867914
,,1739209748.701929,-16.283889300503116
,,1739209748.701932,-29.438486411369333
,,1739209748.7019348,-45.120503652039325
,,1739209748.701938,-35.57807855764607
,,1739209748.7019408,-45.120503652039325
,,1739209748.7019436,-38.13080360867914
,,1739209748.7019467,-38.13080360867914
,,1739209748.7019496,-38.13080360867914
,,1739209748.7019525,-32.816014438256545
,,1739209748.7019553,-31.141103565318915
,,1739209748.7019584,-38.13080360867914
,,1739209748.7019613,-38.13080360867914
,,1739209748.701964,-38.13080360867914
,,1739209748.701967,-33.981070128970906
,,1739209748.70197,-33.981070128970906
,,1739209748.701973,-45.120503652039325
,,1739209748.7019758,-45.120503652039325
,,1739209748.701979,-38.13080360867914
,,1739209748.7019818,-45.120503652039325
,,1739209748.7019846,-45.120503652039325
,,1739209748.7019875,-38.13080360867914
,,1739209748.7019906,-25.07728991421287
,,1739209748.7019937,-31.141103565318915
,,1739209748.7019963,-38.13080360867914
,,1739209748.7019994,-30.49652367304973
,,1739209748.7020023,-33.981070128970906
,,1739209748.7020051,-38.13080360867914
,,1739209748.702008,-38.13080360867914
,,1739209748.702011,-38.13080360867914
,,1739209748.702014,-26.991370085610747
,,1739209748.7020168,-33.981070128970906
,,1739209748.7020197,-35.57807855764607
,,1739209748.7020228,-45.120503652039325
,,1739209748.7020257,-35.57807855764607
,,1739209748.7020285,-38.13080360867914
,,1739209748.7020316,-45.120503652039325
,,1739209748.7020345,-38.13080360867914
,,1739209748.702037,-28.218542851754165
,,1739209748.7020402,-32.816014438256545
,,1739209748.7020433,-38.13080360867914
,,1739209748.7020462,-38.13080360867914
,,1739209748.702049,-33.981070128970906
,,1739209748.702052,-38.13080360867914
,,1739209748.702055,-38.13080360867914
,,1739209748.7020578,-38.13080360867914
,,1739209748.7020607,-30.49652367304973
,,1739209748.7020638,-28.992665084841946
,,1739209748.702067,-45.120503652039325
,,1739209748.7020695,-35.57807855764607
,,1739209748.7020724,-38.13080360867914
,,1739209748.7020755,-35.57807855764607
,,1739209748.7020783,-38.13080360867914
,,1739209748.7020812,-22.44878636800916
,,1739209748.7020843,-21.300333226290604
,,1739209748.7020872,-35.57807855764607
,,1739209748.70209,-30.49652367304973
,,1739209748.702093,-25.82631439489636
,,1739209748.702096,-16.840353009799525
,,1739209748.7020988,-11.822458430398598
,,1739209748.7021017,-27.267205301931607
,,1739209748.7021048,-38.13080360867914
