CAN Message, 0x1d3:00004cb9e1dd0972,Timestamp,Amplitude
,,1739209782.4772637,-32.816014438256545
,,1739209782.47727,-38.13080360867914
,,1739209782.477276,-35.57807855764607
,,1739209782.4772823,-38.13080360867914
,,1739209782.477289,-45.120503652039325
,,1739209782.4772952,-45.120503652039325
,,1739209782.4773016,-38.13080360867914
,,1739209782.477308,-38.13080360867914
,,1739209782.4773142,-45.120503652039325
,,1739209782.477321,-38.13080360867914
,,1739209782.477327,-45.120503652039325
,,1739209782.4773333,-38.13080360867914
,,1739209782.4773395,-45.120503652039325
,,1739209782.477343,-45.120503652039325
,,1739209782.477347,-38.13080360867914
,,1739209782.4773502,-45.120503652039325
,,1739209782.4773538,-45.120503652039325
,,1739209782.4773574,-38.13080360867914
,,1739209782.4773607,-38.13080360867914
,,1739209782.4773643,-38.13080360867914
,,1739209782.477368,-27.267205301931607
,,1739209782.4773717,-33.981070128970906
,,1739209782.4773748,-45.120503652039325
,,1739209782.4773784,-45.120503652039325
,,1739209782.477382,-32.816014438256545
,,1739209782.4773853,-45.120503652039325
,,1739209782.4773889,-45.120503652039325
,,1739209782.4773924,-38.13080360867914
,,1739209782.477396,-45.120503652039325
,,1739209782.477399,-38.13080360867914
,,1739209782.477403,-38.13080360867914
,,1739209782.4774065,-45.120503652039325
,,1739209782.4774098,-38.13080360867914
,,1739209782.4774134,-38.13080360867914
,,1739209782.477417,-45.120503652039325
,,1739209782.4774206,-45.120503652039325
,,1739209782.477424,-38.13080360867914
,,1739209782.4774275,-45.120503652039325
,,1739209782.477431,-45.120503652039325
,,1739209782.4774346,-38.13080360867914
,,1739209782.477438,-45.120503652039325
,,1739209782.4774415,-45.120503652039325
,,1739209782.4774451,-38.13080360867914
,,1739209782.4774485,-45.120503652039325
,,1739209782.477452,-38.13080360867914
,,1739209782.4774556,-35.57807855764607
,,1739209782.4774592,-35.57807855764607
,,1739209782.4774623,-45.120503652039325
,,1739209782.477466,-38.13080360867914
,,1739209782.4774697,-33.981070128970906
,,1739209782.477473,-12.702549339087303
,,1739209782.4774766,-26.487275050834715
,,1739209782.4774802,-35.57807855764607
,,1739209782.4774835,-45.120503652039325
,,1739209782.477487,-38.13080360867914
,,1739209782.477491,-33.981070128970906
,,1739209782.4774942,-45.120503652039325
,,1739209782.4774978,-45.120503652039325
,,1739209782.4775012,-38.13080360867914
,,1739209782.4775047,-45.120503652039325
,,1739209782.4775083,-38.13080360867914
,,1739209782.4775116,-38.13080360867914
,,1739209782.4775152,-38.13080360867914
,,1739209782.4775188,-38.13080360867914
,,1739209782.4775224,-38.13080360867914
,,1739209782.4775257,-28.992665084841946
,,1739209782.4775293,-35.57807855764607
,,1739209782.4775329,-45.120503652039325
,,1739209782.4775364,-45.120503652039325
,,1739209782.4775398,-32.816014438256545
,,1739209782.4775434,-33.981070128970906
,,1739209782.477547,-38.13080360867914
,,1739209782.4775505,-45.120503652039325
,,1739209782.4775538,-31.141103565318893
,,1739209782.4775574,-25.077289914212862
,,1739209782.477561,-45.120503652039325
,,1739209782.4775643,-45.120503652039325
,,1739209782.477568,-35.57807855764607
,,1739209782.4775715,-45.120503652039325
,,1739209782.4775748,-45.120503652039325
,,1739209782.4775784,-38.13080360867914
,,1739209782.477582,-32.816014438256545
,,1739209782.4775856,-45.120503652039325
,,1739209782.477589,-45.120503652039325
,,1739209782.4775925,-38.13080360867914
,,1739209782.477596,-45.120503652039325
,,1739209782.4775996,-45.120503652039325
,,1739209782.477603,-38.13080360867914
,,1739209782.4776063,-38.13080360867914
,,1739209782.47761,-33.981070128970906
,,1739209782.4776134,-45.120503652039325
,,1739209782.477617,-45.120503652039325
,,1739209782.4776206,-38.13080360867914
,,1739209782.4776242,-23.506823629689546
,,1739209782.4776275,-32.816014438256545
,,1739209782.477631,-38.13080360867914
,,1739209782.477635,-38.13080360867914
,,1739209782.4776382,-33.981070128970906
,,1739209782.4776416,-38.13080360867914
,,1739209782.4776452,-38.13080360867914
,,1739209782.4776487,-45.120503652039325
,,1739209782.477652,-23.506823629689546
,,1739209782.4776556,-26.99137008561072
,,1739209782.4776592,-22.002965041481744
,,1739209782.4776628,-33.981070128970906
,,1739209782.477666,-28.992665084841946
,,1739209782.4776697,-26.991370085610736
,,1739209782.4776733,-21.300333226290604
,,1739209782.4776766,-14.310633182930424
,,1739209782.4776802,-45.120503652039325
,,1739209782.4776838,-38.13080360867914
,,1739209782.4776874,-38.13080360867914
,,1739209782.4776907,-38.13080360867914
,,1739209782.4776945,-28.58837851428586
,,1739209782.4776978,-32.816014438256545
,,1739209782.4777014,-45.120503652039325
,,1739209782.4777048,-32.816014438256545
,,1739209782.4777083,-15.97707208084489
,,1739209782.477712,-35.57807855764607
,,1739209782.4777153,-38.13080360867914
,,1739209782.4777188,-45.120503652039325
,,1739209782.4777224,-35.57807855764607
,,1739209782.477726,-29.438486411369333
,,1739209782.477729,-45.120503652039325
,,1739209782.477733,-33.981070128970906
,,1739209782.4777365,-33.981070128970906
,,1739209782.4777398,-23.16150712794696
,,1739209782.4777434,-10.76683858591268
,,1739209782.477747,-30.49652367304973
,,1739209782.4777503,-45.120503652039325
,,1739209782.477754,-38.13080360867914
,,1739209782.4777577,-33.981070128970906
,,1739209782.477761,-38.13080360867914
,,1739209782.4777646,-45.120503652039325
,,1739209782.477768,-45.120503652039325
,,1739209782.4777715,-45.120503652039325
,,1739209782.477775,-45.120503652039325
,,1739209782.4777784,-45.120503652039325
,,1739209782.477782,-38.13080360867914
,,1739209782.4777856,-45.120503652039325
,,1739209782.4777892,-45.120503652039325
,,1739209782.4777925,-45.120503652039325
,,1739209782.477796,-29.43848641136937
,,1739209782.4777997,-38.13080360867914
,,1739209782.4778032,-38.13080360867914
,,1739209782.4778066,-45.120503652039325
,,1739209782.47781,-45.120503652039325
,,1739209782.4778135,-38.13080360867914
,,1739209782.477817,-38.13080360867914
,,1739209782.4778206,-33.981070128970906
,,1739209782.4778242,-38.13080360867914
,,1739209782.4778278,-33.981070128970906
,,1739209782.4778311,-35.57807855764607
,,1739209782.4778347,-45.120503652039325
,,1739209782.4778385,-35.57807855764607
,,1739209782.4778416,-26.487275050834715
,,1739209782.4778452,-30.49652367304973
,,1739209782.4778488,-35.57807855764607
,,1739209782.4778523,-23.273589343863303
,,1739209782.4778557,-38.13080360867914
,,1739209782.4778593,-38.13080360867914
,,1739209782.4778628,-38.13080360867914
,,1739209782.4778664,-33.98107012897096
,,1739209782.4778695,-45.120503652039325
,,1739209782.477873,-45.120503652039325
,,1739209782.477877,-38.13080360867914
,,1739209782.4778802,-29.438486411369333
,,1739209782.4778838,-45.120503652039325
,,1739209782.4778874,-45.120503652039325
,,1739209782.477891,-35.57807855764607
,,1739209782.4778943,-30.49652367304973
,,1739209782.477898,-38.13080360867914
,,1739209782.4779017,-38.13080360867914
,,1739209782.477905,-45.120503652039325
,,1739209782.4779084,-38.13080360867914
,,1739209782.477912,-38.13080360867914
,,1739209782.4779155,-38.13080360867914
,,1739209782.4779189,-45.120503652039325
,,1739209782.4779224,-26.99137008561072
,,1739209782.477926,-33.981070128970906
,,1739209782.4779296,-45.120503652039325
,,1739209782.477933,-33.981070128970906
,,1739209782.4779365,-38.13080360867914
,,1739209782.47794,-38.13080360867914
,,1739209782.4779434,-38.13080360867914
,,1739209782.477947,-33.981070128970906
,,1739209782.4779506,-45.120503652039325
,,1739209782.477954,-32.816014438256545
,,1739209782.4779575,-31.141103565318943
,,1739209782.477961,-9.643987068439602
,,1739209782.4779646,-15.459086324648965
,,1739209782.4779682,-30.49652367304976
,,1739209782.4779716,-26.991370085610736
,,1739209782.4779751,-38.13080360867914
,,1739209782.4779787,-17.600019173844906
,,1739209782.477982,-33.981070128970906
,,1739209782.4779856,-38.13080360867914
,,1739209782.4779892,-30.49652367304973
,,1739209782.4779928,-22.17584139042336
,,1739209782.477996,-8.450646468742688
,,1739209782.4779997,-26.991370085610736
,,1739209782.4780033,-45.120503652039325
,,1739209782.4780066,-32.816014438256545
,,1739209782.4780102,-38.13080360867914
,,1739209782.4780138,-38.13080360867914
,,1739209782.478017,-38.13080360867914
,,1739209782.478021,-28.992665084841946
,,1739209782.4780242,-25.62660358559016
,,1739209782.4780278,-18.636903542229973
,,1739209782.4780314,-27.877744956031417
,,1739209782.4780347,-31.141103565318915
,,1739209782.4780383,-38.13080360867914
,,1739209782.478042,-38.13080360867914
,,1739209782.4780452,-45.120503652039325
,,1739209782.4780488,-33.981070128970906
,,1739209782.4780524,-31.141103565318915
,,1739209782.478056,-45.120503652039325
,,1739209782.4780593,-35.57807855764607
,,1739209782.4780629,-17.07910932868579
,,1739209782.4780664,-28.992665084841946
,,1739209782.47807,-38.13080360867914
,,1739209782.4780734,-38.13080360867914
,,1739209782.478077,-33.981070128970906
,,1739209782.4780805,-28.58837851428586
,,1739209782.4780838,-38.13080360867914
,,1739209782.4780874,-38.13080360867914
,,1739209782.478091,-38.13080360867914
,,1739209782.4780946,-45.120503652039325
,,1739209782.478098,-33.981070128970906
,,1739209782.4781015,-45.120503652039325
,,1739209782.478105,-45.120503652039325
,,1739209782.4781084,-31.141103565318915
,,1739209782.478112,-19.35709014998136
,,1739209782.4781156,-28.58837851428589
,,1739209782.4781191,-35.57807855764607
,,1739209782.4781225,-25.82631439489636
,,1739209782.478126,-28.992665084841967
,,1739209782.4781296,-9.442009146308225
,,1739209782.4781332,-15.554017859987257
,,1739209782.4781363,-25.25278630937684
,,1739209782.47814,-28.58837851428586
,,1739209782.4781437,-38.13080360867914
,,1739209782.478147,-33.981070128970906
,,1739209782.4781506,-28.58837851428586
,,1739209782.4781542,-38.13080360867914
,,1739209782.4781578,-38.13080360867914
,,1739209782.478161,-32.816014438256545
,,1739209782.478165,-38.13080360867914
,,1739209782.4781682,-45.120503652039325
,,1739209782.4781718,-38.13080360867914
,,1739209782.4781752,-33.981070128970906
,,1739209782.4781787,-33.981070128970906
