CAN Message, 0x1bb:00007e10e615fa0e,Timestamp,Amplitude
,,1739209852.4700942,-33.981070128970906
,,1739209852.4700963,-38.13080360867914
,,1739209852.4700985,-45.120503652039325
,,1739209852.4701006,-38.13080360867914
,,1739209852.4701028,-38.13080360867914
,,1739209852.4701052,-38.13080360867914
,,1739209852.4701073,-45.120503652039325
,,1739209852.4701097,-31.141103565318915
,,1739209852.4701116,-32.816014438256545
,,1739209852.4701138,-38.13080360867914
,,1739209852.470116,-38.13080360867914
,,1739209852.470118,-45.120503652039325
,,1739209852.4701202,-38.13080360867914
,,1739209852.4701226,-38.13080360867914
,,1739209852.4701247,-45.120503652039325
,,1739209852.4701269,-38.13080360867914
,,1739209852.470129,-45.120503652039325
,,1739209852.4701312,-45.120503652039325
,,1739209852.4701333,-33.981070128970906
,,1739209852.4701357,-33.981070128970906
,,1739209852.4701378,-33.981070128970906
,,1739209852.47014,-19.089059925837475
,,1739209852.470142,-25.82631439489636
,,1739209852.4701445,-38.13080360867914
,,1739209852.4701464,-38.13080360867914
,,1739209852.4701486,-38.13080360867914
,,1739209852.4701507,-45.120503652039325
,,1739209852.470153,-38.13080360867914
,,1739209852.4701552,-32.816014438256545
,,1739209852.4701574,-45.120503652039325
,,1739209852.4701595,-45.120503652039325
,,1739209852.4701617,-38.13080360867914
,,1739209852.4701638,-38.13080360867914
,,1739209852.470166,-45.120503652039325
,,1739209852.470168,-45.120503652039325
,,1739209852.4701705,-45.120503652039325
,,1739209852.4701726,-45.120503652039325
,,1739209852.4701748,-38.13080360867914
,,1739209852.470177,-38.13080360867914
,,1739209852.470179,-38.13080360867914
,,1739209852.4701812,-45.120503652039325
,,1739209852.4701834,-38.13080360867914
,,1739209852.4701858,-35.57807855764607
,,1739209852.470188,-38.13080360867914
,,1739209852.47019,-45.120503652039325
,,1739209852.4701922,-28.992665084841946
,,1739209852.4701943,-45.120503652039325
,,1739209852.4701965,-45.120503652039325
,,1739209852.4701986,-28.58837851428586
,,1739209852.4702008,-31.141103565318943
,,1739209852.4702032,-12.367390106621176
,,1739209852.4702053,-33.981070128970906
,,1739209852.4702077,-27.8777449560314
,,1739209852.4702096,-45.120503652039325
,,1739209852.4702115,-45.120503652039325
,,1739209852.470214,-32.816014438256545
,,1739209852.470216,-23.75329798047522
,,1739209852.4702184,-38.13080360867914
,,1739209852.4702206,-45.120503652039325
,,1739209852.4702227,-38.13080360867914
