CAN Message, 0x1b8:00007a51ea57f7dd,Timestamp,Amplitude
,,1739209599.7542374,-45.120503652039325
,,1739209599.7542467,-45.120503652039325
,,1739209599.7542558,-38.13080360867914
,,1739209599.7542648,-38.13080360867914
,,1739209599.754274,-45.120503652039325
,,1739209599.7542832,-33.981070128970906
,,1739209599.7542922,-38.13080360867914
,,1739209599.7543013,-38.13080360867914
,,1739209599.7543106,-33.981070128970906
,,1739209599.7543197,-45.120503652039325
,,1739209599.7543287,-38.13080360867914
,,1739209599.754338,-38.13080360867914
,,1739209599.754347,-38.13080360867914
,,1739209599.754356,-38.13080360867914
,,1739209599.7543652,-45.120503652039325
,,1739209599.7543745,-45.120503652039325
,,1739209599.7543836,-45.120503652039325
,,1739209599.7543926,-38.13080360867914
,,1739209599.754402,-38.13080360867914
,,1739209599.754411,-45.120503652039325
,,1739209599.75442,-38.13080360867914
,,1739209599.754429,-24.29264994887477
,,1739209599.7544384,-31.141103565318943
,,1739209599.7544477,-33.981070128970906
,,1739209599.7544563,-45.120503652039325
,,1739209599.7544658,-45.120503652039325
,,1739209599.7544749,-45.120503652039325
,,1739209599.754484,-33.981070128970906
,,1739209599.7544932,-31.141103565318915
,,1739209599.7545023,-38.13080360867914
,,1739209599.7545114,-45.120503652039325
,,1739209599.7545204,-35.57807855764607
,,1739209599.7545297,-32.816014438256545
,,1739209599.7545388,-45.120503652039325
,,1739209599.7545478,-38.13080360867914
,,1739209599.7545571,-38.13080360867914
,,1739209599.7545662,-38.13080360867914
,,1739209599.7545753,-45.120503652039325
,,1739209599.7545846,-32.816014438256545
,,1739209599.7545936,-45.120503652039325
,,1739209599.754603,-28.992665084841967
,,1739209599.7546115,-45.120503652039325
,,1739209599.754621,-38.13080360867914
,,1739209599.75463,-38.13080360867914
,,1739209599.7546391,-45.120503652039325
,,1739209599.7546484,-28.992665084841946
,,1739209599.7546575,-45.120503652039325
,,1739209599.7546666,-38.13080360867914
,,1739209599.7546756,-23.75329798047522
,,1739209599.754685,-33.98107012897096
,,1739209599.754694,-13.322114371807425
,,1739209599.754703,-33.981070128970906
,,1739209599.7547123,-33.981070128970906
,,1739209599.7547214,-45.120503652039325
,,1739209599.7547305,-45.120503652039325
,,1739209599.7547398,-38.13080360867914
,,1739209599.7547488,-32.816014438256545
,,1739209599.754758,-35.57807855764607
,,1739209599.754767,-35.57807855764607
,,1739209599.7547762,-45.120503652039325
,,1739209599.7547853,-29.438486411369333
,,1739209599.7547944,-38.13080360867914
,,1739209599.7548037,-38.13080360867914
,,1739209599.7548127,-45.120503652039325
,,1739209599.7548218,-27.87774495603143
,,1739209599.7548308,-45.120503652039325
,,1739209599.75484,-45.120503652039325
,,1739209599.7548492,-45.120503652039325
,,1739209599.7548585,-45.120503652039325
,,1739209599.7548676,-38.13080360867914
,,1739209599.7548766,-45.120503652039325
,,1739209599.7548857,-33.981070128970906
,,1739209599.754895,-26.991370085610736
,,1739209599.754904,-31.141103565318893
,,1739209599.754913,-26.99137008561072
,,1739209599.7549222,-45.120503652039325
