CAN Message, 0x1b8:030079facf26ade0,Timestamp,Amplitude
,,1739209848.5376818,-45.120503652039325
,,1739209848.537684,-45.120503652039325
,,1739209848.537686,-45.120503652039325
,,1739209848.5376885,-38.13080360867914
,,1739209848.5376904,-38.13080360867914
,,1739209848.5376923,-45.120503652039325
,,1739209848.5376947,-38.13080360867914
,,1739209848.5376968,-35.57807855764607
,,1739209848.537699,-45.120503652039325
,,1739209848.5377011,-30.49652367304973
,,1739209848.5377033,-32.816014438256545
,,1739209848.5377054,-38.13080360867914
,,1739209848.5377076,-45.120503652039325
,,1739209848.5377097,-38.13080360867914
,,1739209848.537712,-38.13080360867914
,,1739209848.537714,-45.120503652039325
,,1739209848.5377162,-32.816014438256545
,,1739209848.5377183,-35.57807855764607
,,1739209848.5377204,-38.13080360867914
,,1739209848.5377228,-45.120503652039325
,,1739209848.537725,-28.992665084841946
,,1739209848.537727,-21.44694444177911
,,1739209848.5377293,-16.398940924556367
,,1739209848.5377314,-28.992665084841946
,,1739209848.5377336,-45.120503652039325
,,1739209848.5377357,-33.981070128970906
,,1739209848.5377378,-28.992665084841946
,,1739209848.53774,-45.120503652039325
,,1739209848.537742,-33.981070128970906
,,1739209848.5377443,-45.120503652039325
,,1739209848.5377464,-33.981070128970906
,,1739209848.5377486,-45.120503652039325
,,1739209848.5377507,-45.120503652039325
,,1739209848.5377529,-38.13080360867914
,,1739209848.537755,-38.13080360867914
,,1739209848.5377572,-32.816014438256545
,,1739209848.5377593,-38.13080360867914
,,1739209848.5377614,-38.13080360867914
,,1739209848.5377636,-31.141103565318915
,,1739209848.5377655,-31.141103565318893
,,1739209848.537768,-38.13080360867914
,,1739209848.53777,-45.120503652039325
,,1739209848.5377722,-45.120503652039325
,,1739209848.5377743,-33.981070128970906
,,1739209848.5377765,-45.120503652039325
,,1739209848.5377786,-20.51152522447381
,,1739209848.5377808,-23.38864096791655
,,1739209848.537783,-45.120503652039325
,,1739209848.537785,-45.120503652039325
,,1739209848.5377872,-24.438645034577675
,,1739209848.537789,-11.15328086700156
,,1739209848.5377915,-12.42303992073162
,,1739209848.5377936,-24.589719217205094
,,1739209848.537796,-38.13080360867914
,,1739209848.5377982,-31.141103565318915
,,1739209848.5378003,-45.120503652039325
,,1739209848.5378025,-45.120503652039325
,,1739209848.5378046,-38.13080360867914
,,1739209848.5378067,-33.981070128970906
,,1739209848.537809,-38.13080360867914
,,1739209848.537811,-45.120503652039325
,,1739209848.5378132,-33.981070128970906
,,1739209848.537815,-30.49652367304973
,,1739209848.5378177,-38.13080360867914
,,1739209848.5378196,-38.13080360867914
,,1739209848.5378218,-38.13080360867914
,,1739209848.537824,-38.13080360867914
,,1739209848.537826,-45.120503652039325
,,1739209848.5378282,-38.13080360867914
,,1739209848.5378304,-45.120503652039325
,,1739209848.5378325,-30.49652367304973
,,1739209848.5378442,-38.13080360867914
,,1739209848.537856,-38.13080360867914
,,1739209848.5378675,-38.13080360867914
,,1739209848.537879,-22.74004262075133
,,1739209848.537891,-33.981070128970906
,,1739209848.5379024,-33.981070128970906
,,1739209848.537914,-38.13080360867914
,,1739209848.5379255,-28.58837851428586
,,1739209848.5379374,-13.594562872764596
,,1739209848.537949,-21.67658091518819
,,1739209848.5379608,-28.58837851428586
,,1739209848.5379722,-25.826314394896364
,,1739209848.537984,-31.141103565318915
,,1739209848.5379956,-45.120503652039325
,,1739209848.5380073,-38.13080360867914
,,1739209848.538019,-33.981070128970906
,,1739209848.5380306,-45.120503652039325
,,1739209848.5380423,-45.120503652039325
,,1739209848.5380538,-38.13080360867914
,,1739209848.5380654,-28.992665084841946
,,1739209848.538077,-38.13080360867914
,,1739209848.5380888,-38.13080360867914
,,1739209848.5381005,-38.13080360867914
,,1739209848.5381122,-33.981070128970906
,,1739209848.5381238,-38.13080360867914
,,1739209848.5381355,-45.120503652039325
,,1739209848.538147,-31.141103565318915
,,1739209848.538159,-21.598678470925677
,,1739209848.5381703,-18.263086266016654
,,1739209848.538182,-28.992665084841946
,,1739209848.5381937,-38.13080360867914
,,1739209848.5382054,-31.141103565318915
,,1739209848.538217,-38.13080360867914
,,1739209848.5382285,-38.13080360867914
,,1739209848.5382402,-32.816014438256545
,,1739209848.538252,-30.49652367304973
,,1739209848.5382636,-45.120503652039325
,,1739209848.5382752,-45.120503652039325
,,1739209848.538287,-45.120503652039325
,,1739209848.5382986,-38.13080360867914
,,1739209848.5383103,-29.438486411369333
,,1739209848.5383215,-45.120503652039325
,,1739209848.5383334,-45.120503652039325
,,1739209848.538345,-45.120503652039325
,,1739209848.5383568,-32.816014438256545
,,1739209848.5383685,-38.13080360867914
,,1739209848.53838,-45.120503652039325
,,1739209848.5383918,-38.13080360867914
,,1739209848.5384033,-29.438486411369333
,,1739209848.538415,-45.120503652039325
,,1739209848.5384266,-31.141103565318915
,,1739209848.5384383,-18.598040242006057
,,1739209848.53845,-25.62660358559016
,,1739209848.5384617,-33.981070128970906
,,1739209848.5384734,-45.120503652039325
,,1739209848.538485,-25.82631439489636
,,1739209848.5384965,-9.860990239559166
,,1739209848.5385082,-15.872543694060177
,,1739209848.53852,-22.84163660590256
,,1739209848.5385315,-38.13080360867914
,,1739209848.5385432,-27.87774495603143
,,1739209848.538555,-38.13080360867914
,,1739209848.5385666,-35.57807855764607
,,1739209848.538578,-45.120503652039325
,,1739209848.5385897,-38.13080360867914
,,1739209848.5386014,-45.120503652039325
,,1739209848.538613,-33.981070128970906
,,1739209848.5386248,-45.120503652039325
,,1739209848.5386364,-45.120503652039325
,,1739209848.538648,-45.120503652039325
,,1739209848.5386598,-45.120503652039325
,,1739209848.5386713,-45.120503652039325
,,1739209848.538683,-38.13080360867914
,,1739209848.5386946,-45.120503652039325
,,1739209848.5387063,-38.13080360867914
,,1739209848.538718,-22.74004262075133
,,1739209848.5387297,-24.15140352195872
,,1739209848.5387414,-33.981070128970906
,,1739209848.538753,-38.13080360867914
,,1739209848.5387645,-33.981070128970906
,,1739209848.5387762,-45.120503652039325
,,1739209848.5387878,-45.120503652039325
,,1739209848.5387995,-38.13080360867914
,,1739209848.5388112,-38.13080360867914
,,1739209848.538823,-45.120503652039325
,,1739209848.5388346,-8.870467641890658
,,1739209848.538846,-20.822980852015213
,,1739209848.5388577,-29.438486411369357
,,1739209848.5388694,-25.25278630937684
,,1739209848.538881,-27.267205301931607
,,1739209848.5388927,-20.001670042250545
,,1739209848.5389044,-30.49652367304973
,,1739209848.538916,-33.98107012897096
,,1739209848.5389278,-35.57807855764607
,,1739209848.5389392,-38.13080360867914
,,1739209848.538951,-38.13080360867914
,,1739209848.5389626,-30.49652367304973
,,1739209848.5389743,-32.816014438256545
,,1739209848.538986,-45.120503652039325
,,1739209848.5389977,-38.13080360867914
,,1739209848.539009,-45.120503652039325
,,1739209848.5390208,-38.13080360867914
,,1739209848.5390325,-38.13080360867914
,,1739209848.539044,-38.13080360867914
,,1739209848.5390558,-31.141103565318943
,,1739209848.5390675,-32.81601443825658
