CAN Message, 0x77:00d45f2734a1598c,Timestamp,Amplitude
,,1739209760.3007166,-45.120503652039325
,,1739209760.3007214,-38.13080360867914
,,1739209760.300726,-32.816014438256545
,,1739209760.3007307,-45.120503652039325
,,1739209760.3007352,-38.13080360867914
,,1739209760.30074,-45.120503652039325
,,1739209760.3007443,-45.120503652039325
,,1739209760.3007493,-35.57807855764607
,,1739209760.3007538,-35.57807855764607
,,1739209760.3007584,-45.120503652039325
,,1739209760.3007631,-45.120503652039325
,,1739209760.3007677,-38.13080360867914
,,1739209760.3007724,-45.120503652039325
,,1739209760.300777,-38.13080360867914
,,1739209760.3007815,-35.57807855764607
,,1739209760.3007865,-38.13080360867914
,,1739209760.300791,-45.120503652039325
,,1739209760.3007956,-38.13080360867914
,,1739209760.3008003,-38.13080360867914
,,1739209760.3008049,-45.120503652039325
,,1739209760.3008096,-38.13080360867914
,,1739209760.3008142,-45.120503652039325
,,1739209760.300819,-45.120503652039325
,,1739209760.3008237,-38.13080360867914
,,1739209760.300828,-45.120503652039325
,,1739209760.3008327,-38.13080360867914
,,1739209760.3008373,-32.816014438256545
,,1739209760.300842,-38.13080360867914
,,1739209760.3008466,-45.120503652039325
,,1739209760.300851,-38.13080360867914
,,1739209760.300856,-38.13080360867914
,,1739209760.3008606,-38.13080360867914
,,1739209760.3008652,-45.120503652039325
,,1739209760.30087,-38.13080360867914
,,1739209760.3008745,-45.120503652039325
,,1739209760.3008792,-38.13080360867914
,,1739209760.3008838,-45.120503652039325
,,1739209760.3008883,-45.120503652039325
,,1739209760.300893,-38.13080360867914
,,1739209760.3008976,-38.13080360867914
,,1739209760.3009024,-45.120503652039325
,,1739209760.300907,-38.13080360867914
,,1739209760.3009117,-35.57807855764607
,,1739209760.3009162,-45.120503652039325
,,1739209760.300921,-45.120503652039325
,,1739209760.3009255,-45.120503652039325
,,1739209760.3009305,-33.981070128970906
,,1739209760.3009348,-38.13080360867914
,,1739209760.3009396,-33.981070128970906
,,1739209760.300944,-28.218542851754165
,,1739209760.3009489,-12.231307595422026
,,1739209760.3009534,-13.898344869311025
,,1739209760.3009582,-29.438486411369357
,,1739209760.3009627,-33.981070128970906
,,1739209760.3009677,-38.13080360867914
,,1739209760.300972,-33.981070128970906
,,1739209760.3009765,-38.13080360867914
,,1739209760.3009813,-45.120503652039325
,,1739209760.3009858,-45.120503652039325
,,1739209760.3009906,-38.13080360867914
,,1739209760.300995,-38.13080360867914
,,1739209760.301,-38.13080360867914
,,1739209760.3010044,-31.14110356531892
,,1739209760.3010092,-29.438486411369347
,,1739209760.3010137,-33.981070128970906
,,1739209760.3010185,-45.120503652039325
,,1739209760.301023,-45.120503652039325
,,1739209760.3010278,-38.13080360867914
,,1739209760.3010323,-38.13080360867914
,,1739209760.301037,-38.13080360867914
,,1739209760.3010416,-33.981070128970906
,,1739209760.3010464,-31.141103565318915
,,1739209760.301051,-33.981070128970906
,,1739209760.3010554,-38.13080360867914
,,1739209760.3010602,-38.13080360867914
,,1739209760.3010647,-33.981070128970906
,,1739209760.3010695,-45.120503652039325
,,1739209760.301074,-38.13080360867914
,,1739209760.3010788,-27.267205301931607
,,1739209760.301083,-27.8777449560314
,,1739209760.301088,-33.981070128970906
,,1739209760.3010926,-45.120503652039325
,,1739209760.3010974,-45.120503652039325
,,1739209760.301102,-33.981070128970906
,,1739209760.3011067,-45.120503652039325
,,1739209760.3011112,-45.120503652039325
,,1739209760.301116,-45.120503652039325
,,1739209760.3011203,-38.13080360867914
,,1739209760.301125,-38.13080360867914
,,1739209760.3011298,-45.120503652039325
,,1739209760.3011343,-33.981070128970906
,,1739209760.301139,-33.981070128970906
,,1739209760.3011436,-38.13080360867914
,,1739209760.3011484,-38.13080360867914
,,1739209760.301153,-38.13080360867914
,,1739209760.3011577,-38.13080360867914
,,1739209760.3011622,-45.120503652039325
,,1739209760.301167,-45.120503652039325
,,1739209760.3011715,-45.120503652039325
,,1739209760.3011763,-31.14110356531892
