CAN Message, 0x39:03ae68123a718480,Timestamp,Amplitude
,,1739209618.4431863,-33.981070128970906
,,1739209618.4431908,-45.120503652039325
,,1739209618.443195,-45.120503652039325
,,1739209618.4432,-35.57807855764607
,,1739209618.4432044,-45.120503652039325
,,1739209618.443209,-33.981070128970906
,,1739209618.4432137,-32.816014438256545
,,1739209618.443218,-38.13080360867914
,,1739209618.4432223,-38.13080360867914
,,1739209618.443227,-38.13080360867914
,,1739209618.4432316,-38.13080360867914
,,1739209618.443236,-35.57807855764607
,,1739209618.4432406,-38.13080360867914
,,1739209618.4432452,-45.120503652039325
,,1739209618.4432497,-38.13080360867914
,,1739209618.4432542,-35.57807855764607
,,1739209618.4432588,-38.13080360867914
,,1739209618.4432633,-45.120503652039325
,,1739209618.4432678,-45.120503652039325
,,1739209618.4432724,-35.57807855764607
,,1739209618.443277,-35.57807855764607
,,1739209618.4432814,-38.13080360867914
,,1739209618.443286,-38.13080360867914
,,1739209618.4432905,-38.13080360867914
,,1739209618.443295,-45.120503652039325
,,1739209618.4432995,-45.120503652039325
,,1739209618.443304,-45.120503652039325
,,1739209618.4433086,-35.57807855764607
,,1739209618.4433131,-38.13080360867914
,,1739209618.4433177,-45.120503652039325
,,1739209618.4433222,-45.120503652039325
,,1739209618.4433267,-45.120503652039325
,,1739209618.4433312,-45.120503652039325
,,1739209618.4433358,-45.120503652039325
,,1739209618.4433403,-45.120503652039325
,,1739209618.4433448,-45.120503652039325
,,1739209618.4433494,-38.13080360867914
,,1739209618.443354,-38.13080360867914
,,1739209618.4433584,-45.120503652039325
,,1739209618.443363,-45.120503652039325
,,1739209618.4433675,-45.120503652039325
,,1739209618.443372,-38.13080360867914
,,1739209618.4433763,-45.120503652039325
,,1739209618.443381,-45.120503652039325
,,1739209618.4433856,-45.120503652039325
,,1739209618.44339,-38.13080360867914
,,1739209618.443395,-38.13080360867914
,,1739209618.4433992,-38.13080360867914
,,1739209618.4434035,-38.13080360867914
,,1739209618.4434085,-38.13080360867914
,,1739209618.4434128,-15.13355206892273
,,1739209618.4434173,-20.695705961394808
,,1739209618.4434218,-33.981070128970906
,,1739209618.4434264,-31.141103565318915
,,1739209618.443431,-45.120503652039325
,,1739209618.4434354,-45.120503652039325
,,1739209618.44344,-45.120503652039325
,,1739209618.4434445,-45.120503652039325
,,1739209618.443449,-45.120503652039325
,,1739209618.4434536,-45.120503652039325
,,1739209618.443458,-45.120503652039325
,,1739209618.4434626,-45.120503652039325
