CAN Message, 0x39:08f51742250a2f0d,Timestamp,Amplitude
,,1739209674.538807,-38.13080360867914
,,1739209674.538808,-45.120503652039325
,,1739209674.538809,-38.13080360867914
,,1739209674.5388105,-38.13080360867914
,,1739209674.5388117,-45.120503652039325
,,1739209674.5388129,-35.57807855764607
,,1739209674.538814,-45.120503652039325
,,1739209674.5388155,-45.120503652039325
,,1739209674.5388167,-38.13080360867914
,,1739209674.538818,-45.120503652039325
,,1739209674.538819,-45.120503652039325
,,1739209674.5388205,-33.981070128970906
,,1739209674.5388217,-38.13080360867914
,,1739209674.538823,-45.120503652039325
,,1739209674.538824,-38.13080360867914
,,1739209674.5388253,-38.13080360867914
,,1739209674.5388265,-38.13080360867914
,,1739209674.538828,-38.13080360867914
,,1739209674.538829,-35.57807855764607
,,1739209674.5388305,-38.13080360867914
,,1739209674.5388317,-45.120503652039325
,,1739209674.538833,-45.120503652039325
,,1739209674.538834,-45.120503652039325
,,1739209674.5388353,-38.13080360867914
,,1739209674.5388365,-38.13080360867914
,,1739209674.5388377,-45.120503652039325
,,1739209674.538839,-45.120503652039325
,,1739209674.5388403,-33.981070128970906
,,1739209674.5388415,-38.13080360867914
,,1739209674.538843,-45.120503652039325
,,1739209674.538844,-38.13080360867914
,,1739209674.5388453,-35.57807855764607
,,1739209674.5388465,-38.13080360867914
,,1739209674.5388477,-45.120503652039325
,,1739209674.5388489,-45.120503652039325
,,1739209674.53885,-45.120503652039325
,,1739209674.5388515,-45.120503652039325
,,1739209674.5388527,-45.120503652039325
,,1739209674.538854,-38.13080360867914
,,1739209674.538855,-38.13080360867914
,,1739209674.5388565,-45.120503652039325
,,1739209674.5388577,-45.120503652039325
,,1739209674.538859,-38.13080360867914
,,1739209674.53886,-29.438486411369333
,,1739209674.5388613,-45.120503652039325
,,1739209674.5388627,-45.120503652039325
,,1739209674.538864,-38.13080360867914
,,1739209674.538865,-31.141103565318915
,,1739209674.5388663,-27.8777449560314
,,1739209674.5388677,-27.87774495603143
,,1739209674.538869,-13.71856686625298
,,1739209674.53887,-9.58046044192026
,,1739209674.5388713,-27.267205301931607
,,1739209674.5388725,-30.49652367304973
,,1739209674.538874,-38.13080360867914
,,1739209674.538875,-38.13080360867914
,,1739209674.5388763,-45.120503652039325
,,1739209674.5388775,-45.120503652039325
,,1739209674.538879,-33.981070128970906
,,1739209674.53888,-38.13080360867914
,,1739209674.5388813,-45.120503652039325
,,1739209674.5388825,-35.57807855764607
,,1739209674.5388837,-45.120503652039325
,,1739209674.5388849,-45.120503652039325
,,1739209674.5388863,-38.13080360867914
,,1739209674.5388875,-33.981070128970906
,,1739209674.5388887,-38.13080360867914
,,1739209674.53889,-35.57807855764607
,,1739209674.538891,-38.13080360867914
,,1739209674.5388925,-38.13080360867914
,,1739209674.5388937,-38.13080360867914
,,1739209674.538895,-25.82631439489636
,,1739209674.538896,-28.58837851428586
,,1739209674.5388975,-33.981070128970906
,,1739209674.5388987,-20.888044912671223
,,1739209674.5389,-25.25278630937684
,,1739209674.538901,-29.438486411369333
,,1739209674.5389023,-45.120503652039325
,,1739209674.5389037,-25.82631439489636
,,1739209674.538905,-13.846215873523304
,,1739209674.538906,-15.554017859987264
,,1739209674.5389073,-27.267205301931607
,,1739209674.5389085,-38.13080360867914
,,1739209674.53891,-33.981070128970906
,,1739209674.538911,-32.816014438256545
,,1739209674.5389123,-33.981070128970906
,,1739209674.5389135,-38.13080360867914
,,1739209674.538915,-32.816014438256545
,,1739209674.538916,-28.218542851754165
,,1739209674.5389173,-45.120503652039325
,,1739209674.5389185,-38.13080360867914
,,1739209674.5389197,-38.13080360867914
,,1739209674.538921,-45.120503652039325
,,1739209674.5389223,-45.120503652039325
,,1739209674.5389235,-45.120503652039325
,,1739209674.5389247,-33.981070128970906
,,1739209674.538926,-30.49652367304973
,,1739209674.5389273,-45.120503652039325
,,1739209674.5389285,-38.13080360867914
,,1739209674.5389297,-38.13080360867914
,,1739209674.538931,-28.58837851428586
,,1739209674.538932,-45.120503652039325
,,1739209674.5389335,-35.57807855764607
,,1739209674.5389347,-19.35709014998136
,,1739209674.538936,-45.120503652039325
,,1739209674.538937,-32.816014438256545
,,1739209674.5389383,-38.13080360867914
,,1739209674.5389397,-30.49652367304976
,,1739209674.538941,-8.736609575385932
,,1739209674.538942,-16.688175871059194
,,1739209674.5389433,-30.49652367304976
,,1739209674.5389447,-31.141103565318915
,,1739209674.538946,-45.120503652039325
,,1739209674.538947,-45.120503652039325
,,1739209674.5389483,-38.13080360867914
,,1739209674.5389495,-45.120503652039325
,,1739209674.538951,-24.74623867263306
,,1739209674.538952,-24.151403521958727
,,1739209674.5389533,-21.522148828640407
,,1739209674.5389545,-28.992665084841946
,,1739209674.538956,-38.13080360867914
,,1739209674.538957,-45.120503652039325
,,1739209674.5389583,-33.981070128970906
,,1739209674.5389595,-38.13080360867914
,,1739209674.5389607,-38.13080360867914
,,1739209674.538962,-38.13080360867914
,,1739209674.5389633,-38.13080360867914
,,1739209674.5389645,-18.877682693682605
,,1739209674.5389657,-22.54371790334745
,,1739209674.538967,-45.120503652039325
,,1739209674.5389683,-38.13080360867914
,,1739209674.5389695,-38.13080360867914
,,1739209674.5389707,-28.992665084841946
,,1739209674.538972,-38.13080360867914
,,1739209674.538973,-45.120503652039325
,,1739209674.5389743,-45.120503652039325
,,1739209674.5389757,-24.589719217205094
,,1739209674.538977,-28.58837851428586
,,1739209674.538978,-38.13080360867914
,,1739209674.5389795,-38.13080360867914
,,1739209674.5389807,-31.141103565318915
,,1739209674.538982,-38.13080360867914
,,1739209674.538983,-45.120503652039325
,,1739209674.5389843,-38.13080360867914
,,1739209674.5389855,-38.13080360867914
,,1739209674.538987,-45.120503652039325
,,1739209674.538988,-38.13080360867914
,,1739209674.5389893,-45.120503652039325
,,1739209674.5389905,-35.57807855764607
,,1739209674.538992,-38.13080360867914
,,1739209674.5389931,-38.13080360867914
,,1739209674.5389943,-26.99137008561072
,,1739209674.5389955,-26.487275050834725
,,1739209674.5389967,-32.816014438256545
,,1739209674.538998,-33.981070128970906
,,1739209674.5389993,-45.120503652039325
,,1739209674.5390005,-22.44878636800916
,,1739209674.5390017,-24.15140352195872
,,1739209674.5390031,-45.120503652039325
,,1739209674.5390043,-38.13080360867914
,,1739209674.5390055,-38.13080360867914
,,1739209674.5390067,-38.13080360867914
,,1739209674.539008,-45.120503652039325
,,1739209674.539009,-38.13080360867914
,,1739209674.5390103,-38.13080360867914
,,1739209674.5390117,-38.13080360867914
,,1739209674.539013,-33.981070128970906
,,1739209674.539014,-45.120503652039325
,,1739209674.5390155,-28.58837851428586
,,1739209674.5390167,-33.981070128970906
,,1739209674.539018,-45.120503652039325
,,1739209674.539019,-31.141103565318893
,,1739209674.5390203,-45.120503652039325
,,1739209674.5390215,-35.57807855764607
,,1739209674.539023,-38.13080360867914
,,1739209674.539024,-32.816014438256545
,,1739209674.5390253,-32.816014438256545
,,1739209674.5390267,-38.13080360867914
,,1739209674.539028,-45.120503652039325
,,1739209674.5390291,-38.13080360867914
,,1739209674.5390303,-16.39894092455636
,,1739209674.5390315,-30.49652367304973
,,1739209674.539033,-33.981070128970906
,,1739209674.539034,-45.120503652039325
,,1739209674.539035,-32.816014438256545
,,1739209674.5390365,-7.89992593872465
,,1739209674.5390377,-22.54371790334745
,,1739209674.5390391,-38.13080360867914
,,1739209674.5390403,-26.991370085610736
,,1739209674.5390415,-26.991370085610736
,,1739209674.5390427,-45.120503652039325
,,1739209674.539044,-45.120503652039325
,,1739209674.539045,-31.141103565318893
,,1739209674.5390463,-24.746238672633048
,,1739209674.5390477,-20.00167004225055
,,1739209674.539049,-23.16150712794695
,,1739209674.5390503,-32.816014438256545
,,1739209674.5390515,-30.49652367304973
,,1739209674.5390527,-38.13080360867914
,,1739209674.539054,-35.57807855764607
,,1739209674.539055,-45.120503652039325
,,1739209674.5390563,-45.120503652039325
,,1739209674.5390575,-38.13080360867914
,,1739209674.539059,-38.13080360867914
,,1739209674.53906,-45.120503652039325
,,1739209674.5390615,-30.49652367304973
,,1739209674.5390627,-38.13080360867914
,,1739209674.539064,-45.120503652039325
,,1739209674.5390651,-33.981070128970906
,,1739209674.5390663,-15.573255742248662
,,1739209674.5390675,-24.589719217205094
,,1739209674.539069,-38.13080360867914
,,1739209674.53907,-35.57807855764607
,,1739209674.539071,-45.120503652039325
,,1739209674.5390725,-35.57807855764607
,,1739209674.539074,-45.120503652039325
,,1739209674.5390751,-32.816014438256545
,,1739209674.5390763,-28.992665084841946
,,1739209674.5390775,-19.642756598161068
,,1739209674.5390787,-21.4469444417791
,,1739209674.53908,-38.13080360867914
,,1739209674.539081,-38.13080360867914
,,1739209674.5390823,-24.746238672633048
,,1739209674.5390835,-11.5316416079806
,,1739209674.5390851,-12.09935988247728
,,1739209674.5390863,-32.816014438256545
,,1739209674.5390875,-28.58837851428586
,,1739209674.5390887,-45.120503652039325
,,1739209674.53909,-38.13080360867914
,,1739209674.539091,-38.13080360867914
,,1739209674.5390923,-33.981070128970906
,,1739209674.5390935,-38.13080360867914
,,1739209674.539095,-38.13080360867914
,,1739209674.539096,-45.120503652039325
,,1739209674.5390975,-33.981070128970906
,,1739209674.5390987,-32.816014438256545
,,1739209674.5391,-45.120503652039325
,,1739209674.5391011,-27.267205301931607
,,1739209674.5391026,-30.49652367304973
,,1739209674.5391035,-45.120503652039325
