CAN Message, 0x1d3:00004848b926c864,Timestamp,Amplitude
,,1739209888.6461563,-45.120503652039325
,,1739209888.6461625,-38.13080360867914
,,1739209888.6461682,-33.981070128970906
,,1739209888.646174,-38.13080360867914
,,1739209888.6461797,-45.120503652039325
,,1739209888.6461856,-45.120503652039325
,,1739209888.6461914,-45.120503652039325
,,1739209888.646197,-38.13080360867914
,,1739209888.6462028,-45.120503652039325
,,1739209888.6462088,-45.120503652039325
,,1739209888.6462145,-38.13080360867914
,,1739209888.6462202,-38.13080360867914
,,1739209888.646226,-38.13080360867914
,,1739209888.646232,-45.120503652039325
,,1739209888.6462376,-45.120503652039325
,,1739209888.646243,-45.120503652039325
,,1739209888.646249,-45.120503652039325
,,1739209888.646255,-45.120503652039325
,,1739209888.6462607,-45.120503652039325
,,1739209888.6462665,-35.57807855764607
,,1739209888.6462724,-32.816014438256545
,,1739209888.646278,-38.13080360867914
,,1739209888.646284,-38.13080360867914
,,1739209888.6462896,-45.120503652039325
,,1739209888.6462955,-45.120503652039325
,,1739209888.6463013,-38.13080360867914
,,1739209888.646307,-38.13080360867914
,,1739209888.6463127,-45.120503652039325
,,1739209888.646319,-33.981070128970906
,,1739209888.6463244,-38.13080360867914
,,1739209888.64633,-38.13080360867914
,,1739209888.6463358,-35.57807855764607
,,1739209888.6463418,-35.57807855764607
,,1739209888.6463475,-38.13080360867914
,,1739209888.6463532,-45.120503652039325
,,1739209888.6463592,-38.13080360867914
,,1739209888.646365,-45.120503652039325
,,1739209888.6463706,-38.13080360867914
,,1739209888.6463764,-31.141103565318915
,,1739209888.6463823,-38.13080360867914
,,1739209888.646388,-38.13080360867914
,,1739209888.6463938,-38.13080360867914
,,1739209888.6463995,-38.13080360867914
,,1739209888.6464057,-45.120503652039325
,,1739209888.6464112,-45.120503652039325
,,1739209888.646417,-38.13080360867914
,,1739209888.6464226,-38.13080360867914
,,1739209888.6464286,-33.981070128970906
,,1739209888.6464343,-38.13080360867914
,,1739209888.64644,-25.82631439489636
,,1739209888.646446,-12.702549339087303
,,1739209888.6464517,-30.49652367304973
,,1739209888.6464574,-45.120503652039325
