CAN Message, 0x150:06005448513d6c54,Timestamp,Amplitude
,,1739209831.3172543,-45.120503652039325
,,1739209831.3172565,-45.120503652039325
,,1739209831.3172586,-38.13080360867914
,,1739209831.3172607,-45.120503652039325
,,1739209831.3172631,-45.120503652039325
,,1739209831.3172653,-38.13080360867914
,,1739209831.3172674,-45.120503652039325
,,1739209831.3172696,-38.13080360867914
,,1739209831.3172717,-45.120503652039325
,,1739209831.317274,-45.120503652039325
,,1739209831.317276,-45.120503652039325
,,1739209831.317278,-38.13080360867914
,,1739209831.3172803,-45.120503652039325
,,1739209831.317283,-45.120503652039325
,,1739209831.3172848,-38.13080360867914
,,1739209831.317287,-38.13080360867914
,,1739209831.317289,-45.120503652039325
,,1739209831.3172913,-45.120503652039325
,,1739209831.3172934,-32.816014438256545
,,1739209831.3172956,-26.99137008561072
,,1739209831.3172977,-38.13080360867914
,,1739209831.3173,-45.120503652039325
,,1739209831.3173022,-35.57807855764607
,,1739209831.3173044,-38.13080360867914
,,1739209831.3173065,-38.13080360867914
,,1739209831.317309,-38.13080360867914
,,1739209831.3173108,-38.13080360867914
,,1739209831.317313,-30.49652367304973
,,1739209831.317315,-38.13080360867914
,,1739209831.3173172,-45.120503652039325
,,1739209831.3173196,-35.57807855764607
,,1739209831.3173218,-38.13080360867914
,,1739209831.317324,-38.13080360867914
,,1739209831.317326,-45.120503652039325
,,1739209831.3173282,-32.816014438256545
,,1739209831.3173304,-38.13080360867914
,,1739209831.3173325,-45.120503652039325
,,1739209831.317335,-38.13080360867914
,,1739209831.317337,-38.13080360867914
,,1739209831.3173392,-33.981070128970906
,,1739209831.317341,-38.13080360867914
,,1739209831.3173437,-38.13080360867914
,,1739209831.3173456,-33.981070128970906
,,1739209831.3173478,-25.826314394896364
,,1739209831.31735,-31.141103565318915
,,1739209831.317352,-31.141103565318915
,,1739209831.3173542,-38.13080360867914
,,1739209831.3173566,-33.981070128970906
,,1739209831.3173587,-35.57807855764607
,,1739209831.3173609,-45.120503652039325
,,1739209831.317363,-15.20381357823981
,,1739209831.3173652,-29.438486411369347
,,1739209831.3173673,-31.141103565318915
,,1739209831.3173697,-38.13080360867914
,,1739209831.3173716,-45.120503652039325
,,1739209831.317374,-38.13080360867914
,,1739209831.317376,-38.13080360867914
,,1739209831.3173783,-38.13080360867914
,,1739209831.3173804,-45.120503652039325
,,1739209831.3173826,-33.981070128970906
,,1739209831.3173847,-45.120503652039325
,,1739209831.3173869,-38.13080360867914
,,1739209831.317389,-45.120503652039325
,,1739209831.3173912,-33.981070128970906
,,1739209831.3173935,-45.120503652039325
,,1739209831.3173957,-45.120503652039325
,,1739209831.3173978,-32.816014438256545
,,1739209831.3174,-31.141103565318915
,,1739209831.317402,-45.120503652039325
,,1739209831.3174045,-33.981070128970906
,,1739209831.3174064,-45.120503652039325
,,1739209831.3174086,-30.49652367304973
,,1739209831.317411,-33.981070128970906
,,1739209831.317413,-33.981070128970906
,,1739209831.3174152,-22.84163660590256
,,1739209831.3174174,-45.120503652039325
,,1739209831.3174195,-27.8777449560314
,,1739209831.3174217,-38.13080360867914
,,1739209831.3174238,-45.120503652039325
,,1739209831.317426,-27.87774495603141
,,1739209831.317428,-32.816014438256545
,,1739209831.3174305,-45.120503652039325
,,1739209831.3174326,-45.120503652039325
,,1739209831.3174348,-45.120503652039325
,,1739209831.317437,-45.120503652039325
,,1739209831.317439,-38.13080360867914
,,1739209831.3174412,-32.816014438256545
,,1739209831.3174434,-38.13080360867914
,,1739209831.3174455,-23.75329798047522
,,1739209831.317448,-28.21854285175415
,,1739209831.31745,-45.120503652039325
,,1739209831.3174522,-38.13080360867914
,,1739209831.3174543,-28.992665084841967
,,1739209831.3174565,-45.120503652039325
,,1739209831.3174586,-35.57807855764607
,,1739209831.3174608,-45.120503652039325
,,1739209831.317463,-38.13080360867914
,,1739209831.317465,-33.981070128970906
,,1739209831.3174677,-8.821313297003874
,,1739209831.3174696,-26.99137008561072
,,1739209831.3174715,-29.438486411369333
,,1739209831.317474,-45.120503652039325
,,1739209831.317476,-35.57807855764607
,,1739209831.3174782,-45.120503652039325
,,1739209831.3174803,-38.13080360867914
,,1739209831.3174825,-38.13080360867914
,,1739209831.3174849,-45.120503652039325
,,1739209831.317487,-32.816014438256545
,,1739209831.3174891,-26.487275050834715
,,1739209831.3174913,-38.13080360867914
,,1739209831.3174934,-32.816014438256545
,,1739209831.3174956,-38.13080360867914
,,1739209831.3174975,-33.98107012897096
,,1739209831.3175,-45.120503652039325
,,1739209831.317502,-38.13080360867914
,,1739209831.3175044,-35.57807855764607
,,1739209831.3175066,-27.8777449560314
,,1739209831.3175087,-38.13080360867914
,,1739209831.3175108,-45.120503652039325
,,1739209831.317513,-45.120503652039325
,,1739209831.3175151,-38.13080360867914
,,1739209831.3175173,-38.13080360867914
,,1739209831.3175194,-25.82631439489636
,,1739209831.3175216,-33.981070128970906
,,1739209831.317524,-33.981070128970906
,,1739209831.317526,-31.141103565318915
,,1739209831.3175282,-25.25278630937684
,,1739209831.3175304,-12.195727715361448
,,1739209831.3175323,-35.57807855764607
,,1739209831.3175347,-45.120503652039325
,,1739209831.3175368,-32.816014438256545
,,1739209831.317539,-38.13080360867914
,,1739209831.3175414,-33.981070128970906
,,1739209831.3175435,-33.981070128970906
,,1739209831.3175457,-45.120503652039325
,,1739209831.3175478,-38.13080360867914
,,1739209831.31755,-29.438486411369333
,,1739209831.317552,-33.981070128970906
,,1739209831.3175542,-38.13080360867914
,,1739209831.3175564,-38.13080360867914
,,1739209831.3175583,-23.273589343863303
,,1739209831.317561,-26.487275050834715
,,1739209831.317563,-45.120503652039325
,,1739209831.3175652,-45.120503652039325
,,1739209831.317567,-29.438486411369333
,,1739209831.3175695,-38.13080360867914
,,1739209831.3175716,-19.35709014998136
,,1739209831.3175738,-45.120503652039325
,,1739209831.317576,-38.13080360867914
,,1739209831.3175783,-26.99137008561072
,,1739209831.3175805,-23.16150712794695
,,1739209831.3175826,-8.756627793907727
,,1739209831.3175848,-26.991370085610736
,,1739209831.317587,-38.13080360867914
,,1739209831.317589,-28.992665084841946
,,1739209831.3175912,-22.17584139042336
,,1739209831.317593,-23.506823629689546
,,1739209831.3175955,-29.438486411369357
,,1739209831.317598,-38.13080360867914
,,1739209831.3176,-26.487275050834715
,,1739209831.3176022,-16.840353009799525
,,1739209831.3176043,-15.872543694060177
,,1739209831.3176064,-26.991370085610736
,,1739209831.3176086,-45.120503652039325
,,1739209831.3176107,-45.120503652039325
,,1739209831.317613,-25.077289914212862
,,1739209831.3176153,-33.981070128970906
