CAN Message, 0x24:00cdea5768e00e7e,Timestamp,Amplitude
,,1739209791.1586173,-27.8777449560314
,,1739209791.1586196,-32.816014438256545
,,1739209791.158622,-45.120503652039325
,,1739209791.1586246,-38.13080360867914
,,1739209791.158627,-33.981070128970906
,,1739209791.1586294,-45.120503652039325
,,1739209791.1586318,-45.120503652039325
,,1739209791.1586344,-35.57807855764607
,,1739209791.1586368,-38.13080360867914
,,1739209791.1586392,-45.120503652039325
,,1739209791.1586416,-38.13080360867914
,,1739209791.1586442,-45.120503652039325
,,1739209791.1586466,-45.120503652039325
,,1739209791.158649,-38.13080360867914
,,1739209791.1586514,-35.57807855764607
,,1739209791.1586535,-35.57807855764607
,,1739209791.1586564,-35.57807855764607
,,1739209791.1586587,-33.981070128970906
,,1739209791.1586611,-35.57807855764607
,,1739209791.1586635,-38.13080360867914
,,1739209791.158666,-45.120503652039325
,,1739209791.1586685,-45.120503652039325
,,1739209791.158671,-31.14110356531892
,,1739209791.1586733,-38.13080360867914
,,1739209791.158676,-32.816014438256545
,,1739209791.1586783,-31.141103565318893
,,1739209791.158681,-45.120503652039325
,,1739209791.158683,-38.13080360867914
,,1739209791.1586854,-35.57807855764607
,,1739209791.158688,-38.13080360867914
,,1739209791.1586905,-45.120503652039325
,,1739209791.1586928,-32.816014438256545
,,1739209791.1586952,-45.120503652039325
,,1739209791.1586978,-45.120503652039325
,,1739209791.1587002,-38.13080360867914
,,1739209791.1587026,-45.120503652039325
,,1739209791.158705,-35.57807855764607
,,1739209791.1587076,-28.992665084841946
,,1739209791.15871,-45.120503652039325
,,1739209791.1587124,-38.13080360867914
,,1739209791.1587148,-38.13080360867914
,,1739209791.1587172,-33.981070128970906
,,1739209791.1587198,-38.13080360867914
,,1739209791.1587222,-45.120503652039325
,,1739209791.1587243,-45.120503652039325
,,1739209791.158727,-38.13080360867914
,,1739209791.1587296,-31.141103565318915
,,1739209791.158732,-38.13080360867914
,,1739209791.1587343,-35.57807855764607
,,1739209791.1587367,-27.267205301931607
,,1739209791.158739,-18.087589870852675
,,1739209791.1587417,-15.573255742248662
,,1739209791.158744,-33.98107012897096
,,1739209791.1587465,-33.981070128970906
,,1739209791.158749,-38.13080360867914
,,1739209791.1587515,-38.13080360867914
,,1739209791.158754,-45.120503652039325
,,1739209791.1587565,-25.826314394896357
,,1739209791.1587586,-33.981070128970906
,,1739209791.1587613,-33.981070128970906
,,1739209791.1587636,-45.120503652039325
,,1739209791.158766,-35.57807855764607
,,1739209791.1587684,-35.57807855764607
,,1739209791.158771,-38.13080360867914
,,1739209791.1587734,-45.120503652039325
,,1739209791.1587758,-45.120503652039325
,,1739209791.1587782,-45.120503652039325
,,1739209791.1587808,-45.120503652039325
,,1739209791.1587832,-38.13080360867914
,,1739209791.1587856,-33.981070128970906
,,1739209791.158788,-45.120503652039325
,,1739209791.1587903,-45.120503652039325
,,1739209791.158793,-35.57807855764607
,,1739209791.1587954,-23.38864096791655
,,1739209791.1587975,-32.81601443825658
,,1739209791.1588,-38.13080360867914
,,1739209791.1588027,-33.981070128970906
,,1739209791.1588051,-33.981070128970906
,,1739209791.1588075,-33.981070128970906
,,1739209791.15881,-28.992665084841946
,,1739209791.1588123,-25.82631439489636
,,1739209791.158815,-26.99137008561072
,,1739209791.1588173,-32.816014438256545
,,1739209791.1588197,-38.13080360867914
,,1739209791.158822,-38.13080360867914
,,1739209791.1588247,-32.816014438256545
,,1739209791.158827,-31.141103565318915
,,1739209791.1588297,-38.13080360867914
,,1739209791.1588318,-38.13080360867914
,,1739209791.1588345,-24.438645034577675
,,1739209791.1588368,-38.13080360867914
,,1739209791.1588392,-45.120503652039325
,,1739209791.1588416,-45.120503652039325
,,1739209791.1588442,-28.992665084841946
,,1739209791.1588466,-38.13080360867914
,,1739209791.158849,-35.57807855764607
,,1739209791.1588514,-28.21854285175415
,,1739209791.1588538,-25.25278630937684
,,1739209791.1588564,-13.391556674517528
,,1739209791.1588588,-9.442009146308225
,,1739209791.1588612,-28.992665084841967
,,1739209791.1588635,-28.992665084841946
,,1739209791.1588662,-33.981070128970906
,,1739209791.1588686,-35.57807855764607
,,1739209791.158871,-45.120503652039325
,,1739209791.158873,-35.57807855764607
,,1739209791.158876,-30.49652367304976
,,1739209791.1588783,-38.13080360867914
,,1739209791.1588807,-45.120503652039325
,,1739209791.158883,-38.13080360867914
,,1739209791.1588857,-38.13080360867914
,,1739209791.158888,-45.120503652039325
,,1739209791.1588905,-45.120503652039325
,,1739209791.1588929,-45.120503652039325
,,1739209791.1588953,-38.13080360867914
,,1739209791.158898,-38.13080360867914
,,1739209791.1589005,-38.13080360867914
,,1739209791.1589026,-45.120503652039325
,,1739209791.158905,-33.981070128970906
,,1739209791.1589077,-38.13080360867914
,,1739209791.15891,-45.120503652039325
,,1739209791.1589124,-33.981070128970906
,,1739209791.1589148,-24.746238672633048
,,1739209791.1589172,-32.816014438256545
,,1739209791.1589198,-38.13080360867914
,,1739209791.1589222,-38.13080360867914
,,1739209791.1589246,-45.120503652039325
,,1739209791.158927,-18.26308626601666
,,1739209791.1589296,-20.4518274484982
,,1739209791.158932,-27.267205301931607
,,1739209791.1589344,-33.981070128970906
,,1739209791.1589367,-45.120503652039325
,,1739209791.1589394,-33.981070128970906
,,1739209791.1589415,-45.120503652039325
,,1739209791.158944,-33.98107012897096
,,1739209791.1589465,-38.13080360867914
,,1739209791.158949,-33.981070128970906
,,1739209791.1589515,-32.816014438256545
,,1739209791.158954,-38.13080360867914
,,1739209791.1589563,-45.120503652039325
,,1739209791.158959,-45.120503652039325
,,1739209791.1589613,-38.13080360867914
,,1739209791.1589637,-33.981070128970906
,,1739209791.158966,-45.120503652039325
,,1739209791.1589684,-45.120503652039325
,,1739209791.158971,-38.13080360867914
,,1739209791.1589737,-30.49652367304973
,,1739209791.1589758,-45.120503652039325
,,1739209791.1589782,-38.13080360867914
,,1739209791.1589806,-38.13080360867914
,,1739209791.1589832,-27.8777449560314
,,1739209791.1589856,-26.99137008561072
,,1739209791.158988,-31.141103565318915
,,1739209791.1589904,-45.120503652039325
,,1739209791.158993,-22.74004262075133
,,1739209791.1589954,-35.57807855764607
,,1739209791.1589978,-26.0356534632528
,,1739209791.1590002,-26.487275050834715
,,1739209791.1590028,-33.981070128970906
,,1739209791.1590052,-38.13080360867914
,,1739209791.1590075,-38.13080360867914
,,1739209791.15901,-45.120503652039325
,,1739209791.1590126,-28.21854285175415
,,1739209791.159015,-32.816014438256545
,,1739209791.159017,-38.13080360867914
,,1739209791.1590197,-25.82631439489636
,,1739209791.159022,-19.45023999044868
