CAN Message, 0x1d3:0000147ee0b044af,Timestamp,Amplitude
,,1739209611.0978358,-38.13080360867914
,,1739209611.0978365,-38.13080360867914
,,1739209611.0978372,-45.120503652039325
,,1739209611.097838,-38.13080360867914
,,1739209611.0978386,-38.13080360867914
,,1739209611.0978394,-33.981070128970906
,,1739209611.09784,-33.981070128970906
,,1739209611.0978408,-45.120503652039325
,,1739209611.0978415,-45.120503652039325
,,1739209611.0978422,-38.13080360867914
,,1739209611.097843,-33.981070128970906
,,1739209611.0978436,-45.120503652039325
,,1739209611.0978446,-38.13080360867914
,,1739209611.0978453,-45.120503652039325
,,1739209611.097846,-45.120503652039325
,,1739209611.0978467,-45.120503652039325
,,1739209611.0978477,-45.120503652039325
,,1739209611.0978482,-38.13080360867914
,,1739209611.097849,-38.13080360867914
,,1739209611.0978496,-45.120503652039325
,,1739209611.0978503,-45.120503652039325
,,1739209611.097851,-45.120503652039325
,,1739209611.0978518,-38.13080360867914
,,1739209611.0978527,-38.13080360867914
,,1739209611.0978534,-38.13080360867914
,,1739209611.097854,-32.816014438256545
,,1739209611.0978549,-38.13080360867914
,,1739209611.0978556,-45.120503652039325
,,1739209611.0978563,-33.981070128970906
,,1739209611.097857,-28.58837851428586
,,1739209611.0978577,-33.981070128970906
,,1739209611.0978584,-45.120503652039325
,,1739209611.0978591,-38.13080360867914
,,1739209611.09786,-38.13080360867914
,,1739209611.0978606,-38.13080360867914
,,1739209611.0978615,-45.120503652039325
,,1739209611.0978622,-38.13080360867914
,,1739209611.097863,-38.13080360867914
,,1739209611.0978637,-35.57807855764607
,,1739209611.0978644,-38.13080360867914
,,1739209611.097865,-38.13080360867914
,,1739209611.0978658,-38.13080360867914
,,1739209611.0978663,-38.13080360867914
,,1739209611.0978673,-38.13080360867914
,,1739209611.097868,-38.13080360867914
,,1739209611.0978687,-33.981070128970906
,,1739209611.0978694,-38.13080360867914
,,1739209611.0978703,-45.120503652039325
,,1739209611.097871,-33.981070128970906
,,1739209611.0978718,-38.13080360867914
,,1739209611.0978725,-10.160899703222238
,,1739209611.0978732,-17.448944991217488
,,1739209611.097874,-32.81601443825658
,,1739209611.0978746,-28.21854285175415
,,1739209611.0978754,-31.141103565318915
,,1739209611.097876,-45.120503652039325
,,1739209611.0978768,-45.120503652039325
,,1739209611.0978775,-33.981070128970906
,,1739209611.0978782,-38.13080360867914
,,1739209611.0978792,-45.120503652039325
,,1739209611.09788,-38.13080360867914
,,1739209611.0978806,-38.13080360867914
,,1739209611.0978813,-31.14110356531892
,,1739209611.097882,-45.120503652039325
,,1739209611.0978827,-38.13080360867914
,,1739209611.0978837,-45.120503652039325
,,1739209611.0978842,-45.120503652039325
,,1739209611.097885,-38.13080360867914
,,1739209611.0978856,-45.120503652039325
,,1739209611.0978863,-38.13080360867914
,,1739209611.097887,-38.13080360867914
,,1739209611.097888,-45.120503652039325
,,1739209611.0978887,-38.13080360867914
,,1739209611.0978894,-38.13080360867914
,,1739209611.09789,-33.98107012897096
,,1739209611.0978909,-33.981070128970906
,,1739209611.0978916,-38.13080360867914
,,1739209611.0978923,-45.120503652039325
,,1739209611.097893,-28.992665084841946
,,1739209611.0978937,-35.57807855764607
,,1739209611.0978944,-35.57807855764607
,,1739209611.0978951,-33.981070128970906
,,1739209611.097896,-33.981070128970906
,,1739209611.0978968,-45.120503652039325
,,1739209611.0978975,-38.13080360867914
,,1739209611.0978982,-35.57807855764607
