CAN Message, 0x150:0300508667fd2aaa,Timestamp,Amplitude
,,1739209617.5583243,-38.13080360867914
,,1739209617.5583274,-38.13080360867914
,,1739209617.5583303,-38.13080360867914
,,1739209617.5583332,-38.13080360867914
,,1739209617.558336,-38.13080360867914
,,1739209617.558339,-45.120503652039325
,,1739209617.558342,-45.120503652039325
,,1739209617.5583448,-35.57807855764607
,,1739209617.558348,-38.13080360867914
,,1739209617.5583508,-45.120503652039325
,,1739209617.5583537,-38.13080360867914
,,1739209617.5583568,-35.57807855764607
,,1739209617.5583596,-38.13080360867914
,,1739209617.5583625,-45.120503652039325
,,1739209617.558365,-38.13080360867914
,,1739209617.5583684,-45.120503652039325
,,1739209617.5583713,-33.981070128970906
,,1739209617.5583742,-38.13080360867914
,,1739209617.5583773,-45.120503652039325
,,1739209617.55838,-38.13080360867914
,,1739209617.558383,-33.981070128970906
,,1739209617.558386,-32.816014438256545
,,1739209617.558389,-38.13080360867914
,,1739209617.5583918,-38.13080360867914
,,1739209617.558395,-33.981070128970906
,,1739209617.5583978,-45.120503652039325
,,1739209617.5584006,-45.120503652039325
,,1739209617.5584035,-35.57807855764607
,,1739209617.5584066,-38.13080360867914
,,1739209617.5584097,-45.120503652039325
,,1739209617.5584123,-45.120503652039325
,,1739209617.5584154,-45.120503652039325
,,1739209617.5584185,-38.13080360867914
,,1739209617.5584211,-35.57807855764607
,,1739209617.5584242,-35.57807855764607
,,1739209617.558427,-45.120503652039325
,,1739209617.55843,-45.120503652039325
,,1739209617.5584328,-32.816014438256545
,,1739209617.558436,-45.120503652039325
,,1739209617.5584388,-45.120503652039325
,,1739209617.5584416,-33.981070128970906
,,1739209617.5584447,-38.13080360867914
,,1739209617.5584476,-38.13080360867914
,,1739209617.5584505,-38.13080360867914
,,1739209617.5584536,-33.981070128970906
,,1739209617.5584564,-45.120503652039325
,,1739209617.5584593,-38.13080360867914
,,1739209617.558462,-38.13080360867914
,,1739209617.5584652,-38.13080360867914
,,1739209617.558468,-28.992665084841946
,,1739209617.558471,-11.091015358595245
,,1739209617.558474,-32.816014438256545
,,1739209617.558477,-31.141103565318915
,,1739209617.5584798,-38.13080360867914
,,1739209617.558483,-38.13080360867914
,,1739209617.5584855,-45.120503652039325
,,1739209617.5584886,-45.120503652039325
,,1739209617.5584917,-32.816014438256545
,,1739209617.5584946,-38.13080360867914
,,1739209617.5584974,-45.120503652039325
,,1739209617.5585003,-45.120503652039325
,,1739209617.5585034,-32.816014438256545
,,1739209617.5585065,-38.13080360867914
,,1739209617.558509,-45.120503652039325
,,1739209617.5585122,-45.120503652039325
,,1739209617.558515,-45.120503652039325
,,1739209617.558518,-45.120503652039325
,,1739209617.558521,-45.120503652039325
,,1739209617.558524,-38.13080360867914
,,1739209617.5585268,-45.120503652039325
,,1739209617.5585296,-45.120503652039325
,,1739209617.5585327,-45.120503652039325
,,1739209617.5585356,-33.981070128970906
,,1739209617.5585384,-28.992665084841967
,,1739209617.5585415,-18.636903542229973
,,1739209617.5585444,-33.981070128970906
,,1739209617.5585473,-28.992665084841946
,,1739209617.5585504,-38.13080360867914
,,1739209617.5585532,-18.263086266016654
,,1739209617.558556,-8.813174723867327
,,1739209617.558559,-32.816014438256545
,,1739209617.558562,-24.151403521958727
,,1739209617.558565,-31.141103565318893
,,1739209617.5585678,-45.120503652039325
,,1739209617.5585709,-38.13080360867914
,,1739209617.5585735,-32.816014438256545
,,1739209617.5585766,-45.120503652039325
,,1739209617.5585797,-45.120503652039325
,,1739209617.5585823,-45.120503652039325
,,1739209617.5585854,-35.57807855764607
,,1739209617.5585885,-45.120503652039325
,,1739209617.5585914,-35.57807855764607
,,1739209617.5585942,-45.120503652039325
,,1739209617.558597,-38.13080360867914
,,1739209617.5586002,-35.57807855764607
,,1739209617.558603,-45.120503652039325
,,1739209617.558606,-35.57807855764607
,,1739209617.558609,-29.43848641136937
,,1739209617.558612,-45.120503652039325
,,1739209617.5586147,-33.981070128970906
,,1739209617.5586178,-38.13080360867914
,,1739209617.5586207,-45.120503652039325
,,1739209617.5586236,-27.267205301931607
,,1739209617.5586264,-25.82631439489636
,,1739209617.5586295,-45.120503652039325
,,1739209617.5586324,-24.151403521958727
,,1739209617.5586352,-33.98107012897096
,,1739209617.5586383,-16.084178491196916
,,1739209617.5586412,-12.395125878286915
,,1739209617.558644,-25.62660358559016
,,1739209617.5586472,-45.120503652039325
,,1739209617.55865,-38.13080360867914
,,1739209617.5586529,-45.120503652039325
,,1739209617.558656,-29.438486411369333
,,1739209617.5586588,-32.816014438256545
,,1739209617.5586617,-45.120503652039325
,,1739209617.5586646,-38.13080360867914
,,1739209617.5586677,-30.49652367304973
,,1739209617.5586703,-33.98107012897096
,,1739209617.5586734,-35.57807855764607
,,1739209617.5586765,-45.120503652039325
,,1739209617.558679,-35.57807855764607
,,1739209617.5586822,-38.13080360867914
,,1739209617.5586853,-45.120503652039325
,,1739209617.5586882,-38.13080360867914
,,1739209617.558691,-31.141103565318915
,,1739209617.558694,-25.826314394896357
,,1739209617.558697,-15.934958346536554
,,1739209617.5586998,-31.141103565318915
,,1739209617.5587027,-45.120503652039325
,,1739209617.5587058,-31.141103565318915
,,1739209617.558709,-35.57807855764607
,,1739209617.5587115,-45.120503652039325
,,1739209617.5587146,-31.141103565318915
,,1739209617.5587175,-28.992665084841946
,,1739209617.5587204,-45.120503652039325
,,1739209617.5587234,-45.120503652039325
,,1739209617.5587263,-33.981070128970906
,,1739209617.5587292,-25.82631439489636
,,1739209617.558732,-45.120503652039325
,,1739209617.5587351,-45.120503652039325
,,1739209617.558738,-38.13080360867914
,,1739209617.5587409,-33.981070128970906
,,1739209617.558744,-45.120503652039325
,,1739209617.5587468,-38.13080360867914
,,1739209617.5587497,-45.120503652039325
,,1739209617.5587528,-26.03565346325281
,,1739209617.5587556,-38.13080360867914
,,1739209617.5587585,-33.981070128970906
,,1739209617.5587614,-45.120503652039325
,,1739209617.5587645,-22.54371790334745
,,1739209617.5587673,-18.299052888300974
,,1739209617.5587702,-35.57807855764607
,,1739209617.5587733,-32.816014438256545
,,1739209617.558776,-20.109911029861767
,,1739209617.558779,-13.846215873523304
,,1739209617.558782,-9.541824036359069
,,1739209617.558785,-27.267205301931607
,,1739209617.5587878,-38.13080360867914
,,1739209617.5587907,-38.13080360867914
,,1739209617.5587938,-45.120503652039325
,,1739209617.5587966,-45.120503652039325
,,1739209617.5587995,-38.13080360867914
,,1739209617.5588026,-38.13080360867914
,,1739209617.5588057,-38.13080360867914
,,1739209617.5588083,-45.120503652039325
,,1739209617.5588114,-31.14110356531892
,,1739209617.5588143,-38.13080360867914
,,1739209617.5588171,-38.13080360867914
,,1739209617.5588202,-38.13080360867914
,,1739209617.558823,-31.141103565318915
,,1739209617.558826,-35.57807855764607
,,1739209617.5588288,-35.57807855764607
,,1739209617.558832,-33.98107012897096
,,1739209617.5588348,-18.75562468850564
,,1739209617.5588377,-17.756538629272868
,,1739209617.5588408,-35.57807855764607
,,1739209617.5588436,-32.816014438256545
,,1739209617.5588465,-33.98107012897096
,,1739209617.5588496,-16.171807084586764
,,1739209617.5588524,-10.863531518413382
,,1739209617.5588553,-33.98107012897096
,,1739209617.5588582,-28.58837851428586
,,1739209617.5588613,-38.13080360867914
,,1739209617.558864,-26.487275050834725
,,1739209617.558867,-28.992665084841946
,,1739209617.55887,-29.438486411369347
,,1739209617.558873,-38.13080360867914
,,1739209617.5588758,-38.13080360867914
,,1739209617.558879,-22.002965041481744
,,1739209617.5588818,-20.88804491267121
,,1739209617.5588846,-33.98107012897096
