CAN Message, 0x62:00f6b83585f5feab,Timestamp,Amplitude
,,1739209691.9002357,-38.13080360867914
,,1739209691.9002438,-45.120503652039325
,,1739209691.900252,-45.120503652039325
,,1739209691.90026,-38.13080360867914
,,1739209691.9002678,-33.981070128970906
,,1739209691.900276,-45.120503652039325
,,1739209691.900284,-38.13080360867914
,,1739209691.9002922,-32.816014438256545
,,1739209691.9003005,-33.981070128970906
,,1739209691.9003084,-45.120503652039325
,,1739209691.9003165,-38.13080360867914
,,1739209691.9003243,-35.57807855764607
,,1739209691.9003325,-38.13080360867914
,,1739209691.9003406,-38.13080360867914
,,1739209691.900349,-38.13080360867914
,,1739209691.9003568,-35.57807855764607
,,1739209691.9003649,-38.13080360867914
,,1739209691.900373,-45.120503652039325
,,1739209691.9003808,-38.13080360867914
,,1739209691.900389,-35.57807855764607
,,1739209691.900397,-38.13080360867914
,,1739209691.9004052,-45.120503652039325
,,1739209691.9004133,-38.13080360867914
,,1739209691.9004214,-38.13080360867914
,,1739209691.9004295,-45.120503652039325
,,1739209691.9004374,-45.120503652039325
,,1739209691.9004457,-29.438486411369357
,,1739209691.9004536,-31.141103565318893
,,1739209691.9004617,-33.981070128970906
,,1739209691.9004698,-45.120503652039325
,,1739209691.900478,-38.13080360867914
,,1739209691.900486,-38.13080360867914
,,1739209691.900494,-45.120503652039325
,,1739209691.900502,-45.120503652039325
,,1739209691.90051,-28.992665084841946
,,1739209691.9005182,-35.57807855764607
,,1739209691.9005263,-38.13080360867914
,,1739209691.9005344,-45.120503652039325
,,1739209691.9005425,-38.13080360867914
,,1739209691.9005506,-38.13080360867914
,,1739209691.9005585,-45.120503652039325
,,1739209691.9005666,-45.120503652039325
,,1739209691.9005747,-32.816014438256545
,,1739209691.9005828,-38.13080360867914
,,1739209691.900591,-38.13080360867914
,,1739209691.900599,-38.13080360867914
,,1739209691.900607,-45.120503652039325
,,1739209691.900615,-35.57807855764607
,,1739209691.900623,-45.120503652039325
,,1739209691.9006312,-38.13080360867914
,,1739209691.9006393,-12.772800700430126
,,1739209691.9006474,-23.50682362968953
,,1739209691.9006555,-33.981070128970906
