CAN Message, 0x98:00006d08dd8d4947,Timestamp,Amplitude
,,1739209910.4914312,-45.120503652039325
,,1739209910.4914348,-45.120503652039325
,,1739209910.4914386,-38.13080360867914
,,1739209910.4914422,-35.57807855764607
,,1739209910.4914458,-45.120503652039325
,,1739209910.4914494,-45.120503652039325
,,1739209910.4914532,-38.13080360867914
,,1739209910.4914567,-45.120503652039325
,,1739209910.4914603,-45.120503652039325
,,1739209910.491464,-35.57807855764607
,,1739209910.4914677,-38.13080360867914
,,1739209910.4914713,-45.120503652039325
,,1739209910.4914749,-45.120503652039325
,,1739209910.4914787,-33.981070128970906
,,1739209910.4914825,-38.13080360867914
,,1739209910.4914858,-45.120503652039325
,,1739209910.4914894,-33.981070128970906
,,1739209910.4914932,-45.120503652039325
,,1739209910.4914968,-33.981070128970906
,,1739209910.4915004,-32.816014438256545
,,1739209910.491504,-38.13080360867914
,,1739209910.4915078,-35.57807855764607
,,1739209910.491511,-35.57807855764607
,,1739209910.491515,-33.981070128970906
,,1739209910.4915185,-45.120503652039325
,,1739209910.4915223,-38.13080360867914
,,1739209910.491526,-45.120503652039325
,,1739209910.4915297,-45.120503652039325
,,1739209910.491533,-38.13080360867914
,,1739209910.4915369,-38.13080360867914
,,1739209910.4915404,-38.13080360867914
,,1739209910.491544,-45.120503652039325
,,1739209910.4915476,-45.120503652039325
,,1739209910.4915514,-45.120503652039325
,,1739209910.491555,-45.120503652039325
,,1739209910.4915586,-38.13080360867914
,,1739209910.491562,-38.13080360867914
,,1739209910.491566,-35.57807855764607
,,1739209910.4915695,-38.13080360867914
,,1739209910.491573,-35.57807855764607
,,1739209910.491577,-45.120503652039325
,,1739209910.4915805,-38.13080360867914
,,1739209910.491584,-38.13080360867914
,,1739209910.4915876,-45.120503652039325
,,1739209910.4915917,-38.13080360867914
,,1739209910.491595,-45.120503652039325
,,1739209910.4915986,-38.13080360867914
,,1739209910.4916022,-45.120503652039325
,,1739209910.491606,-38.13080360867914
,,1739209910.4916096,-38.13080360867914
,,1739209910.4916131,-13.287805215211243
,,1739209910.4916167,-28.58837851428586
,,1739209910.4916203,-45.120503652039325
,,1739209910.491624,-33.981070128970906
,,1739209910.4916277,-45.120503652039325
,,1739209910.4916313,-38.13080360867914
,,1739209910.491635,-38.13080360867914
,,1739209910.491639,-45.120503652039325
,,1739209910.4916422,-45.120503652039325
,,1739209910.4916458,-32.816014438256545
,,1739209910.4916496,-38.13080360867914
,,1739209910.4916532,-45.120503652039325
,,1739209910.4916568,-38.13080360867914
,,1739209910.4916604,-45.120503652039325
,,1739209910.4916642,-45.120503652039325
,,1739209910.4916675,-33.981070128970906
,,1739209910.491671,-45.120503652039325
,,1739209910.491675,-33.98107012897096
,,1739209910.4916787,-38.13080360867914
,,1739209910.4916823,-38.13080360867914
,,1739209910.491686,-35.57807855764607
,,1739209910.4916897,-32.81601443825658
,,1739209910.4916933,-38.13080360867914
,,1739209910.4916968,-28.58837851428586
,,1739209910.4917004,-23.506823629689546
,,1739209910.4917042,-45.120503652039325
,,1739209910.4917078,-45.120503652039325
,,1739209910.4917114,-35.57807855764607
,,1739209910.491715,-45.120503652039325
,,1739209910.4917188,-33.981070128970906
,,1739209910.4917223,-35.57807855764607
,,1739209910.491726,-38.13080360867914
,,1739209910.4917295,-35.57807855764607
,,1739209910.4917333,-35.57807855764607
,,1739209910.491737,-45.120503652039325
,,1739209910.4917405,-38.13080360867914
,,1739209910.491744,-38.13080360867914
,,1739209910.491748,-32.816014438256545
,,1739209910.4917514,-33.981070128970906
,,1739209910.491755,-38.13080360867914
,,1739209910.4917586,-33.981070128970906
,,1739209910.4917624,-29.438486411369333
,,1739209910.491766,-35.57807855764607
,,1739209910.4917696,-45.120503652039325
,,1739209910.4917731,-35.57807855764607
,,1739209910.491777,-32.81601443825658
,,1739209910.4917803,-38.13080360867914
,,1739209910.491784,-33.981070128970906
,,1739209910.4917877,-45.120503652039325
,,1739209910.4917915,-32.816014438256545
,,1739209910.491795,-28.992665084841946
,,1739209910.4917986,-38.13080360867914
,,1739209910.4918025,-20.88804491267121
,,1739209910.491806,-22.84163660590256
,,1739209910.4918096,-38.13080360867914
,,1739209910.4918132,-38.13080360867914
,,1739209910.491817,-24.746238672633048
,,1739209910.4918206,-13.29921151150931
,,1739209910.4918242,-13.46212740513801
,,1739209910.4918275,-24.746238672633048
,,1739209910.4918315,-38.13080360867914
,,1739209910.491835,-32.816014438256545
,,1739209910.4918387,-32.816014438256545
,,1739209910.4918425,-38.13080360867914
,,1739209910.491846,-38.13080360867914
,,1739209910.4918497,-45.120503652039325
,,1739209910.4918532,-27.87774495603143
,,1739209910.4918568,-18.877682693682605
,,1739209910.4918606,-38.13080360867914
,,1739209910.4918642,-45.120503652039325
,,1739209910.4918678,-38.13080360867914
,,1739209910.4918714,-38.13080360867914
,,1739209910.4918752,-45.120503652039325
,,1739209910.4918787,-33.981070128970906
,,1739209910.4918823,-27.267205301931607
,,1739209910.491886,-45.120503652039325
,,1739209910.4918897,-20.88804491267121
,,1739209910.4918933,-15.87254369406017
,,1739209910.4918969,-25.25278630937684
,,1739209910.4919004,-45.120503652039325
,,1739209910.4919045,-45.120503652039325
,,1739209910.4919078,-38.13080360867914
,,1739209910.4919114,-28.992665084841946
,,1739209910.4919152,-45.120503652039325
,,1739209910.4919188,-45.120503652039325
,,1739209910.4919224,-38.13080360867914
,,1739209910.491926,-27.267205301931607
,,1739209910.4919298,-38.13080360867914
,,1739209910.491933,-45.120503652039325
,,1739209910.491937,-45.120503652039325
,,1739209910.4919405,-38.13080360867914
,,1739209910.4919443,-35.57807855764607
,,1739209910.491948,-38.13080360867914
,,1739209910.4919517,-45.120503652039325
,,1739209910.491955,-26.991370085610757
,,1739209910.4919589,-38.13080360867914
,,1739209910.4919624,-38.13080360867914
,,1739209910.491966,-45.120503652039325
,,1739209910.4919696,-45.120503652039325
,,1739209910.4919734,-30.49652367304973
,,1739209910.491977,-28.218542851754165
,,1739209910.4919806,-30.49652367304976
,,1739209910.491984,-25.077289914212862
,,1739209910.491988,-45.120503652039325
,,1739209910.4919915,-33.981070128970906
,,1739209910.491995,-31.141103565318943
,,1739209910.491999,-24.589719217205094
,,1739209910.4920025,-38.13080360867914
,,1739209910.492006,-45.120503652039325
,,1739209910.4920096,-35.57807855764607
,,1739209910.4920132,-33.981070128970906
,,1739209910.492017,-45.120503652039325
,,1739209910.4920206,-45.120503652039325
,,1739209910.4920242,-45.120503652039325
,,1739209910.4920278,-29.438486411369347
,,1739209910.4920316,-45.120503652039325
,,1739209910.4920352,-45.120503652039325
,,1739209910.4920387,-38.13080360867914
,,1739209910.4920423,-31.141103565318915
,,1739209910.492046,-38.13080360867914
,,1739209910.4920497,-38.13080360867914
,,1739209910.4920533,-38.13080360867914
,,1739209910.492057,-28.58837851428586
,,1739209910.492061,-31.141103565318915
,,1739209910.4920642,-38.13080360867914
,,1739209910.4920678,-45.120503652039325
,,1739209910.4920716,-38.13080360867914
,,1739209910.4920752,-38.13080360867914
,,1739209910.4920788,-31.141103565318893
,,1739209910.4920824,-19.00327057196588
,,1739209910.4920862,-29.43848641136937
,,1739209910.4920895,-28.21854285175415
,,1739209910.492093,-45.120503652039325
,,1739209910.492097,-38.13080360867914
,,1739209910.4921007,-45.120503652039325
,,1739209910.4921043,-38.13080360867914
,,1739209910.492108,-38.13080360867914
,,1739209910.4921114,-38.13080360867914
,,1739209910.4921153,-33.981070128970906
,,1739209910.4921188,-13.706005918034618
,,1739209910.4921224,-26.0356534632528
,,1739209910.492126,-38.13080360867914
,,1739209910.4921298,-30.49652367304973
,,1739209910.4921334,-28.58837851428589
,,1739209910.492137,-38.13080360867914
,,1739209910.4921403,-38.13080360867914
,,1739209910.4921443,-33.981070128970906
,,1739209910.492148,-38.13080360867914
,,1739209910.4921515,-38.13080360867914
,,1739209910.4921553,-35.57807855764607
,,1739209910.492159,-45.120503652039325
,,1739209910.4921625,-45.120503652039325
,,1739209910.492166,-45.120503652039325
,,1739209910.49217,-45.120503652039325
,,1739209910.4921734,-45.120503652039325
,,1739209910.492177,-45.120503652039325
,,1739209910.4921806,-31.141103565318915
,,1739209910.4921844,-28.218542851754165
,,1739209910.492188,-10.76683858591268
,,1739209910.4921916,-13.208789094753705
,,1739209910.4921951,-26.03565346325281
,,1739209910.492199,-33.981070128970906
,,1739209910.4922023,-38.13080360867914
,,1739209910.492206,-45.120503652039325
,,1739209910.4922097,-45.120503652039325
,,1739209910.4922135,-38.13080360867914
,,1739209910.492217,-45.120503652039325
,,1739209910.4922206,-45.120503652039325
,,1739209910.4922242,-45.120503652039325
,,1739209910.492228,-45.120503652039325
,,1739209910.4922316,-32.816014438256545
,,1739209910.4922352,-28.58837851428586
,,1739209910.4922388,-45.120503652039325
