CAN Message, 0x39:023da0be8f711b47,Timestamp,Amplitude
,,1739209636.4959157,-38.13080360867914
,,1739209636.495921,-38.13080360867914
,,1739209636.4959257,-38.13080360867914
,,1739209636.495931,-38.13080360867914
,,1739209636.4959357,-45.120503652039325
,,1739209636.4959407,-35.57807855764607
,,1739209636.4959457,-38.13080360867914
,,1739209636.4959507,-38.13080360867914
,,1739209636.4959557,-32.816014438256545
,,1739209636.4959607,-38.13080360867914
,,1739209636.4959655,-45.120503652039325
,,1739209636.495971,-33.981070128970906
,,1739209636.495976,-26.99137008561072
,,1739209636.495981,-38.13080360867914
,,1739209636.495986,-45.120503652039325
,,1739209636.495991,-38.13080360867914
,,1739209636.495996,-35.57807855764607
,,1739209636.496001,-45.120503652039325
,,1739209636.496006,-38.13080360867914
,,1739209636.496011,-38.13080360867914
,,1739209636.496016,-45.120503652039325
,,1739209636.496021,-45.120503652039325
,,1739209636.496026,-45.120503652039325
,,1739209636.496031,-45.120503652039325
,,1739209636.496036,-45.120503652039325
,,1739209636.4960413,-38.13080360867914
,,1739209636.4960463,-45.120503652039325
,,1739209636.4960513,-38.13080360867914
,,1739209636.4960563,-27.267205301931607
,,1739209636.496061,-38.13080360867914
,,1739209636.4960663,-45.120503652039325
,,1739209636.496071,-35.57807855764607
,,1739209636.4960763,-32.816014438256545
,,1739209636.4960814,-45.120503652039325
,,1739209636.4960864,-45.120503652039325
,,1739209636.4960914,-45.120503652039325
,,1739209636.4960964,-32.81601443825658
,,1739209636.4961014,-38.13080360867914
,,1739209636.4961064,-38.13080360867914
,,1739209636.4961114,-45.120503652039325
,,1739209636.4961166,-45.120503652039325
,,1739209636.4961216,-38.13080360867914
,,1739209636.496127,-45.120503652039325
,,1739209636.4961317,-45.120503652039325
,,1739209636.496137,-38.13080360867914
,,1739209636.4961417,-38.13080360867914
,,1739209636.496147,-45.120503652039325
,,1739209636.4961517,-45.120503652039325
,,1739209636.4961567,-45.120503652039325
,,1739209636.4961617,-38.13080360867914
,,1739209636.4961667,-19.22100763878221
,,1739209636.4961717,-23.75329798047523
,,1739209636.4961767,-38.13080360867914
,,1739209636.4961815,-35.57807855764607
,,1739209636.496187,-38.13080360867914
,,1739209636.496192,-38.13080360867914
,,1739209636.496197,-38.13080360867914
,,1739209636.496202,-35.57807855764607
,,1739209636.496207,-45.120503652039325
,,1739209636.496212,-33.981070128970906
,,1739209636.496217,-33.981070128970906
,,1739209636.496222,-38.13080360867914
,,1739209636.496227,-38.13080360867914
,,1739209636.496232,-45.120503652039325
,,1739209636.496237,-38.13080360867914
,,1739209636.496242,-45.120503652039325
,,1739209636.496247,-45.120503652039325
,,1739209636.496252,-45.120503652039325
,,1739209636.4962573,-38.13080360867914
