CAN Message, 0x77:66deaad5c2d803e5,Timestamp,Amplitude
,,1739209805.6801903,-33.981070128970906
,,1739209805.680195,-45.120503652039325
,,1739209805.6802003,-38.13080360867914
,,1739209805.680205,-38.13080360867914
,,1739209805.6802104,-45.120503652039325
,,1739209805.6802154,-35.57807855764607
,,1739209805.6802204,-38.13080360867914
,,1739209805.6802254,-45.120503652039325
,,1739209805.6802304,-38.13080360867914
,,1739209805.6802354,-38.13080360867914
,,1739209805.6802404,-38.13080360867914
,,1739209805.6802454,-45.120503652039325
,,1739209805.6802504,-45.120503652039325
,,1739209805.6802554,-45.120503652039325
,,1739209805.6802604,-38.13080360867914
,,1739209805.6802654,-38.13080360867914
,,1739209805.6802704,-38.13080360867914
,,1739209805.6802754,-38.13080360867914
,,1739209805.6802804,-45.120503652039325
,,1739209805.6802857,-45.120503652039325
,,1739209805.6802905,-38.13080360867914
,,1739209805.6802957,-45.120503652039325
,,1739209805.6803005,-33.981070128970906
,,1739209805.6803055,-38.13080360867914
,,1739209805.6803105,-45.120503652039325
,,1739209805.6803155,-35.57807855764607
,,1739209805.6803205,-35.57807855764607
,,1739209805.6803255,-38.13080360867914
,,1739209805.6803305,-45.120503652039325
,,1739209805.6803355,-33.981070128970906
,,1739209805.6803403,-38.13080360867914
,,1739209805.6803455,-38.13080360867914
,,1739209805.6803503,-38.13080360867914
,,1739209805.6803555,-45.120503652039325
,,1739209805.6803606,-45.120503652039325
,,1739209805.6803656,-38.13080360867914
,,1739209805.6803706,-45.120503652039325
,,1739209805.6803756,-38.13080360867914
,,1739209805.6803806,-33.981070128970906
,,1739209805.6803856,-33.981070128970906
,,1739209805.6803906,-38.13080360867914
,,1739209805.6803954,-45.120503652039325
,,1739209805.6804004,-38.13080360867914
,,1739209805.6804054,-38.13080360867914
,,1739209805.6804104,-38.13080360867914
,,1739209805.6804154,-45.120503652039325
,,1739209805.6804204,-45.120503652039325
,,1739209805.6804254,-38.13080360867914
,,1739209805.6804304,-38.13080360867914
,,1739209805.6804354,-25.82631439489636
,,1739209805.6804404,-15.7103612149836
,,1739209805.6804454,-9.29418925714293
,,1739209805.6804504,-27.267205301931607
,,1739209805.6804554,-45.120503652039325
,,1739209805.6804605,-45.120503652039325
,,1739209805.6804657,-38.13080360867914
,,1739209805.6804705,-38.13080360867914
,,1739209805.6804757,-45.120503652039325
,,1739209805.6804805,-38.13080360867914
,,1739209805.6804855,-45.120503652039325
,,1739209805.6804905,-38.13080360867914
,,1739209805.6804955,-38.13080360867914
,,1739209805.6805005,-31.141103565318915
,,1739209805.6805055,-25.82631439489636
,,1739209805.6805103,-45.120503652039325
,,1739209805.6805155,-38.13080360867914
,,1739209805.6805203,-33.981070128970906
,,1739209805.6805255,-38.13080360867914
,,1739209805.6805303,-45.120503652039325
,,1739209805.6805356,-45.120503652039325
,,1739209805.6805406,-45.120503652039325
,,1739209805.6805456,-45.120503652039325
,,1739209805.6805506,-35.57807855764607
,,1739209805.6805556,-33.981070128970906
,,1739209805.6805606,-22.84163660590256
,,1739209805.6805656,-21.598678470925663
,,1739209805.6805706,-33.981070128970906
,,1739209805.6805756,-32.816014438256545
,,1739209805.6805806,-35.57807855764607
,,1739209805.6805856,-20.16506027657481
,,1739209805.6805906,-16.971371839288555
,,1739209805.6805956,-38.13080360867914
,,1739209805.6806006,-38.13080360867914
,,1739209805.6806056,-38.13080360867914
,,1739209805.680611,-32.816014438256545
,,1739209805.6806157,-45.120503652039325
,,1739209805.680621,-38.13080360867914
,,1739209805.6806257,-30.49652367304973
,,1739209805.6806307,-38.13080360867914
,,1739209805.6806357,-32.816014438256545
,,1739209805.6806407,-38.13080360867914
,,1739209805.6806457,-33.98107012897096
,,1739209805.6806507,-35.57807855764607
,,1739209805.6806557,-45.120503652039325
,,1739209805.6806607,-38.13080360867914
,,1739209805.6806655,-28.58837851428586
,,1739209805.6806707,-45.120503652039325
,,1739209805.6806755,-38.13080360867914
,,1739209805.6806808,-38.13080360867914
,,1739209805.6806858,-45.120503652039325
,,1739209805.6806908,-45.120503652039325
,,1739209805.6806958,-38.13080360867914
,,1739209805.6807008,-45.120503652039325
,,1739209805.6807058,-16.763597937115033
,,1739209805.6807108,-24.151403521958727
,,1739209805.6807158,-45.120503652039325
,,1739209805.6807208,-38.13080360867914
,,1739209805.6807258,-25.25278630937684
,,1739209805.6807308,-11.863295071845169
,,1739209805.6807358,-17.051923356851116
,,1739209805.6807408,-26.487275050834725
,,1739209805.6807458,-31.141103565318915
,,1739209805.6807508,-32.816014438256545
,,1739209805.680756,-35.57807855764607
,,1739209805.6807609,-38.13080360867914
,,1739209805.680766,-25.077289914212862
,,1739209805.6807709,-35.57807855764607
,,1739209805.680776,-23.16150712794695
,,1739209805.680781,-18.636903542229973
,,1739209805.680786,-38.13080360867914
,,1739209805.680791,-30.49652367304973
,,1739209805.680796,-45.120503652039325
,,1739209805.680801,-45.120503652039325
,,1739209805.680806,-38.13080360867914
,,1739209805.680811,-33.981070128970906
,,1739209805.680816,-45.120503652039325
,,1739209805.680821,-25.077289914212862
,,1739209805.680826,-14.368685105852377
,,1739209805.680831,-13.619082033553706
,,1739209805.680836,-24.746238672633048
,,1739209805.680841,-45.120503652039325
,,1739209805.680846,-45.120503652039325
,,1739209805.680851,-38.13080360867914
,,1739209805.680856,-45.120503652039325
,,1739209805.680861,-38.13080360867914
,,1739209805.680866,-33.98107012897096
,,1739209805.680871,-38.13080360867914
,,1739209805.680876,-35.57807855764607
,,1739209805.680881,-38.13080360867914
,,1739209805.680886,-38.13080360867914
,,1739209805.680891,-45.120503652039325
,,1739209805.680896,-32.816014438256545
,,1739209805.680901,-33.981070128970906
,,1739209805.6809058,-32.816014438256545
,,1739209805.6809108,-28.58837851428586
,,1739209805.6809158,-45.120503652039325
,,1739209805.6809208,-45.120503652039325
,,1739209805.6809258,-45.120503652039325
,,1739209805.6809309,-45.120503652039325
,,1739209805.680936,-38.13080360867914
,,1739209805.6809409,-45.120503652039325
,,1739209805.680946,-31.141103565318893
,,1739209805.6809509,-31.141103565318893
,,1739209805.680956,-45.120503652039325
,,1739209805.680961,-38.13080360867914
,,1739209805.680966,-33.981070128970906
,,1739209805.680971,-16.814616965187845
,,1739209805.680976,-24.15140352195873
,,1739209805.680981,-33.981070128970906
,,1739209805.680986,-38.13080360867914
,,1739209805.680991,-35.57807855764607
,,1739209805.680996,-45.120503652039325
,,1739209805.681001,-38.13080360867914
,,1739209805.681006,-29.438486411369333
,,1739209805.681011,-35.57807855764607
,,1739209805.681016,-45.120503652039325
,,1739209805.681021,-38.13080360867914
,,1739209805.681026,-38.13080360867914
,,1739209805.681031,-33.981070128970906
,,1739209805.681036,-45.120503652039325
,,1739209805.681041,-38.13080360867914
,,1739209805.681046,-38.13080360867914
,,1739209805.681051,-31.141103565318915
,,1739209805.681056,-45.120503652039325
,,1739209805.681061,-33.981070128970906
,,1739209805.681066,-38.13080360867914
,,1739209805.681071,-23.38864096791655
,,1739209805.681076,-33.981070128970906
,,1739209805.681081,-38.13080360867914
,,1739209805.681086,-38.13080360867914
,,1739209805.681091,-23.38864096791655
,,1739209805.681096,-38.13080360867914
,,1739209805.681101,-38.13080360867914
,,1739209805.681106,-38.13080360867914
,,1739209805.681111,-35.57807855764607
,,1739209805.681116,-45.120503652039325
,,1739209805.681121,-45.120503652039325
,,1739209805.681126,-33.981070128970906
,,1739209805.6811311,-25.82631439489636
,,1739209805.681136,-38.13080360867914
,,1739209805.6811411,-28.992665084841967
,,1739209805.681146,-33.981070128970906
,,1739209805.6811512,-25.077289914212862
,,1739209805.6811562,-38.13080360867914
,,1739209805.6811612,-45.120503652039325
,,1739209805.6811662,-45.120503652039325
,,1739209805.6811712,-38.13080360867914
,,1739209805.6811762,-38.13080360867914
,,1739209805.6811812,-45.120503652039325
,,1739209805.6811862,-35.57807855764607
,,1739209805.6811912,-38.13080360867914
,,1739209805.6811962,-38.13080360867914
,,1739209805.6812012,-31.141103565318915
,,1739209805.6812062,-25.826314394896364
,,1739209805.6812112,-10.537147392119817
,,1739209805.6812162,-13.898344869311025
,,1739209805.6812212,-26.991370085610747
,,1739209805.6812265,-28.992665084841946
,,1739209805.6812313,-28.992665084841946
,,1739209805.6812365,-22.54371790334745
,,1739209805.6812413,-45.120503652039325
,,1739209805.6812465,-45.120503652039325
,,1739209805.6812513,-38.13080360867914
,,1739209805.6812563,-33.981070128970906
,,1739209805.6812613,-38.13080360867914
,,1739209805.6812663,-33.981070128970906
,,1739209805.6812713,-45.120503652039325
,,1739209805.6812763,-45.120503652039325
,,1739209805.681281,-45.120503652039325
,,1739209805.6812863,-33.981070128970906
,,1739209805.681291,-30.49652367304973
,,1739209805.6812963,-31.141103565318915
,,1739209805.6813014,-33.98107012897096
,,1739209805.6813064,-19.403415333952413
,,1739209805.6813114,-17.600019173844906
,,1739209805.6813164,-32.81601443825658
,,1739209805.6813214,-32.816014438256545
,,1739209805.6813264,-38.13080360867914
,,1739209805.6813314,-38.13080360867914
,,1739209805.6813364,-45.120503652039325
,,1739209805.6813414,-45.120503652039325
,,1739209805.6813464,-45.120503652039325
,,1739209805.6813514,-35.57807855764607
,,1739209805.6813564,-31.141103565318915
,,1739209805.6813614,-45.120503652039325
,,1739209805.6813664,-45.120503652039325
,,1739209805.6813717,-30.49652367304973
,,1739209805.6813765,-28.218542851754165
,,1739209805.6813817,-19.497575007474538
,,1739209805.6813865,-38.13080360867914
,,1739209805.6813917,-28.992665084841946
,,1739209805.6813965,-33.981070128970906
,,1739209805.6814015,-21.598678470925663
,,1739209805.6814065,-10.313249862154414
,,1739209805.6814115,-31.141103565318915
,,1739209805.6814165,-33.981070128970906
,,1739209805.6814213,-38.13080360867914
,,1739209805.6814263,-45.120503652039325
,,1739209805.6814313,-45.120503652039325
