CAN Message, 0x77:ec97d5bbb41a6888,Timestamp,Amplitude
,,1739209619.9208815,-33.98107012897096
,,1739209619.920886,-27.267205301931607
,,1739209619.9208903,-31.141103565318915
,,1739209619.9208946,-45.120503652039325
,,1739209619.920899,-38.13080360867914
,,1739209619.9209032,-33.981070128970906
,,1739209619.9209073,-32.816014438256545
,,1739209619.9209116,-33.981070128970906
,,1739209619.9209158,-25.25278630937684
,,1739209619.92092,-32.81601443825658
,,1739209619.9209244,-29.438486411369333
,,1739209619.9209287,-33.981070128970906
,,1739209619.9209328,-32.816014438256545
,,1739209619.920937,-30.49652367304973
,,1739209619.9209414,-29.438486411369333
,,1739209619.9209456,-35.57807855764607
,,1739209619.92095,-35.57807855764607
,,1739209619.9209542,-30.49652367304973
,,1739209619.9209585,-38.13080360867914
,,1739209619.9209626,-45.120503652039325
,,1739209619.9209669,-26.991370085610757
,,1739209619.9209712,-29.438486411369333
,,1739209619.9209754,-35.57807855764607
,,1739209619.9209795,-38.13080360867914
,,1739209619.9209838,-38.13080360867914
,,1739209619.920988,-35.57807855764607
,,1739209619.9209924,-28.21854285175415
,,1739209619.920997,-30.49652367304973
,,1739209619.921001,-25.82631439489636
,,1739209619.9210052,-31.141103565318915
,,1739209619.9210095,-45.120503652039325
,,1739209619.9210136,-38.13080360867914
,,1739209619.921018,-25.82631439489636
,,1739209619.9210222,-31.141103565318943
,,1739209619.9210265,-31.141103565318943
,,1739209619.9210308,-31.141103565318893
,,1739209619.921035,-45.120503652039325
,,1739209619.921039,-33.98107012897096
,,1739209619.9210434,-38.13080360867914
,,1739209619.9210477,-45.120503652039325
,,1739209619.921052,-38.13080360867914
,,1739209619.9210565,-45.120503652039325
,,1739209619.9210606,-45.120503652039325
,,1739209619.9210646,-33.98107012897096
,,1739209619.921069,-28.992665084841946
,,1739209619.9210732,-33.981070128970906
,,1739209619.9210775,-33.981070128970906
,,1739209619.9210818,-27.8777449560314
,,1739209619.921086,-33.981070128970906
,,1739209619.92109,-23.273589343863318
,,1739209619.9210944,-11.441356264101769
,,1739209619.9210987,-29.438486411369333
,,1739209619.921103,-31.141103565318915
,,1739209619.9211073,-30.49652367304976
,,1739209619.9211116,-38.13080360867914
,,1739209619.9211156,-30.49652367304973
,,1739209619.92112,-23.75329798047522
,,1739209619.9211242,-21.676580915188183
