CAN Message, 0x150:0400cf5579ef41bd,Timestamp,Amplitude
,,1739209679.0876365,-38.13080360867914
,,1739209679.0876403,-45.120503652039325
,,1739209679.0876448,-45.120503652039325
,,1739209679.0876489,-45.120503652039325
,,1739209679.0876532,-45.120503652039325
,,1739209679.0876572,-45.120503652039325
,,1739209679.0876615,-45.120503652039325
,,1739209679.0876656,-45.120503652039325
,,1739209679.0876698,-38.13080360867914
,,1739209679.087674,-38.13080360867914
,,1739209679.0876782,-33.981070128970906
,,1739209679.0876822,-38.13080360867914
,,1739209679.0876863,-45.120503652039325
,,1739209679.0876906,-45.120503652039325
,,1739209679.087695,-38.13080360867914
,,1739209679.087699,-38.13080360867914
,,1739209679.0877032,-38.13080360867914
,,1739209679.0877073,-38.13080360867914
,,1739209679.0877116,-31.141103565318915
,,1739209679.0877156,-33.981070128970906
,,1739209679.08772,-31.141103565318915
,,1739209679.087724,-26.487275050834715
,,1739209679.0877285,-22.17584139042336
,,1739209679.0877323,-30.49652367304973
,,1739209679.0877366,-38.13080360867914
,,1739209679.087741,-38.13080360867914
,,1739209679.087745,-38.13080360867914
,,1739209679.087749,-45.120503652039325
,,1739209679.0877533,-45.120503652039325
,,1739209679.087757,-38.13080360867914
,,1739209679.0877616,-33.981070128970906
,,1739209679.0877657,-38.13080360867914
,,1739209679.08777,-45.120503652039325
,,1739209679.087774,-38.13080360867914
,,1739209679.0877783,-26.487275050834725
,,1739209679.0877824,-35.57807855764607
,,1739209679.087787,-38.13080360867914
,,1739209679.0877907,-38.13080360867914
,,1739209679.087795,-45.120503652039325
,,1739209679.087799,-45.120503652039325
,,1739209679.0878034,-45.120503652039325
,,1739209679.0878074,-38.13080360867914
,,1739209679.0878117,-38.13080360867914
,,1739209679.0878158,-45.120503652039325
,,1739209679.08782,-38.13080360867914
,,1739209679.087824,-45.120503652039325
,,1739209679.0878284,-28.992665084841946
,,1739209679.0878325,-45.120503652039325
,,1739209679.0878367,-33.981070128970906
,,1739209679.0878408,-38.13080360867914
,,1739209679.087845,-19.497575007474538
,,1739209679.0878491,-25.82631439489636
,,1739209679.0878534,-45.120503652039325
,,1739209679.0878575,-38.13080360867914
,,1739209679.0878618,-31.141103565318915
,,1739209679.0878658,-35.57807855764607
,,1739209679.08787,-38.13080360867914
,,1739209679.0878742,-45.120503652039325
,,1739209679.0878785,-38.13080360867914
,,1739209679.0878825,-35.57807855764607
,,1739209679.0878868,-45.120503652039325
,,1739209679.0878909,-45.120503652039325
,,1739209679.0878952,-35.57807855764607
