CAN Message, 0x1a7:0000feba8da87303,Timestamp,Amplitude
,,1739209695.350315,-32.816014438256545
,,1739209695.350327,-45.120503652039325
,,1739209695.3503387,-38.13080360867914
,,1739209695.3503504,-33.981070128970906
,,1739209695.350362,-38.13080360867914
,,1739209695.350374,-32.816014438256545
,,1739209695.3503857,-38.13080360867914
,,1739209695.350397,-45.120503652039325
,,1739209695.350409,-32.816014438256545
,,1739209695.350421,-32.816014438256545
,,1739209695.3504326,-45.120503652039325
,,1739209695.3504443,-45.120503652039325
,,1739209695.350456,-38.13080360867914
,,1739209695.3504677,-45.120503652039325
,,1739209695.3504796,-45.120503652039325
,,1739209695.3504913,-38.13080360867914
,,1739209695.350503,-31.141103565318915
,,1739209695.350515,-45.120503652039325
,,1739209695.3505266,-33.981070128970906
,,1739209695.3505385,-45.120503652039325
,,1739209695.35055,-45.120503652039325
,,1739209695.3505616,-45.120503652039325
,,1739209695.3505735,-38.13080360867914
,,1739209695.3505852,-45.120503652039325
,,1739209695.350597,-45.120503652039325
,,1739209695.3506086,-45.120503652039325
,,1739209695.3506205,-45.120503652039325
,,1739209695.3506322,-45.120503652039325
,,1739209695.350644,-33.981070128970906
,,1739209695.3506556,-38.13080360867914
,,1739209695.3506672,-38.13080360867914
,,1739209695.3506792,-45.120503652039325
,,1739209695.3506908,-45.120503652039325
,,1739209695.3507023,-45.120503652039325
,,1739209695.3507142,-38.13080360867914
,,1739209695.350726,-45.120503652039325
,,1739209695.3507378,-45.120503652039325
,,1739209695.3507495,-45.120503652039325
,,1739209695.3507612,-38.13080360867914
,,1739209695.3507729,-38.13080360867914
,,1739209695.3507848,-38.13080360867914
,,1739209695.3507965,-45.120503652039325
,,1739209695.350808,-38.13080360867914
,,1739209695.3508198,-38.13080360867914
,,1739209695.3508315,-38.13080360867914
,,1739209695.3508434,-38.13080360867914
,,1739209695.350855,-45.120503652039325
,,1739209695.3508668,-45.120503652039325
,,1739209695.3508787,-29.438486411369333
,,1739209695.3508904,-32.81601443825658
,,1739209695.350902,-15.690507718378887
,,1739209695.3509138,-9.54663483144422
,,1739209695.3509254,-33.98107012897096
,,1739209695.3509374,-30.49652367304973
,,1739209695.350949,-33.981070128970906
,,1739209695.3509607,-45.120503652039325
,,1739209695.3509724,-38.13080360867914
,,1739209695.3509843,-38.13080360867914
,,1739209695.350996,-38.13080360867914
,,1739209695.3510077,-38.13080360867914
,,1739209695.3510194,-45.120503652039325
,,1739209695.3510313,-45.120503652039325
,,1739209695.351043,-33.981070128970906
,,1739209695.351055,-38.13080360867914
,,1739209695.3510664,-35.57807855764607
,,1739209695.351078,-45.120503652039325
,,1739209695.35109,-45.120503652039325
,,1739209695.3511016,-45.120503652039325
,,1739209695.351113,-45.120503652039325
,,1739209695.351125,-38.13080360867914
,,1739209695.351137,-26.03565346325281
,,1739209695.3511486,-38.13080360867914
,,1739209695.3511603,-35.57807855764607
,,1739209695.351172,-32.816014438256545
