CAN Message, 0x1b8:0200ede9c4de1420,Timestamp,Amplitude
,,1739209590.6625912,-45.120503652039325
,,1739209590.662599,-35.57807855764607
,,1739209590.6626067,-38.13080360867914
,,1739209590.6626146,-38.13080360867914
,,1739209590.6626225,-45.120503652039325
,,1739209590.66263,-45.120503652039325
,,1739209590.662638,-45.120503652039325
,,1739209590.6626458,-35.57807855764607
,,1739209590.6626534,-35.57807855764607
,,1739209590.6626613,-38.13080360867914
,,1739209590.6626692,-35.57807855764607
,,1739209590.6626768,-35.57807855764607
,,1739209590.662685,-35.57807855764607
,,1739209590.6626923,-35.57807855764607
,,1739209590.6627002,-38.13080360867914
,,1739209590.662708,-45.120503652039325
,,1739209590.662716,-38.13080360867914
,,1739209590.6627235,-38.13080360867914
,,1739209590.6627314,-45.120503652039325
,,1739209590.6627393,-45.120503652039325
,,1739209590.6627471,-38.13080360867914
,,1739209590.6627548,-38.13080360867914
,,1739209590.6627626,-45.120503652039325
,,1739209590.6627705,-45.120503652039325
,,1739209590.662778,-45.120503652039325
,,1739209590.662786,-45.120503652039325
,,1739209590.662794,-45.120503652039325
,,1739209590.6628015,-45.120503652039325
,,1739209590.6628094,-45.120503652039325
,,1739209590.6628172,-38.13080360867914
,,1739209590.6628249,-45.120503652039325
,,1739209590.6628327,-38.13080360867914
,,1739209590.6628406,-29.438486411369333
,,1739209590.6628485,-38.13080360867914
,,1739209590.662856,-45.120503652039325
,,1739209590.662864,-45.120503652039325
,,1739209590.6628718,-38.13080360867914
,,1739209590.6628797,-38.13080360867914
,,1739209590.662887,-38.13080360867914
,,1739209590.6628952,-45.120503652039325
,,1739209590.6629028,-38.13080360867914
,,1739209590.6629107,-45.120503652039325
,,1739209590.6629186,-38.13080360867914
,,1739209590.6629262,-45.120503652039325
,,1739209590.662934,-45.120503652039325
,,1739209590.662942,-45.120503652039325
,,1739209590.6629496,-38.13080360867914
,,1739209590.6629574,-38.13080360867914
,,1739209590.6629653,-24.746238672633048
,,1739209590.662973,-32.81601443825658
,,1739209590.6629808,-14.686880871827997
,,1739209590.662989,-14.896219940184425
,,1739209590.6629963,-32.816014438256545
,,1739209590.6630042,-33.981070128970906
,,1739209590.663012,-45.120503652039325
,,1739209590.66302,-38.13080360867914
,,1739209590.6630275,-45.120503652039325
,,1739209590.6630354,-45.120503652039325
,,1739209590.6630433,-45.120503652039325
,,1739209590.663051,-45.120503652039325
,,1739209590.6630588,-45.120503652039325
,,1739209590.6630666,-38.13080360867914
,,1739209590.6630745,-45.120503652039325
,,1739209590.663082,-45.120503652039325
,,1739209590.66309,-45.120503652039325
,,1739209590.663098,-38.13080360867914
,,1739209590.6631055,-45.120503652039325
,,1739209590.6631134,-45.120503652039325
,,1739209590.6631212,-38.13080360867914
,,1739209590.6631289,-38.13080360867914
,,1739209590.6631367,-35.57807855764607
,,1739209590.6631446,-45.120503652039325
,,1739209590.6631522,-24.746238672633048
,,1739209590.66316,-30.49652367304973
,,1739209590.663168,-31.141103565318943
,,1739209590.6631756,-45.120503652039325
,,1739209590.6631837,-31.141103565318893
,,1739209590.6631913,-38.13080360867914
,,1739209590.663199,-38.13080360867914
,,1739209590.6632068,-17.724780207538373
,,1739209590.6632147,-26.487275050834725
,,1739209590.6632223,-45.120503652039325
,,1739209590.6632302,-45.120503652039325
,,1739209590.663238,-38.13080360867914
,,1739209590.663246,-30.49652367304973
,,1739209590.6632535,-32.816014438256545
,,1739209590.6632614,-38.13080360867914
,,1739209590.6632693,-38.13080360867914
,,1739209590.663277,-38.13080360867914
,,1739209590.6632848,-38.13080360867914
,,1739209590.6632926,-35.57807855764607
,,1739209590.6633005,-38.13080360867914
,,1739209590.663308,-45.120503652039325
,,1739209590.663316,-45.120503652039325
,,1739209590.6633236,-45.120503652039325
,,1739209590.6633315,-45.120503652039325
,,1739209590.6633394,-30.49652367304973
,,1739209590.6633472,-38.13080360867914
,,1739209590.6633549,-45.120503652039325
,,1739209590.6633627,-38.13080360867914
,,1739209590.6633706,-38.13080360867914
,,1739209590.6633782,-31.14110356531892
,,1739209590.663386,-33.981070128970906
,,1739209590.663394,-17.44894499121748
,,1739209590.6634016,-33.981070128970906
,,1739209590.6634097,-45.120503652039325
,,1739209590.663417,-38.13080360867914
,,1739209590.663425,-45.120503652039325
,,1739209590.6634328,-9.124947742179486
,,1739209590.6634407,-28.992665084841967
,,1739209590.6634483,-31.141103565318915
,,1739209590.6634562,-45.120503652039325
,,1739209590.663464,-45.120503652039325
,,1739209590.6634717,-33.981070128970906
,,1739209590.6634796,-45.120503652039325
,,1739209590.6634874,-45.120503652039325
,,1739209590.6634953,-31.141103565318915
,,1739209590.663503,-25.826314394896364
,,1739209590.6635108,-45.120503652039325
,,1739209590.663519,-38.13080360867914
,,1739209590.6635263,-33.981070128970906
,,1739209590.6635342,-27.87774495603141
,,1739209590.663542,-45.120503652039325
,,1739209590.6635497,-38.13080360867914
,,1739209590.6635575,-35.57807855764607
,,1739209590.6635654,-35.57807855764607
,,1739209590.663573,-28.58837851428586
,,1739209590.663581,-11.585188061261672
,,1739209590.6635888,-18.877682693682605
,,1739209590.6635966,-20.51152522447381
,,1739209590.6636045,-38.13080360867914
,,1739209590.663612,-38.13080360867914
,,1739209590.66362,-35.57807855764607
,,1739209590.6636276,-45.120503652039325
,,1739209590.6636355,-45.120503652039325
,,1739209590.6636434,-45.120503652039325
,,1739209590.663651,-38.13080360867914
,,1739209590.6636589,-28.992665084841946
,,1739209590.6636667,-45.120503652039325
,,1739209590.6636744,-45.120503652039325
,,1739209590.6636822,-38.13080360867914
,,1739209590.66369,-28.992665084841946
,,1739209590.6636975,-45.120503652039325
,,1739209590.6637056,-38.13080360867914
,,1739209590.6637137,-38.13080360867914
,,1739209590.663721,-28.58837851428586
,,1739209590.663729,-45.120503652039325
,,1739209590.6637368,-38.13080360867914
,,1739209590.6637447,-35.57807855764607
,,1739209590.6637523,-27.267205301931607
,,1739209590.6637602,-45.120503652039325
,,1739209590.663768,-45.120503652039325
,,1739209590.6637757,-45.120503652039325
,,1739209590.6637836,-32.816014438256545
,,1739209590.6637914,-35.57807855764607
,,1739209590.663799,-45.120503652039325
,,1739209590.663807,-30.49652367304976
,,1739209590.6638148,-32.816014438256545
,,1739209590.6638224,-38.13080360867914
,,1739209590.6638305,-45.120503652039325
,,1739209590.663838,-45.120503652039325
,,1739209590.663846,-33.981070128970906
,,1739209590.6638536,-38.13080360867914
,,1739209590.6638615,-45.120503652039325
,,1739209590.6638694,-45.120503652039325
,,1739209590.663877,-38.13080360867914
