CAN Message, 0x24:05ebc59aabfbf613,Timestamp,Amplitude
,,1739209784.0823736,-38.13080360867914
,,1739209784.082379,-45.120503652039325
,,1739209784.0823843,-38.13080360867914
,,1739209784.0823898,-33.981070128970906
,,1739209784.0823953,-38.13080360867914
,,1739209784.0824008,-45.120503652039325
,,1739209784.0824063,-45.120503652039325
,,1739209784.0824115,-33.981070128970906
,,1739209784.082417,-38.13080360867914
,,1739209784.0824225,-33.981070128970906
,,1739209784.082428,-28.58837851428586
,,1739209784.0824337,-38.13080360867914
,,1739209784.0824387,-45.120503652039325
,,1739209784.0824442,-45.120503652039325
,,1739209784.0824497,-38.13080360867914
,,1739209784.0824552,-38.13080360867914
,,1739209784.0824606,-38.13080360867914
,,1739209784.082466,-38.13080360867914
,,1739209784.0824714,-32.816014438256545
,,1739209784.0824769,-38.13080360867914
,,1739209784.0824823,-45.120503652039325
,,1739209784.0824878,-45.120503652039325
,,1739209784.082493,-33.981070128970906
,,1739209784.0824986,-38.13080360867914
,,1739209784.082504,-38.13080360867914
,,1739209784.0825095,-38.13080360867914
,,1739209784.082515,-38.13080360867914
,,1739209784.0825202,-45.120503652039325
,,1739209784.0825255,-38.13080360867914
,,1739209784.0825312,-45.120503652039325
,,1739209784.0825367,-38.13080360867914
,,1739209784.0825422,-35.57807855764607
,,1739209784.0825474,-45.120503652039325
,,1739209784.082553,-38.13080360867914
,,1739209784.0825584,-31.141103565318915
,,1739209784.082564,-45.120503652039325
,,1739209784.0825694,-45.120503652039325
,,1739209784.0825746,-38.13080360867914
,,1739209784.08258,-45.120503652039325
,,1739209784.0825856,-45.120503652039325
,,1739209784.082591,-38.13080360867914
,,1739209784.0825963,-38.13080360867914
,,1739209784.082602,-33.98107012897096
,,1739209784.0826073,-45.120503652039325
,,1739209784.0826128,-38.13080360867914
,,1739209784.0826182,-45.120503652039325
,,1739209784.0826235,-38.13080360867914
,,1739209784.0826292,-38.13080360867914
,,1739209784.0826344,-33.981070128970906
,,1739209784.08264,-35.57807855764607
,,1739209784.0826454,-20.88804491267121
,,1739209784.082651,-24.438645034577675
,,1739209784.0826564,-45.120503652039325
,,1739209784.0826616,-33.981070128970906
,,1739209784.082667,-30.49652367304973
,,1739209784.0826726,-27.267205301931607
,,1739209784.082678,-32.816014438256545
,,1739209784.0826836,-45.120503652039325
,,1739209784.0826888,-38.13080360867914
,,1739209784.0826943,-38.13080360867914
,,1739209784.0826998,-38.13080360867914
,,1739209784.0827053,-38.13080360867914
,,1739209784.0827107,-32.81601443825658
,,1739209784.082716,-22.002965041481755
,,1739209784.0827217,-31.141103565318915
,,1739209784.082727,-32.81601443825658
,,1739209784.0827324,-45.120503652039325
,,1739209784.082738,-31.141103565318915
,,1739209784.0827432,-32.816014438256545
,,1739209784.082749,-45.120503652039325
,,1739209784.082754,-33.981070128970906
,,1739209784.0827596,-45.120503652039325
,,1739209784.082765,-45.120503652039325
,,1739209784.0827703,-31.141103565318893
,,1739209784.0827758,-28.218542851754165
,,1739209784.0827813,-26.99137008561072
,,1739209784.0827868,-28.992665084841946
,,1739209784.0827923,-45.120503652039325
,,1739209784.0827975,-27.267205301931607
,,1739209784.082803,-45.120503652039325
,,1739209784.0828085,-38.13080360867914
,,1739209784.082814,-33.98107012897096
,,1739209784.0828197,-32.816014438256545
,,1739209784.0828247,-38.13080360867914
,,1739209784.0828302,-32.816014438256545
,,1739209784.0828357,-45.120503652039325
,,1739209784.0828412,-25.826314394896357
,,1739209784.0828466,-23.75329798047523
,,1739209784.082852,-28.218542851754187
,,1739209784.0828574,-45.120503652039325
,,1739209784.0828629,-31.141103565318943
,,1739209784.0828683,-33.981070128970906
,,1739209784.0828738,-28.992665084841946
,,1739209784.082879,-45.120503652039325
,,1739209784.0828846,-33.981070128970906
,,1739209784.08289,-38.13080360867914
,,1739209784.0828955,-33.981070128970906
,,1739209784.082901,-45.120503652039325
,,1739209784.0829062,-45.120503652039325
,,1739209784.0829115,-26.99137008561072
,,1739209784.0829172,-23.506823629689546
,,1739209784.0829227,-38.13080360867914
,,1739209784.0829282,-31.141103565318915
,,1739209784.0829334,-30.49652367304973
,,1739209784.082939,-45.120503652039325
,,1739209784.0829444,-33.981070128970906
,,1739209784.08295,-33.981070128970906
,,1739209784.0829554,-32.816014438256545
,,1739209784.0829606,-45.120503652039325
,,1739209784.082966,-45.120503652039325
,,1739209784.0829716,-33.981070128970906
,,1739209784.082977,-31.141103565318943
,,1739209784.0829823,-23.506823629689546
,,1739209784.082988,-28.21854285175415
,,1739209784.0829933,-35.57807855764607
,,1739209784.0829988,-28.992665084841946
,,1739209784.0830042,-33.981070128970906
,,1739209784.0830095,-45.120503652039325
,,1739209784.0830152,-31.141103565318893
,,1739209784.0830204,-38.13080360867914
,,1739209784.083026,-45.120503652039325
,,1739209784.0830314,-38.13080360867914
,,1739209784.083037,-35.57807855764607
,,1739209784.0830424,-26.487275050834725
,,1739209784.0830476,-25.07728991421287
,,1739209784.083053,-26.991370085610747
,,1739209784.0830586,-26.487275050834715
,,1739209784.083064,-26.991370085610736
,,1739209784.0830696,-38.13080360867914
,,1739209784.0830748,-45.120503652039325
,,1739209784.0830803,-35.57807855764607
,,1739209784.0830858,-30.49652367304973
,,1739209784.0830913,-45.120503652039325
,,1739209784.0830967,-28.58837851428586
,,1739209784.083102,-28.992665084841946
,,1739209784.0831077,-45.120503652039325
,,1739209784.083113,-26.487275050834715
,,1739209784.0831184,-24.15140352195872
,,1739209784.083124,-38.13080360867914
,,1739209784.0831292,-38.13080360867914
,,1739209784.083135,-28.218542851754165
,,1739209784.08314,-38.13080360867914
,,1739209784.0831456,-38.13080360867914
,,1739209784.083151,-32.816014438256545
,,1739209784.0831563,-45.120503652039325
,,1739209784.0831618,-38.13080360867914
,,1739209784.0831673,-38.13080360867914
,,1739209784.0831728,-23.75329798047522
,,1739209784.0831783,-32.81601443825658
,,1739209784.0831835,-25.62660358559016
,,1739209784.083189,-28.992665084841946
,,1739209784.0831945,-28.992665084841946
,,1739209784.0832,-29.438486411369357
,,1739209784.0832057,-45.120503652039325
,,1739209784.0832107,-35.57807855764607
,,1739209784.0832162,-38.13080360867914
,,1739209784.0832217,-45.120503652039325
,,1739209784.0832272,-45.120503652039325
,,1739209784.0832326,-45.120503652039325
,,1739209784.083238,-38.13080360867914
,,1739209784.0832434,-38.13080360867914
,,1739209784.0832489,-38.13080360867914
,,1739209784.0832543,-38.13080360867914
,,1739209784.0832598,-33.981070128970906
,,1739209784.083265,-38.13080360867914
,,1739209784.0832703,-38.13080360867914
,,1739209784.083276,-35.57807855764607
,,1739209784.0832815,-32.816014438256545
,,1739209784.083287,-38.13080360867914
,,1739209784.0832922,-38.13080360867914
,,1739209784.0832975,-45.120503652039325
,,1739209784.0833032,-28.992665084841946
,,1739209784.0833087,-38.13080360867914
,,1739209784.0833142,-45.120503652039325
,,1739209784.0833194,-45.120503652039325
,,1739209784.083325,-38.13080360867914
,,1739209784.0833304,-38.13080360867914
,,1739209784.083336,-38.13080360867914
,,1739209784.0833414,-38.13080360867914
,,1739209784.0833466,-33.981070128970906
,,1739209784.083352,-33.981070128970906
,,1739209784.0833576,-45.120503652039325
,,1739209784.083363,-38.13080360867914
,,1739209784.0833683,-33.981070128970906
,,1739209784.0833738,-45.120503652039325
,,1739209784.0833793,-33.981070128970906
,,1739209784.0833848,-35.57807855764607
,,1739209784.0833902,-33.981070128970906
,,1739209784.0833955,-28.992665084841946
,,1739209784.0834012,-29.438486411369333
,,1739209784.0834064,-33.981070128970906
