CAN Message, 0x150:020084ba8c37c70d,Timestamp,Amplitude
,,1739209667.119732,-32.816014438256545
,,1739209667.1197388,-33.981070128970906
,,1739209667.1197455,-45.120503652039325
,,1739209667.1197522,-45.120503652039325
,,1739209667.1197588,-38.13080360867914
,,1739209667.1197655,-38.13080360867914
,,1739209667.1197724,-38.13080360867914
,,1739209667.119779,-31.141103565318915
,,1739209667.1197858,-35.57807855764607
,,1739209667.1197925,-38.13080360867914
,,1739209667.1197991,-38.13080360867914
,,1739209667.1198058,-32.816014438256545
,,1739209667.1198127,-32.816014438256545
,,1739209667.1198194,-35.57807855764607
,,1739209667.119826,-38.13080360867914
,,1739209667.1198328,-45.120503652039325
,,1739209667.1198394,-38.13080360867914
,,1739209667.1198463,-33.981070128970906
,,1739209667.119853,-38.13080360867914
,,1739209667.1198597,-45.120503652039325
,,1739209667.1198664,-38.13080360867914
,,1739209667.119873,-45.120503652039325
,,1739209667.1198795,-23.16150712794696
,,1739209667.1198866,-45.120503652039325
,,1739209667.1198933,-38.13080360867914
,,1739209667.1199,-38.13080360867914
,,1739209667.119907,-38.13080360867914
,,1739209667.119913,-33.981070128970906
,,1739209667.1199205,-45.120503652039325
,,1739209667.119927,-27.267205301931607
,,1739209667.1199336,-27.267205301931607
,,1739209667.1199403,-45.120503652039325
,,1739209667.119947,-45.120503652039325
,,1739209667.1199536,-38.13080360867914
,,1739209667.1199603,-38.13080360867914
,,1739209667.1199672,-38.13080360867914
,,1739209667.119974,-45.120503652039325
,,1739209667.1199806,-35.57807855764607
,,1739209667.1199872,-32.81601443825658
,,1739209667.1199942,-35.57807855764607
,,1739209667.1200008,-45.120503652039325
,,1739209667.1200075,-45.120503652039325
,,1739209667.1200142,-45.120503652039325
,,1739209667.1200209,-38.13080360867914
,,1739209667.1200278,-45.120503652039325
,,1739209667.1200345,-28.992665084841946
,,1739209667.1200411,-21.4469444417791
,,1739209667.1200478,-38.13080360867914
,,1739209667.1200545,-31.141103565318915
,,1739209667.1200612,-31.14110356531892
,,1739209667.120068,-20.16506027657481
,,1739209667.1200747,-11.562158693189932
,,1739209667.1200814,-33.98107012897096
,,1739209667.120088,-28.58837851428586
,,1739209667.1200948,-25.25278630937684
,,1739209667.1201017,-45.120503652039325
,,1739209667.1201084,-45.120503652039325
,,1739209667.120115,-35.57807855764607
,,1739209667.1201217,-33.981070128970906
,,1739209667.1201284,-45.120503652039325
,,1739209667.120135,-38.13080360867914
,,1739209667.120142,-45.120503652039325
,,1739209667.120149,-31.141103565318943
,,1739209667.120155,-45.120503652039325
,,1739209667.120162,-38.13080360867914
,,1739209667.1201687,-33.981070128970906
,,1739209667.1201756,-30.49652367304973
,,1739209667.1201825,-38.13080360867914
,,1739209667.120189,-35.57807855764607
,,1739209667.1201956,-45.120503652039325
,,1739209667.1202023,-38.13080360867914
,,1739209667.1202092,-35.57807855764607
,,1739209667.120216,-45.120503652039325
,,1739209667.1202226,-45.120503652039325
,,1739209667.1202292,-38.13080360867914
,,1739209667.120236,-38.13080360867914
,,1739209667.1202426,-38.13080360867914
,,1739209667.1202495,-35.57807855764607
,,1739209667.1202562,-25.62660358559016
,,1739209667.1202629,-24.15140352195872
,,1739209667.1202695,-24.15140352195872
,,1739209667.1202762,-31.141103565318915
,,1739209667.1202831,-45.120503652039325
,,1739209667.1202898,-45.120503652039325
,,1739209667.1202965,-45.120503652039325
,,1739209667.1203032,-45.120503652039325
,,1739209667.1203098,-38.13080360867914
,,1739209667.1203165,-38.13080360867914
,,1739209667.1203234,-35.57807855764607
,,1739209667.12033,-31.141103565318915
,,1739209667.1203368,-25.25278630937684
,,1739209667.1203434,-38.13080360867914
,,1739209667.12035,-45.120503652039325
,,1739209667.120357,-45.120503652039325
,,1739209667.1203637,-33.981070128970906
,,1739209667.1203704,-32.816014438256545
,,1739209667.120377,-33.981070128970906
,,1739209667.1203835,-35.57807855764607
,,1739209667.1203904,-20.822980852015213
,,1739209667.120397,-10.634986260023512
,,1739209667.120404,-45.120503652039325
,,1739209667.120411,-38.13080360867914
,,1739209667.1204174,-35.57807855764607
,,1739209667.120424,-38.13080360867914
,,1739209667.120431,-45.120503652039325
,,1739209667.1204376,-45.120503652039325
,,1739209667.1204443,-38.13080360867914
,,1739209667.120451,-45.120503652039325
,,1739209667.1204576,-38.13080360867914
,,1739209667.1204646,-38.13080360867914
,,1739209667.1204712,-31.141103565318943
,,1739209667.120478,-31.141103565318943
,,1739209667.1204846,-45.120503652039325
,,1739209667.1204913,-38.13080360867914
,,1739209667.120498,-45.120503652039325
,,1739209667.1205049,-45.120503652039325
,,1739209667.1205115,-33.981070128970906
,,1739209667.1205182,-45.120503652039325
,,1739209667.120525,-31.141103565318893
,,1739209667.1205316,-32.816014438256545
,,1739209667.1205385,-45.120503652039325
,,1739209667.1205451,-45.120503652039325
,,1739209667.1205518,-25.62660358559016
,,1739209667.1205585,-22.44878636800916
,,1739209667.1205652,-45.120503652039325
,,1739209667.120572,-33.98107012897096
,,1739209667.1205788,-22.44878636800916
,,1739209667.1205854,-14.686880871827997
,,1739209667.120592,-10.62880633038728
,,1739209667.1205988,-24.589719217205094
,,1739209667.1206057,-33.981070128970906
,,1739209667.1206124,-45.120503652039325
,,1739209667.120619,-45.120503652039325
,,1739209667.1206255,-45.120503652039325
,,1739209667.1206324,-45.120503652039325
,,1739209667.120639,-45.120503652039325
,,1739209667.120646,-38.13080360867914
,,1739209667.120653,-38.13080360867914
,,1739209667.1206594,-30.49652367304973
,,1739209667.120666,-26.99137008561072
,,1739209667.1206727,-45.120503652039325
,,1739209667.1206794,-38.13080360867914
,,1739209667.1206863,-38.13080360867914
,,1739209667.120693,-45.120503652039325
,,1739209667.1206996,-33.981070128970906
,,1739209667.1207063,-38.13080360867914
,,1739209667.120713,-22.26493056196156
,,1739209667.12072,-18.877682693682605
,,1739209667.1207266,-45.120503652039325
,,1739209667.1207333,-38.13080360867914
,,1739209667.12074,-24.589719217205094
,,1739209667.1207466,-15.18614134706317
,,1739209667.1207533,-10.62880633038728
,,1739209667.1207602,-25.82631439489636
,,1739209667.1207669,-45.120503652039325
,,1739209667.1207736,-31.141103565318943
,,1739209667.1207802,-21.522148828640407
,,1739209667.120787,-27.8777449560314
,,1739209667.1207938,-45.120503652039325
,,1739209667.1208005,-31.141103565318915
,,1739209667.1208072,-31.141103565318915
,,1739209667.1208138,-20.4518274484982
,,1739209667.1208203,-24.151403521958727
,,1739209667.1208272,-31.141103565318915
,,1739209667.120834,-45.120503652039325
,,1739209667.1208408,-38.13080360867914
,,1739209667.1208477,-38.13080360867914
,,1739209667.120854,-27.267205301931607
,,1739209667.1208608,-38.13080360867914
,,1739209667.1208675,-33.981070128970906
,,1739209667.1208744,-32.81601443825658
,,1739209667.120881,-22.26493056196156
,,1739209667.1208878,-38.13080360867914
,,1739209667.1208944,-45.120503652039325
,,1739209667.120901,-45.120503652039325
,,1739209667.120908,-33.981070128970906
,,1739209667.1209147,-33.981070128970906
,,1739209667.1209214,-33.981070128970906
,,1739209667.120928,-38.13080360867914
,,1739209667.1209347,-38.13080360867914
,,1739209667.1209416,-45.120503652039325
,,1739209667.1209483,-38.13080360867914
,,1739209667.120955,-45.120503652039325
,,1739209667.1209617,-26.487275050834725
,,1739209667.1209683,-31.141103565318915
,,1739209667.1209753,-38.13080360867914
,,1739209667.120982,-32.816014438256545
,,1739209667.1209886,-33.981070128970906
,,1739209667.1209953,-45.120503652039325
,,1739209667.121002,-38.13080360867914
,,1739209667.1210086,-30.49652367304973
,,1739209667.1210155,-26.991370085610747
,,1739209667.1210222,-31.14110356531892
,,1739209667.121029,-33.981070128970906
,,1739209667.1210356,-28.992665084841946
,,1739209667.1210425,-23.506823629689546
,,1739209667.1210492,-45.120503652039325
,,1739209667.1210558,-38.13080360867914
,,1739209667.1210625,-33.981070128970906
,,1739209667.1210692,-27.877744956031417
,,1739209667.121076,-24.589719217205094
,,1739209667.1210823,-38.13080360867914
,,1739209667.1210897,-45.120503652039325
,,1739209667.121096,-38.13080360867914
,,1739209667.1211028,-38.13080360867914
,,1739209667.1211095,-45.120503652039325
,,1739209667.1211162,-38.13080360867914
,,1739209667.121123,-33.981070128970906
,,1739209667.1211298,-30.49652367304973
,,1739209667.1211364,-22.84163660590256
,,1739209667.121143,-38.13080360867914
,,1739209667.1211498,-45.120503652039325
,,1739209667.1211567,-38.13080360867914
,,1739209667.1211634,-35.57807855764607
,,1739209667.12117,-19.00327057196588
,,1739209667.1211767,-27.877744956031417
,,1739209667.1211834,-30.49652367304973
,,1739209667.12119,-38.13080360867914
,,1739209667.121197,-45.120503652039325
,,1739209667.1212037,-45.120503652039325
,,1739209667.1212103,-38.13080360867914
,,1739209667.121217,-38.13080360867914
,,1739209667.1212237,-38.13080360867914
,,1739209667.1212306,-38.13080360867914
,,1739209667.1212373,-45.120503652039325
,,1739209667.121244,-45.120503652039325
,,1739209667.1212506,-38.13080360867914
,,1739209667.1212573,-32.816014438256545
,,1739209667.121264,-28.992665084841946
,,1739209667.121271,-45.120503652039325
,,1739209667.1212776,-35.57807855764607
,,1739209667.1212842,-38.13080360867914
,,1739209667.121291,-31.141103565318893
,,1739209667.1212976,-33.981070128970906
,,1739209667.1213045,-45.120503652039325
,,1739209667.1213112,-35.57807855764607
,,1739209667.121318,-23.75329798047522
,,1739209667.1213243,-33.98107012897096
,,1739209667.1213312,-18.08758987085268
,,1739209667.121338,-32.816014438256545
,,1739209667.1213448,-33.981070128970906
,,1739209667.1213517,-28.992665084841946
,,1739209667.1213582,-25.62660358559016
,,1739209667.1213648,-9.585314250549594
,,1739209667.1213715,-29.438486411369333
,,1739209667.1213784,-45.120503652039325
,,1739209667.121385,-38.13080360867914
,,1739209667.1213918,-45.120503652039325
,,1739209667.1213984,-26.99137008561072
,,1739209667.1214051,-45.120503652039325
,,1739209667.121412,-45.120503652039325
,,1739209667.1214187,-45.120503652039325
,,1739209667.1214254,-45.120503652039325
,,1739209667.121432,-45.120503652039325
,,1739209667.1214387,-45.120503652039325
,,1739209667.1214454,-45.120503652039325
,,1739209667.1214523,-38.13080360867914
,,1739209667.121459,-38.13080360867914
,,1739209667.1214657,-38.13080360867914
,,1739209667.1214724,-45.120503652039325
,,1739209667.121479,-45.120503652039325
,,1739209667.121486,-45.120503652039325
,,1739209667.1214926,-22.264930561961563
,,1739209667.1214993,-38.13080360867914
,,1739209667.121506,-24.151403521958727
,,1739209667.121513,-35.57807855764607
,,1739209667.121519,-35.57807855764607
,,1739209667.1215262,-13.120210986501588
,,1739209667.121533,-28.992665084841946
,,1739209667.1215396,-45.120503652039325
,,1739209667.1215465,-33.981070128970906
,,1739209667.121553,-45.120503652039325
,,1739209667.12156,-45.120503652039325
,,1739209667.1215663,-45.120503652039325
,,1739209667.1215732,-45.120503652039325
,,1739209667.12158,-45.120503652039325
,,1739209667.1215866,-29.438486411369333
,,1739209667.1215937,-35.57807855764607
,,1739209667.1216002,-45.120503652039325
,,1739209667.1216068,-38.13080360867914
,,1739209667.1216135,-35.57807855764607
,,1739209667.1216202,-45.120503652039325
,,1739209667.1216269,-45.120503652039325
,,1739209667.1216338,-45.120503652039325
,,1739209667.1216404,-28.58837851428586
,,1739209667.1216471,-28.58837851428586
,,1739209667.1216538,-45.120503652039325
,,1739209667.1216605,-33.981070128970906
,,1739209667.1216674,-45.120503652039325
,,1739209667.121674,-31.141103565318915
,,1739209667.1216807,-28.58837851428589
,,1739209667.1216874,-20.69570596139481
,,1739209667.121694,-45.120503652039325
,,1739209667.1217008,-33.981070128970906
,,1739209667.1217077,-28.58837851428589
,,1739209667.1217144,-16.306657084333562
,,1739209667.121721,-9.643987068439602
,,1739209667.1217277,-33.98107012897096
,,1739209667.1217344,-31.141103565318915
,,1739209667.1217413,-33.981070128970906
,,1739209667.121748,-45.120503652039325
,,1739209667.1217546,-33.98107012897096
,,1739209667.121761,-38.13080360867914
,,1739209667.121768,-45.120503652039325
,,1739209667.121775,-45.120503652039325
,,1739209667.1217816,-32.816014438256545
,,1739209667.1217885,-38.13080360867914
,,1739209667.121795,-38.13080360867914
,,1739209667.1218016,-35.57807855764607
,,1739209667.1218083,-45.120503652039325
,,1739209667.1218152,-45.120503652039325
,,1739209667.121822,-45.120503652039325
,,1739209667.1218286,-33.981070128970906
,,1739209667.1218352,-22.54371790334745
,,1739209667.121842,-31.141103565318943
,,1739209667.1218488,-23.38864096791655
,,1739209667.1218555,-31.141103565318915
,,1739209667.1218622,-33.981070128970906
,,1739209667.1218688,-45.120503652039325
,,1739209667.1218755,-21.676580915188183
,,1739209667.1218822,-13.01196999889036
,,1739209667.121889,-31.141103565318915
,,1739209667.1218958,-38.13080360867914
,,1739209667.1219025,-45.120503652039325
,,1739209667.1219091,-45.120503652039325
,,1739209667.1219158,-30.49652367304973
,,1739209667.1219227,-38.13080360867914
,,1739209667.1219294,-38.13080360867914
,,1739209667.121936,-45.120503652039325
,,1739209667.1219428,-24.151403521958727
,,1739209667.1219494,-32.816014438256545
,,1739209667.121956,-45.120503652039325
,,1739209667.121963,-38.13080360867914
,,1739209667.1219697,-33.981070128970906
,,1739209667.1219764,-45.120503652039325
,,1739209667.121983,-45.120503652039325
,,1739209667.1219895,-45.120503652039325
,,1739209667.1219966,-45.120503652039325
,,1739209667.1220033,-45.120503652039325
,,1739209667.12201,-25.62660358559016
,,1739209667.122017,-38.13080360867914
,,1739209667.122023,-31.14110356531892
,,1739209667.1220305,-45.120503652039325
,,1739209667.122037,-31.141103565318915
,,1739209667.1220436,-20.27750525857143
,,1739209667.1220503,-27.267205301931607
,,1739209667.122057,-32.816014438256545
,,1739209667.1220636,-38.13080360867914
,,1739209667.1220706,-38.13080360867914
,,1739209667.1220772,-28.992665084841946
,,1739209667.122084,-38.13080360867914
,,1739209667.1220906,-45.120503652039325
,,1739209667.1220973,-45.120503652039325
,,1739209667.1221042,-24.15140352195873
,,1739209667.1221108,-38.13080360867914
,,1739209667.1221175,-38.13080360867914
,,1739209667.1221242,-38.13080360867914
,,1739209667.1221309,-29.438486411369347
,,1739209667.1221375,-15.275230518601363
,,1739209667.1221445,-22.44878636800916
,,1739209667.1221511,-45.120503652039325
,,1739209667.1221578,-38.13080360867914
