CAN Message, 0x39:0ee0e22c253932df,Timestamp,Amplitude
,,1739209706.0538208,-38.13080360867914
,,1739209706.0538256,-35.57807855764607
,,1739209706.0538304,-38.13080360867914
,,1739209706.0538352,-45.120503652039325
,,1739209706.05384,-45.120503652039325
,,1739209706.0538447,-45.120503652039325
,,1739209706.0538497,-45.120503652039325
,,1739209706.0538542,-45.120503652039325
,,1739209706.0538592,-38.13080360867914
,,1739209706.053864,-38.13080360867914
,,1739209706.0538688,-38.13080360867914
,,1739209706.0538735,-45.120503652039325
,,1739209706.0538783,-38.13080360867914
,,1739209706.053883,-35.57807855764607
,,1739209706.0538878,-38.13080360867914
,,1739209706.0538926,-38.13080360867914
,,1739209706.0538974,-38.13080360867914
,,1739209706.053902,-38.13080360867914
,,1739209706.053907,-27.267205301931607
,,1739209706.0539117,-33.981070128970906
,,1739209706.0539165,-45.120503652039325
,,1739209706.0539212,-21.4469444417791
,,1739209706.053926,-28.58837851428586
,,1739209706.0539308,-45.120503652039325
,,1739209706.0539355,-38.13080360867914
,,1739209706.0539403,-33.981070128970906
,,1739209706.0539453,-30.49652367304976
,,1739209706.05395,-45.120503652039325
,,1739209706.0539548,-45.120503652039325
,,1739209706.0539596,-45.120503652039325
,,1739209706.0539644,-38.13080360867914
,,1739209706.0539691,-35.57807855764607
,,1739209706.053974,-38.13080360867914
,,1739209706.0539787,-45.120503652039325
,,1739209706.0539834,-28.992665084841946
,,1739209706.0539882,-27.8777449560314
,,1739209706.053993,-45.120503652039325
,,1739209706.0539978,-38.13080360867914
,,1739209706.0540023,-45.120503652039325
,,1739209706.0540073,-38.13080360867914
,,1739209706.054012,-38.13080360867914
,,1739209706.0540168,-45.120503652039325
,,1739209706.0540218,-33.981070128970906
,,1739209706.0540266,-31.141103565318915
,,1739209706.0540314,-38.13080360867914
,,1739209706.054036,-25.07728991421287
,,1739209706.054041,-33.981070128970906
,,1739209706.0540457,-38.13080360867914
,,1739209706.0540504,-33.981070128970906
,,1739209706.0540552,-26.03565346325281
,,1739209706.05406,-12.823685228862534
,,1739209706.0540648,-31.141103565318893
,,1739209706.0540695,-38.13080360867914
,,1739209706.0540743,-35.57807855764607
,,1739209706.054079,-32.816014438256545
,,1739209706.0540838,-38.13080360867914
,,1739209706.0540886,-45.120503652039325
,,1739209706.0540934,-35.57807855764607
,,1739209706.0540984,-38.13080360867914
,,1739209706.0541031,-29.438486411369333
,,1739209706.054108,-38.13080360867914
,,1739209706.054113,-45.120503652039325
,,1739209706.0541174,-30.49652367304973
,,1739209706.0541222,-27.8777449560314
,,1739209706.054127,-38.13080360867914
,,1739209706.0541315,-45.120503652039325
,,1739209706.0541365,-33.981070128970906
,,1739209706.0541413,-26.991370085610736
,,1739209706.054146,-35.57807855764607
,,1739209706.0541508,-45.120503652039325
,,1739209706.0541556,-45.120503652039325
,,1739209706.0541604,-45.120503652039325
,,1739209706.0541651,-45.120503652039325
,,1739209706.05417,-33.981070128970906
,,1739209706.054175,-45.120503652039325
,,1739209706.0541797,-28.218542851754187
,,1739209706.0541844,-33.981070128970906
,,1739209706.0541892,-45.120503652039325
,,1739209706.054194,-22.26493056196156
,,1739209706.0541987,-19.13259858440814
,,1739209706.0542035,-45.120503652039325
,,1739209706.0542085,-32.816014438256545
,,1739209706.054213,-45.120503652039325
,,1739209706.0542178,-26.991370085610768
,,1739209706.054222,-38.13080360867914
,,1739209706.0542257,-45.120503652039325
,,1739209706.0542295,-38.13080360867914
,,1739209706.0542336,-30.49652367304973
,,1739209706.0542376,-24.15140352195873
,,1739209706.0542414,-35.57807855764607
,,1739209706.0542457,-45.120503652039325
,,1739209706.0542493,-45.120503652039325
,,1739209706.054253,-38.13080360867914
,,1739209706.0542572,-38.13080360867914
,,1739209706.0542612,-45.120503652039325
,,1739209706.054265,-33.98107012897096
,,1739209706.054269,-25.82631439489636
,,1739209706.0542731,-18.83661435153617
,,1739209706.054277,-8.595139466109039
,,1739209706.054281,-25.25278630937684
,,1739209706.0542848,-45.120503652039325
,,1739209706.0542889,-38.13080360867914
,,1739209706.054293,-33.981070128970906
,,1739209706.0542967,-45.120503652039325
,,1739209706.0543003,-45.120503652039325
,,1739209706.0543046,-45.120503652039325
,,1739209706.0543084,-38.13080360867914
,,1739209706.0543125,-33.981070128970906
,,1739209706.0543163,-33.981070128970906
,,1739209706.0543203,-38.13080360867914
,,1739209706.0543244,-45.120503652039325
,,1739209706.0543282,-33.98107012897096
,,1739209706.0543325,-45.120503652039325
,,1739209706.054336,-33.981070128970906
,,1739209706.05434,-45.120503652039325
,,1739209706.054344,-38.13080360867914
,,1739209706.054348,-38.13080360867914
,,1739209706.0543518,-38.13080360867914
,,1739209706.054356,-38.13080360867914
,,1739209706.0543597,-38.13080360867914
,,1739209706.0543635,-33.981070128970906
,,1739209706.0543675,-31.141103565318915
,,1739209706.0543716,-33.981070128970906
,,1739209706.0543756,-26.99137008561072
,,1739209706.0543797,-27.267205301931607
,,1739209706.0543835,-38.13080360867914
,,1739209706.054387,-45.120503652039325
,,1739209706.0543914,-24.29264994887477
,,1739209706.0543952,-38.13080360867914
,,1739209706.0543993,-33.981070128970906
,,1739209706.054403,-38.13080360867914
,,1739209706.0544071,-27.267205301931607
,,1739209706.054411,-25.82631439489636
,,1739209706.054415,-38.13080360867914
,,1739209706.0544188,-45.120503652039325
,,1739209706.0544229,-38.13080360867914
,,1739209706.054427,-33.981070128970906
,,1739209706.0544307,-45.120503652039325
,,1739209706.0544348,-45.120503652039325
,,1739209706.0544386,-38.13080360867914
,,1739209706.0544426,-35.57807855764607
,,1739209706.0544465,-38.13080360867914
,,1739209706.0544505,-38.13080360867914
,,1739209706.0544543,-31.141103565318915
,,1739209706.0544584,-30.49652367304973
,,1739209706.0544622,-45.120503652039325
,,1739209706.0544662,-38.13080360867914
,,1739209706.05447,-45.120503652039325
,,1739209706.054474,-45.120503652039325
,,1739209706.0544782,-33.981070128970906
,,1739209706.054482,-21.598678470925677
,,1739209706.054486,-25.25278630937684
,,1739209706.05449,-28.992665084841946
,,1739209706.054494,-45.120503652039325
,,1739209706.0544977,-24.589719217205094
,,1739209706.0545018,-11.104775195274836
,,1739209706.0545056,-15.403107743161506
,,1739209706.0545096,-25.82631439489636
,,1739209706.0545137,-32.81601443825658
,,1739209706.0545175,-35.57807855764607
,,1739209706.0545216,-32.816014438256545
,,1739209706.0545254,-45.120503652039325
,,1739209706.0545294,-33.981070128970906
,,1739209706.0545332,-35.57807855764607
,,1739209706.0545373,-45.120503652039325
,,1739209706.054541,-45.120503652039325
,,1739209706.0545452,-35.57807855764607
,,1739209706.054549,-38.13080360867914
,,1739209706.054553,-38.13080360867914
,,1739209706.0545568,-38.13080360867914
,,1739209706.054561,-45.120503652039325
