CAN Message, 0x1d3:0000e1bbd4e69efa,Timestamp,Amplitude
,,1739209589.1286764,-45.120503652039325
,,1739209589.1286857,-32.816014438256545
,,1739209589.1286943,-35.57807855764607
,,1739209589.1287036,-35.57807855764607
,,1739209589.128713,-38.13080360867914
,,1739209589.1287217,-38.13080360867914
,,1739209589.1287308,-38.13080360867914
,,1739209589.1287398,-35.57807855764607
,,1739209589.1287491,-35.57807855764607
,,1739209589.1287582,-45.120503652039325
,,1739209589.1287673,-45.120503652039325
,,1739209589.1287763,-45.120503652039325
,,1739209589.1287854,-32.816014438256545
,,1739209589.1287944,-38.13080360867914
,,1739209589.1288035,-45.120503652039325
,,1739209589.1288126,-38.13080360867914
,,1739209589.1288216,-45.120503652039325
,,1739209589.128831,-32.816014438256545
,,1739209589.12884,-38.13080360867914
,,1739209589.128849,-45.120503652039325
,,1739209589.128858,-38.13080360867914
,,1739209589.1288671,-33.981070128970906
,,1739209589.1288762,-38.13080360867914
,,1739209589.1288853,-38.13080360867914
,,1739209589.1288943,-45.120503652039325
,,1739209589.1289034,-38.13080360867914
,,1739209589.1289124,-38.13080360867914
,,1739209589.1289215,-35.57807855764607
,,1739209589.1289308,-38.13080360867914
,,1739209589.12894,-45.120503652039325
,,1739209589.128949,-45.120503652039325
,,1739209589.128958,-35.57807855764607
,,1739209589.128967,-38.13080360867914
,,1739209589.128976,-45.120503652039325
,,1739209589.1289852,-45.120503652039325
,,1739209589.1289942,-38.13080360867914
,,1739209589.1290035,-38.13080360867914
,,1739209589.1290126,-33.981070128970906
,,1739209589.1290216,-45.120503652039325
,,1739209589.1290307,-45.120503652039325
,,1739209589.1290398,-45.120503652039325
,,1739209589.1290488,-27.8777449560314
,,1739209589.129058,-32.816014438256545
,,1739209589.129067,-45.120503652039325
,,1739209589.129076,-38.13080360867914
,,1739209589.1290853,-38.13080360867914
,,1739209589.1290944,-45.120503652039325
,,1739209589.1291034,-45.120503652039325
,,1739209589.1291125,-28.992665084841946
,,1739209589.1291215,-27.267205301931607
,,1739209589.1291306,-12.169232799517378
,,1739209589.1291397,-31.141103565318915
,,1739209589.1291487,-45.120503652039325
,,1739209589.1291578,-45.120503652039325
,,1739209589.129167,-45.120503652039325
,,1739209589.129176,-45.120503652039325
,,1739209589.1291852,-45.120503652039325
,,1739209589.1291945,-35.57807855764607
,,1739209589.129203,-35.57807855764607
,,1739209589.1292124,-45.120503652039325
,,1739209589.1292214,-45.120503652039325
,,1739209589.1292305,-45.120503652039325
,,1739209589.1292396,-45.120503652039325
,,1739209589.1292489,-38.13080360867914
,,1739209589.129258,-45.120503652039325
,,1739209589.129267,-29.438486411369333
,,1739209589.129276,-31.141103565318893
,,1739209589.129285,-45.120503652039325
,,1739209589.1292942,-38.13080360867914
,,1739209589.1293032,-32.816014438256545
,,1739209589.1293125,-33.981070128970906
,,1739209589.129321,-45.120503652039325
,,1739209589.1293304,-45.120503652039325
,,1739209589.1293397,-28.992665084841946
,,1739209589.1293488,-21.598678470925663
,,1739209589.1293578,-45.120503652039325
,,1739209589.1293669,-38.13080360867914
,,1739209589.129376,-24.589719217205094
,,1739209589.129385,-16.105920438078172
,,1739209589.129394,-9.335257599289362
,,1739209589.129403,-27.267205301931607
,,1739209589.1294122,-38.13080360867914
,,1739209589.1294217,-38.13080360867914
,,1739209589.1294303,-32.816014438256545
,,1739209589.1294396,-45.120503652039325
,,1739209589.129449,-45.120503652039325
,,1739209589.1294577,-38.13080360867914
,,1739209589.1294668,-35.57807855764607
,,1739209589.1294758,-45.120503652039325
,,1739209589.129485,-45.120503652039325
,,1739209589.129494,-45.120503652039325
,,1739209589.1295033,-45.120503652039325
,,1739209589.1295123,-38.13080360867914
,,1739209589.1295214,-45.120503652039325
,,1739209589.1295304,-45.120503652039325
,,1739209589.1295395,-38.13080360867914
,,1739209589.1295483,-45.120503652039325
,,1739209589.1295576,-38.13080360867914
,,1739209589.129567,-33.981070128970906
,,1739209589.1295755,-38.13080360867914
,,1739209589.129585,-38.13080360867914
,,1739209589.129594,-33.981070128970906
,,1739209589.1296031,-38.13080360867914
,,1739209589.1296122,-31.141103565318915
,,1739209589.1296213,-33.981070128970906
,,1739209589.1296303,-45.120503652039325
,,1739209589.1296394,-26.99137008561072
,,1739209589.1296484,-17.788531000973595
,,1739209589.1296575,-17.95212641904405
,,1739209589.1296666,-27.8777449560314
,,1739209589.129676,-33.98107012897096
,,1739209589.129685,-33.981070128970906
,,1739209589.129694,-38.13080360867914
,,1739209589.129703,-38.13080360867914
,,1739209589.129712,-45.120503652039325
,,1739209589.1297212,-38.13080360867914
,,1739209589.1297302,-38.13080360867914
,,1739209589.1297393,-45.120503652039325
,,1739209589.1297483,-28.218542851754165
,,1739209589.1297576,-38.13080360867914
,,1739209589.1297667,-38.13080360867914
,,1739209589.1297758,-45.120503652039325
,,1739209589.1297848,-26.487275050834725
,,1739209589.129794,-33.981070128970906
,,1739209589.129803,-45.120503652039325
,,1739209589.129812,-30.49652367304973
,,1739209589.129821,-26.99137008561072
,,1739209589.12983,-14.686880871827997
,,1739209589.1298394,-33.981070128970906
,,1739209589.1298485,-35.57807855764607
,,1739209589.1298575,-31.141103565318915
,,1739209589.1298666,-35.57807855764607
,,1739209589.1298757,-38.13080360867914
,,1739209589.1298847,-45.120503652039325
,,1739209589.1298938,-38.13080360867914
,,1739209589.1299028,-33.981070128970906
,,1739209589.129912,-45.120503652039325
,,1739209589.1299212,-38.13080360867914
,,1739209589.1299305,-38.13080360867914
,,1739209589.1299393,-45.120503652039325
,,1739209589.1299484,-45.120503652039325
,,1739209589.1299574,-45.120503652039325
,,1739209589.1299665,-29.438486411369347
,,1739209589.1299756,-32.816014438256545
,,1739209589.1299846,-38.13080360867914
,,1739209589.1299937,-45.120503652039325
,,1739209589.130003,-38.13080360867914
,,1739209589.130012,-45.120503652039325
,,1739209589.130021,-33.981070128970906
,,1739209589.1300302,-33.981070128970906
,,1739209589.1300392,-22.44878636800916
,,1739209589.1300485,-20.63344045298849
,,1739209589.130057,-31.141103565318915
,,1739209589.1300664,-38.13080360867914
