CAN Message, 0x150:040011a2d98f4252,Timestamp,Amplitude
,,1739209888.3406332,-38.13080360867914
,,1739209888.3406355,-38.13080360867914
,,1739209888.3406377,-27.267205301931607
,,1739209888.34064,-35.57807855764607
,,1739209888.3406425,-38.13080360867914
,,1739209888.3406448,-45.120503652039325
,,1739209888.3406472,-45.120503652039325
,,1739209888.3406496,-38.13080360867914
,,1739209888.3406518,-38.13080360867914
,,1739209888.340654,-38.13080360867914
,,1739209888.3406565,-33.981070128970906
,,1739209888.340659,-45.120503652039325
,,1739209888.3406613,-35.57807855764607
,,1739209888.3406634,-35.57807855764607
,,1739209888.3406658,-45.120503652039325
,,1739209888.3406682,-35.57807855764607
,,1739209888.3406706,-38.13080360867914
,,1739209888.340673,-38.13080360867914
,,1739209888.340675,-45.120503652039325
,,1739209888.3406775,-45.120503652039325
,,1739209888.34068,-33.981070128970906
,,1739209888.3406825,-45.120503652039325
,,1739209888.340685,-38.13080360867914
,,1739209888.3406868,-38.13080360867914
,,1739209888.3406892,-45.120503652039325
,,1739209888.3406916,-38.13080360867914
,,1739209888.340694,-45.120503652039325
,,1739209888.3406963,-45.120503652039325
,,1739209888.3406985,-45.120503652039325
,,1739209888.3407009,-38.13080360867914
,,1739209888.3407032,-38.13080360867914
,,1739209888.3407056,-38.13080360867914
,,1739209888.340708,-38.13080360867914
,,1739209888.3407102,-38.13080360867914
,,1739209888.3407123,-38.13080360867914
,,1739209888.340715,-32.816014438256545
,,1739209888.3407173,-38.13080360867914
,,1739209888.3407197,-45.120503652039325
,,1739209888.3407218,-38.13080360867914
,,1739209888.3407242,-31.141103565318893
,,1739209888.3407266,-45.120503652039325
,,1739209888.340729,-45.120503652039325
,,1739209888.3407314,-31.141103565318915
,,1739209888.3407335,-45.120503652039325
,,1739209888.340736,-45.120503652039325
,,1739209888.3407383,-35.57807855764607
,,1739209888.340741,-38.13080360867914
,,1739209888.340743,-45.120503652039325
,,1739209888.3407452,-35.57807855764607
,,1739209888.3407476,-27.8777449560314
,,1739209888.34075,-18.299052888300974
,,1739209888.3407524,-24.15140352195873
,,1739209888.3407547,-28.992665084841946
,,1739209888.3407571,-45.120503652039325
,,1739209888.3407593,-38.13080360867914
,,1739209888.3407617,-35.57807855764607
,,1739209888.340764,-38.13080360867914
,,1739209888.3407664,-45.120503652039325
,,1739209888.3407688,-45.120503652039325
,,1739209888.340771,-38.13080360867914
,,1739209888.340773,-45.120503652039325
,,1739209888.3407755,-35.57807855764607
