CAN Message, 0x77:1af9198125f62d6e,Timestamp,Amplitude
,,1739209708.3923569,-38.13080360867914
,,1739209708.3923604,-38.13080360867914
,,1739209708.3923645,-35.57807855764607
,,1739209708.3923678,-33.981070128970906
,,1739209708.3923717,-38.13080360867914
,,1739209708.3923752,-38.13080360867914
,,1739209708.392379,-38.13080360867914
,,1739209708.3923826,-38.13080360867914
,,1739209708.3923864,-38.13080360867914
,,1739209708.3923905,-45.120503652039325
,,1739209708.3923938,-45.120503652039325
,,1739209708.3923976,-38.13080360867914
,,1739209708.3924012,-38.13080360867914
,,1739209708.392405,-45.120503652039325
,,1739209708.3924086,-45.120503652039325
,,1739209708.3924124,-35.57807855764607
,,1739209708.392416,-45.120503652039325
,,1739209708.3924198,-38.13080360867914
,,1739209708.3924236,-38.13080360867914
,,1739209708.3924272,-38.13080360867914
,,1739209708.392431,-33.981070128970906
,,1739209708.3924346,-31.141103565318893
,,1739209708.3924384,-31.141103565318915
,,1739209708.392442,-45.120503652039325
,,1739209708.3924458,-38.13080360867914
,,1739209708.3924494,-45.120503652039325
,,1739209708.3924532,-45.120503652039325
,,1739209708.3924568,-38.13080360867914
,,1739209708.3924606,-45.120503652039325
,,1739209708.3924644,-38.13080360867914
,,1739209708.392468,-38.13080360867914
,,1739209708.3924718,-38.13080360867914
,,1739209708.3924754,-38.13080360867914
,,1739209708.3924792,-45.120503652039325
,,1739209708.3924828,-38.13080360867914
,,1739209708.3924866,-38.13080360867914
,,1739209708.39249,-45.120503652039325
,,1739209708.392494,-45.120503652039325
,,1739209708.3924978,-45.120503652039325
,,1739209708.3925014,-45.120503652039325
,,1739209708.3925052,-45.120503652039325
,,1739209708.3925087,-28.992665084841946
,,1739209708.3925126,-24.589719217205094
,,1739209708.392516,-45.120503652039325
,,1739209708.39252,-38.13080360867914
,,1739209708.3925235,-38.13080360867914
,,1739209708.392527,-30.49652367304976
,,1739209708.392531,-33.981070128970906
,,1739209708.3925347,-35.57807855764607
,,1739209708.3925383,-25.25278630937684
,,1739209708.392542,-18.836614351536173
,,1739209708.392546,-12.413715290592226
,,1739209708.3925495,-27.8777449560314
,,1739209708.392553,-38.13080360867914
,,1739209708.392557,-31.141103565318915
,,1739209708.3925607,-45.120503652039325
,,1739209708.3925643,-38.13080360867914
,,1739209708.392568,-35.57807855764607
,,1739209708.392572,-27.267205301931607
,,1739209708.3925755,-38.13080360867914
,,1739209708.3925793,-45.120503652039325
,,1739209708.392583,-38.13080360867914
,,1739209708.3925867,-28.58837851428586
,,1739209708.3925903,-38.13080360867914
,,1739209708.392594,-45.120503652039325
,,1739209708.3925977,-45.120503652039325
,,1739209708.3926015,-35.57807855764607
,,1739209708.392605,-35.57807855764607
,,1739209708.392609,-45.120503652039325
,,1739209708.3926127,-38.13080360867914
