CAN Message, 0x1a7:00009bd8d03d7afc,Timestamp,Amplitude
,,1739209612.3712804,-38.13080360867914
,,1739209612.371285,-45.120503652039325
,,1739209612.3712895,-35.57807855764607
,,1739209612.371294,-45.120503652039325
,,1739209612.3712986,-38.13080360867914
,,1739209612.371303,-38.13080360867914
,,1739209612.3713076,-35.57807855764607
,,1739209612.371312,-38.13080360867914
,,1739209612.371317,-45.120503652039325
,,1739209612.3713214,-38.13080360867914
,,1739209612.371326,-45.120503652039325
,,1739209612.3713305,-38.13080360867914
,,1739209612.371335,-45.120503652039325
,,1739209612.3713396,-38.13080360867914
,,1739209612.371344,-45.120503652039325
,,1739209612.3713486,-38.13080360867914
,,1739209612.3713531,-45.120503652039325
,,1739209612.371358,-38.13080360867914
,,1739209612.3713624,-31.141103565318893
,,1739209612.371367,-38.13080360867914
,,1739209612.3713715,-45.120503652039325
,,1739209612.371376,-38.13080360867914
,,1739209612.3713806,-35.57807855764607
,,1739209612.371385,-45.120503652039325
,,1739209612.3713896,-45.120503652039325
,,1739209612.3713942,-38.13080360867914
,,1739209612.371399,-45.120503652039325
,,1739209612.3714037,-38.13080360867914
,,1739209612.371408,-38.13080360867914
,,1739209612.3714125,-38.13080360867914
,,1739209612.371417,-45.120503652039325
,,1739209612.3714216,-38.13080360867914
,,1739209612.371426,-45.120503652039325
,,1739209612.3714306,-38.13080360867914
,,1739209612.3714354,-35.57807855764607
,,1739209612.37144,-38.13080360867914
,,1739209612.3714445,-45.120503652039325
,,1739209612.371449,-33.981070128970906
,,1739209612.3714535,-30.49652367304973
,,1739209612.371458,-38.13080360867914
,,1739209612.3714626,-45.120503652039325
,,1739209612.371467,-45.120503652039325
,,1739209612.371472,-32.816014438256545
,,1739209612.3714764,-35.57807855764607
,,1739209612.371481,-45.120503652039325
,,1739209612.3714857,-45.120503652039325
,,1739209612.37149,-45.120503652039325
,,1739209612.3714943,-45.120503652039325
,,1739209612.371499,-33.981070128970906
,,1739209612.3715036,-45.120503652039325
,,1739209612.371508,-14.686880871827997
,,1739209612.371513,-22.002965041481755
,,1739209612.3715174,-38.13080360867914
,,1739209612.371522,-35.57807855764607
,,1739209612.3715265,-38.13080360867914
,,1739209612.371531,-31.141103565318915
,,1739209612.3715355,-35.57807855764607
,,1739209612.37154,-38.13080360867914
,,1739209612.3715446,-26.991370085610736
,,1739209612.3715494,-38.13080360867914
,,1739209612.371554,-45.120503652039325
,,1739209612.3715584,-38.13080360867914
,,1739209612.371563,-35.57807855764607
,,1739209612.3715675,-38.13080360867914
,,1739209612.371572,-45.120503652039325
,,1739209612.3715763,-33.981070128970906
,,1739209612.371581,-45.120503652039325
,,1739209612.3715858,-45.120503652039325
,,1739209612.3715904,-45.120503652039325
,,1739209612.371595,-45.120503652039325
,,1739209612.3715994,-33.981070128970906
,,1739209612.371604,-38.13080360867914
,,1739209612.3716085,-45.120503652039325
,,1739209612.371613,-38.13080360867914
,,1739209612.3716176,-17.448944991217488
,,1739209612.371622,-38.13080360867914
,,1739209612.3716269,-38.13080360867914
,,1739209612.3716314,-45.120503652039325
,,1739209612.371636,-33.98107012897096
,,1739209612.3716404,-8.681044524558624
,,1739209612.371645,-23.506823629689546
,,1739209612.3716495,-45.120503652039325
,,1739209612.371654,-26.991370085610736
,,1739209612.3716586,-31.141103565318915
,,1739209612.371663,-45.120503652039325
,,1739209612.371668,-33.981070128970906
,,1739209612.3716724,-38.13080360867914
,,1739209612.371677,-45.120503652039325
,,1739209612.3716817,-33.981070128970906
,,1739209612.371686,-38.13080360867914
,,1739209612.3716905,-30.49652367304973
,,1739209612.371695,-32.816014438256545
,,1739209612.3716996,-38.13080360867914
,,1739209612.3717043,-38.13080360867914
,,1739209612.3717089,-38.13080360867914
,,1739209612.3717134,-38.13080360867914
,,1739209612.371718,-45.120503652039325
,,1739209612.3717225,-45.120503652039325
,,1739209612.371727,-33.981070128970906
,,1739209612.3717315,-38.13080360867914
,,1739209612.371736,-45.120503652039325
,,1739209612.3717408,-38.13080360867914
,,1739209612.371745,-30.49652367304973
,,1739209612.37175,-32.816014438256545
,,1739209612.3717544,-45.120503652039325
,,1739209612.371759,-35.57807855764607
,,1739209612.3717637,-45.120503652039325
,,1739209612.371768,-25.25278630937684
