CAN Message, 0x1d3:0000fa5047582089,Timestamp,Amplitude
,,1739209701.393967,-38.13080360867914
,,1739209701.3939764,-38.13080360867914
,,1739209701.3939862,-45.120503652039325
,,1739209701.3939958,-45.120503652039325
,,1739209701.3940055,-38.13080360867914
,,1739209701.394015,-38.13080360867914
,,1739209701.3940248,-38.13080360867914
,,1739209701.3940344,-38.13080360867914
,,1739209701.3940442,-45.120503652039325
,,1739209701.394054,-45.120503652039325
,,1739209701.3940637,-38.13080360867914
,,1739209701.3940732,-35.57807855764607
,,1739209701.3940828,-38.13080360867914
,,1739209701.3940926,-33.981070128970906
,,1739209701.394102,-30.49652367304973
,,1739209701.394112,-33.981070128970906
,,1739209701.3941214,-38.13080360867914
,,1739209701.3941312,-33.981070128970906
,,1739209701.3941407,-35.57807855764607
,,1739209701.3941505,-38.13080360867914
,,1739209701.39416,-38.13080360867914
,,1739209701.3941698,-38.13080360867914
,,1739209701.3941796,-32.816014438256545
,,1739209701.3941891,-38.13080360867914
,,1739209701.394199,-38.13080360867914
,,1739209701.3942084,-33.981070128970906
,,1739209701.3942182,-38.13080360867914
,,1739209701.3942275,-38.13080360867914
,,1739209701.3942375,-45.120503652039325
,,1739209701.394247,-45.120503652039325
,,1739209701.3942568,-45.120503652039325
,,1739209701.3942664,-35.57807855764607
,,1739209701.394276,-38.13080360867914
,,1739209701.3942857,-38.13080360867914
,,1739209701.3942957,-45.120503652039325
,,1739209701.3943052,-27.8777449560314
,,1739209701.3943148,-29.438486411369333
,,1739209701.3943243,-45.120503652039325
,,1739209701.394334,-38.13080360867914
,,1739209701.394344,-32.816014438256545
,,1739209701.3943534,-35.57807855764607
,,1739209701.3943632,-45.120503652039325
,,1739209701.3943727,-35.57807855764607
,,1739209701.3943825,-45.120503652039325
,,1739209701.394392,-45.120503652039325
,,1739209701.3944018,-32.816014438256545
,,1739209701.394411,-38.13080360867914
,,1739209701.394421,-45.120503652039325
,,1739209701.3944306,-45.120503652039325
,,1739209701.3944404,-31.141103565318915
,,1739209701.3944502,-18.087589870852675
,,1739209701.3944595,-21.300333226290604
,,1739209701.3944695,-28.58837851428586
,,1739209701.394479,-38.13080360867914
,,1739209701.3944888,-38.13080360867914
,,1739209701.3944983,-32.816014438256545
,,1739209701.394508,-35.57807855764607
,,1739209701.3945177,-38.13080360867914
,,1739209701.3945274,-45.120503652039325
,,1739209701.394537,-32.816014438256545
,,1739209701.3945467,-28.21854285175415
,,1739209701.3945563,-45.120503652039325
,,1739209701.394566,-38.13080360867914
,,1739209701.3945758,-38.13080360867914
,,1739209701.3945854,-35.57807855764607
,,1739209701.3945951,-45.120503652039325
,,1739209701.3946047,-35.57807855764607
,,1739209701.3946145,-38.13080360867914
,,1739209701.394624,-28.58837851428589
,,1739209701.3946338,-38.13080360867914
,,1739209701.3946433,-45.120503652039325
,,1739209701.394653,-45.120503652039325
,,1739209701.3946626,-38.13080360867914
,,1739209701.3946724,-32.816014438256545
,,1739209701.394682,-45.120503652039325
,,1739209701.3946917,-32.816014438256545
,,1739209701.3947015,-29.438486411369333
,,1739209701.394711,-45.120503652039325
,,1739209701.3947208,-31.141103565318915
,,1739209701.3947303,-15.047294122811843
,,1739209701.39474,-38.13080360867914
,,1739209701.3947496,-38.13080360867914
,,1739209701.3947594,-38.13080360867914
,,1739209701.394769,-33.981070128970906
,,1739209701.3947787,-26.991370085610736
,,1739209701.3947885,-38.13080360867914
,,1739209701.394798,-38.13080360867914
,,1739209701.3948076,-35.57807855764607
,,1739209701.3948174,-33.981070128970906
,,1739209701.3948271,-45.120503652039325
,,1739209701.394837,-45.120503652039325
,,1739209701.3948464,-45.120503652039325
,,1739209701.394856,-38.13080360867914
,,1739209701.3948658,-38.13080360867914
,,1739209701.3948753,-45.120503652039325
,,1739209701.394885,-35.57807855764607
,,1739209701.3948946,-26.487275050834715
,,1739209701.3949044,-45.120503652039325
,,1739209701.394914,-45.120503652039325
,,1739209701.3949237,-45.120503652039325
,,1739209701.3949332,-38.13080360867914
,,1739209701.394943,-35.57807855764607
,,1739209701.3949523,-33.981070128970906
,,1739209701.3949623,-29.438486411369357
,,1739209701.394972,-31.141103565318915
,,1739209701.3949816,-32.816014438256545
,,1739209701.3949914,-45.120503652039325
,,1739209701.395001,-38.13080360867914
,,1739209701.3950107,-33.981070128970906
,,1739209701.3950202,-45.120503652039325
,,1739209701.39503,-45.120503652039325
,,1739209701.3950396,-38.13080360867914
,,1739209701.395049,-45.120503652039325
,,1739209701.3950589,-45.120503652039325
,,1739209701.3950686,-33.981070128970906
,,1739209701.3950782,-38.13080360867914
,,1739209701.395088,-26.991370085610747
,,1739209701.3950975,-26.035653463252824
,,1739209701.3951073,-35.57807855764607
,,1739209701.395117,-38.13080360867914
,,1739209701.3951266,-38.13080360867914
,,1739209701.3951364,-33.981070128970906
,,1739209701.395146,-33.981070128970906
,,1739209701.3951557,-38.13080360867914
,,1739209701.3951652,-32.816014438256545
,,1739209701.395175,-31.141103565318915
,,1739209701.3951845,-33.981070128970906
,,1739209701.3951943,-8.394907374406534
,,1739209701.3952038,-22.84163660590256
