CAN Message, 0x24:04f5a885bd28daa7,Timestamp,Amplitude
,,1739209612.707727,-45.120503652039325
,,1739209612.70773,-45.120503652039325
,,1739209612.7077332,-38.13080360867914
,,1739209612.707736,-45.120503652039325
,,1739209612.707739,-35.57807855764607
,,1739209612.7077422,-28.992665084841946
,,1739209612.707745,-45.120503652039325
,,1739209612.7077482,-45.120503652039325
,,1739209612.7077513,-35.57807855764607
,,1739209612.7077544,-38.13080360867914
,,1739209612.7077572,-45.120503652039325
,,1739209612.7077603,-32.816014438256545
,,1739209612.7077634,-45.120503652039325
,,1739209612.7077663,-33.98107012897096
,,1739209612.7077694,-38.13080360867914
,,1739209612.7077725,-35.57807855764607
,,1739209612.7077756,-38.13080360867914
,,1739209612.7077785,-32.816014438256545
,,1739209612.7077816,-33.981070128970906
,,1739209612.707785,-45.120503652039325
,,1739209612.7077875,-33.981070128970906
,,1739209612.7077906,-30.49652367304973
,,1739209612.7077937,-38.13080360867914
,,1739209612.7077968,-45.120503652039325
,,1739209612.7077997,-45.120503652039325
,,1739209612.7078028,-45.120503652039325
,,1739209612.707806,-45.120503652039325
,,1739209612.7078087,-45.120503652039325
,,1739209612.7078118,-38.13080360867914
,,1739209612.707815,-45.120503652039325
,,1739209612.7078178,-38.13080360867914
,,1739209612.707821,-33.981070128970906
,,1739209612.707824,-38.13080360867914
,,1739209612.707827,-35.57807855764607
,,1739209612.70783,-45.120503652039325
,,1739209612.707833,-38.13080360867914
,,1739209612.7078362,-38.13080360867914
,,1739209612.707839,-45.120503652039325
,,1739209612.707842,-45.120503652039325
,,1739209612.7078452,-35.57807855764607
,,1739209612.7078483,-38.13080360867914
,,1739209612.7078512,-45.120503652039325
,,1739209612.7078545,-35.57807855764607
,,1739209612.7078574,-38.13080360867914
,,1739209612.7078602,-38.13080360867914
,,1739209612.707863,-35.57807855764607
,,1739209612.7078664,-38.13080360867914
,,1739209612.7078695,-45.120503652039325
,,1739209612.7078724,-38.13080360867914
,,1739209612.7078755,-35.57807855764607
,,1739209612.7078786,-16.283889300503116
,,1739209612.7078817,-38.13080360867914
,,1739209612.7078846,-45.120503652039325
,,1739209612.7078876,-45.120503652039325
,,1739209612.7078907,-45.120503652039325
,,1739209612.7078936,-38.13080360867914
