CAN Message, 0x1d3:0000dbdb53700b57,Timestamp,Amplitude
,,1739209621.6140974,-33.98107012897096
,,1739209621.6141,-38.13080360867914
,,1739209621.6141026,-45.120503652039325
,,1739209621.614105,-45.120503652039325
,,1739209621.6141076,-45.120503652039325
,,1739209621.6141102,-35.57807855764607
,,1739209621.6141129,-38.13080360867914
,,1739209621.6141157,-29.438486411369333
,,1739209621.614118,-29.438486411369333
,,1739209621.6141205,-45.120503652039325
,,1739209621.614123,-38.13080360867914
,,1739209621.6141255,-38.13080360867914
,,1739209621.6141284,-45.120503652039325
,,1739209621.6141307,-45.120503652039325
,,1739209621.6141334,-33.981070128970906
,,1739209621.614136,-45.120503652039325
,,1739209621.6141386,-32.81601443825658
,,1739209621.6141412,-33.981070128970906
,,1739209621.6141438,-45.120503652039325
,,1739209621.6141462,-45.120503652039325
,,1739209621.6141489,-45.120503652039325
,,1739209621.6141517,-38.13080360867914
,,1739209621.614154,-45.120503652039325
,,1739209621.6141567,-38.13080360867914
,,1739209621.614159,-28.58837851428586
,,1739209621.6141615,-38.13080360867914
,,1739209621.6141644,-38.13080360867914
,,1739209621.614167,-38.13080360867914
,,1739209621.6141696,-38.13080360867914
,,1739209621.614172,-38.13080360867914
,,1739209621.6141746,-38.13080360867914
,,1739209621.6141772,-38.13080360867914
,,1739209621.6141798,-45.120503652039325
,,1739209621.6141825,-35.57807855764607
,,1739209621.6141849,-35.57807855764607
,,1739209621.6141877,-45.120503652039325
,,1739209621.61419,-35.57807855764607
,,1739209621.6141927,-38.13080360867914
,,1739209621.614195,-33.981070128970906
,,1739209621.614198,-38.13080360867914
,,1739209621.6142004,-45.120503652039325
,,1739209621.614203,-45.120503652039325
,,1739209621.6142056,-45.120503652039325
,,1739209621.6142082,-38.13080360867914
,,1739209621.6142108,-33.981070128970906
,,1739209621.6142132,-45.120503652039325
,,1739209621.614216,-38.13080360867914
,,1739209621.6142185,-38.13080360867914
,,1739209621.614221,-32.816014438256545
,,1739209621.6142237,-25.826314394896364
,,1739209621.614226,-11.287737147962789
,,1739209621.6142287,-13.83328080865502
,,1739209621.614231,-24.15140352195873
,,1739209621.614234,-31.141103565318915
,,1739209621.6142366,-38.13080360867914
,,1739209621.6142392,-38.13080360867914
,,1739209621.6142416,-33.981070128970906
,,1739209621.6142442,-45.120503652039325
,,1739209621.6142468,-45.120503652039325
,,1739209621.6142497,-38.13080360867914
,,1739209621.614252,-45.120503652039325
,,1739209621.6142545,-45.120503652039325
,,1739209621.614257,-38.13080360867914
,,1739209621.6142595,-33.981070128970906
,,1739209621.6142623,-33.981070128970906
,,1739209621.614265,-38.13080360867914
,,1739209621.614267,-38.13080360867914
,,1739209621.61427,-45.120503652039325
,,1739209621.6142726,-33.981070128970906
,,1739209621.6142752,-31.141103565318915
,,1739209621.6142778,-45.120503652039325
,,1739209621.6142802,-45.120503652039325
,,1739209621.6142828,-33.981070128970906
,,1739209621.6142857,-38.13080360867914
,,1739209621.614288,-22.44878636800916
,,1739209621.6142907,-33.981070128970906
,,1739209621.614293,-33.981070128970906
,,1739209621.6142955,-33.981070128970906
,,1739209621.6142983,-33.981070128970906
,,1739209621.614301,-24.74623867263306
,,1739209621.6143036,-29.43848641136937
,,1739209621.6143062,-45.120503652039325
,,1739209621.6143086,-45.120503652039325
,,1739209621.6143112,-38.13080360867914
,,1739209621.6143138,-38.13080360867914
,,1739209621.6143165,-45.120503652039325
,,1739209621.614319,-32.816014438256545
,,1739209621.6143217,-38.13080360867914
,,1739209621.614324,-38.13080360867914
,,1739209621.6143267,-31.141103565318915
,,1739209621.614329,-45.120503652039325
,,1739209621.614332,-45.120503652039325
,,1739209621.6143343,-33.981070128970906
,,1739209621.614337,-28.992665084841946
,,1739209621.6143396,-38.13080360867914
