CAN Message, 0x1b8:02001621e3129e9c,Timestamp,Amplitude
,,1739209754.193878,-31.141103565318893
,,1739209754.193894,-45.120503652039325
,,1739209754.19391,-38.13080360867914
,,1739209754.193926,-45.120503652039325
,,1739209754.1939418,-30.49652367304973
,,1739209754.1939578,-38.13080360867914
,,1739209754.1939735,-38.13080360867914
,,1739209754.1939895,-45.120503652039325
,,1739209754.1940055,-38.13080360867914
,,1739209754.1940217,-38.13080360867914
,,1739209754.1940374,-38.13080360867914
,,1739209754.1940534,-45.120503652039325
,,1739209754.1940691,-45.120503652039325
,,1739209754.1940851,-45.120503652039325
,,1739209754.194101,-35.57807855764607
,,1739209754.194117,-38.13080360867914
,,1739209754.194133,-45.120503652039325
,,1739209754.194149,-45.120503652039325
,,1739209754.194165,-38.13080360867914
,,1739209754.1941807,-38.13080360867914
,,1739209754.1941967,-31.141103565318893
,,1739209754.194213,-35.57807855764607
,,1739209754.1942286,-32.816014438256545
,,1739209754.1942446,-45.120503652039325
,,1739209754.1942606,-30.49652367304973
,,1739209754.1942766,-33.981070128970906
,,1739209754.1942923,-45.120503652039325
,,1739209754.1943083,-45.120503652039325
,,1739209754.1943245,-38.13080360867914
,,1739209754.1943402,-45.120503652039325
,,1739209754.1943562,-45.120503652039325
,,1739209754.1943722,-38.13080360867914
,,1739209754.1943882,-33.98107012897096
,,1739209754.194404,-45.120503652039325
,,1739209754.19442,-38.13080360867914
,,1739209754.1944358,-38.13080360867914
,,1739209754.1944518,-45.120503652039325
,,1739209754.1944678,-38.13080360867914
,,1739209754.1944838,-35.57807855764607
,,1739209754.1944995,-45.120503652039325
,,1739209754.1945157,-30.49652367304973
,,1739209754.1945314,-33.981070128970906
,,1739209754.1945474,-45.120503652039325
,,1739209754.1945634,-45.120503652039325
,,1739209754.1945794,-38.13080360867914
,,1739209754.194595,-45.120503652039325
,,1739209754.194611,-45.120503652039325
,,1739209754.194627,-38.13080360867914
,,1739209754.194643,-38.13080360867914
,,1739209754.194659,-25.82631439489636
,,1739209754.194675,-16.840353009799525
,,1739209754.194691,-13.450285694136726
,,1739209754.194707,-25.82631439489636
,,1739209754.194723,-38.13080360867914
,,1739209754.1947386,-38.13080360867914
,,1739209754.1947546,-38.13080360867914
,,1739209754.1947706,-31.141103565318943
,,1739209754.1947863,-35.57807855764607
,,1739209754.1948023,-32.816014438256545
,,1739209754.1948185,-45.120503652039325
,,1739209754.1948342,-45.120503652039325
,,1739209754.1948502,-45.120503652039325
,,1739209754.1948662,-32.816014438256545
,,1739209754.1948822,-45.120503652039325
,,1739209754.194898,-27.267205301931607
,,1739209754.194914,-27.267205301931607
,,1739209754.1949298,-35.57807855764607
,,1739209754.1949458,-38.13080360867914
,,1739209754.1949618,-45.120503652039325
,,1739209754.1949778,-33.981070128970906
,,1739209754.1949935,-32.816014438256545
,,1739209754.1950097,-45.120503652039325
,,1739209754.1950257,-33.981070128970906
,,1739209754.1950414,-45.120503652039325
,,1739209754.1950574,-25.62660358559016
,,1739209754.1950734,-28.58837851428586
,,1739209754.195089,-38.13080360867914
,,1739209754.1951053,-33.981070128970906
,,1739209754.1951213,-33.981070128970906
,,1739209754.1951373,-45.120503652039325
,,1739209754.195153,-29.43848641136937
,,1739209754.195169,-38.13080360867914
,,1739209754.195185,-45.120503652039325
,,1739209754.195201,-38.13080360867914
,,1739209754.195217,-32.816014438256545
,,1739209754.1952329,-30.49652367304973
,,1739209754.1952486,-45.120503652039325
,,1739209754.1952646,-38.13080360867914
,,1739209754.1952806,-38.13080360867914
,,1739209754.1952963,-45.120503652039325
,,1739209754.1953125,-32.816014438256545
,,1739209754.1953285,-38.13080360867914
,,1739209754.1953444,-38.13080360867914
,,1739209754.1953602,-38.13080360867914
,,1739209754.1953762,-32.816014438256545
,,1739209754.195392,-38.13080360867914
,,1739209754.195408,-45.120503652039325
,,1739209754.195424,-31.141103565318915
,,1739209754.19544,-38.13080360867914
,,1739209754.195456,-45.120503652039325
,,1739209754.1954718,-38.13080360867914
,,1739209754.1954875,-30.49652367304973
,,1739209754.1955037,-38.13080360867914
,,1739209754.1955197,-19.692249382447496
,,1739209754.1955357,-33.981070128970906
,,1739209754.1955516,-28.992665084841946
,,1739209754.1955676,-45.120503652039325
,,1739209754.195583,-30.49652367304973
,,1739209754.1955993,-11.516463104739906
,,1739209754.1956153,-19.84420464332589
,,1739209754.1956313,-26.487275050834715
,,1739209754.1956472,-45.120503652039325
,,1739209754.1956632,-45.120503652039325
,,1739209754.195679,-45.120503652039325
,,1739209754.195695,-45.120503652039325
,,1739209754.195711,-45.120503652039325
,,1739209754.1957269,-29.438486411369333
,,1739209754.1957428,-25.82631439489636
,,1739209754.1957588,-21.446944441779117
,,1739209754.1957748,-28.992665084841946
,,1739209754.1957903,-45.120503652039325
,,1739209754.1958065,-26.991370085610747
,,1739209754.1958225,-45.120503652039325
,,1739209754.1958385,-45.120503652039325
,,1739209754.1958544,-45.120503652039325
,,1739209754.1958704,-27.267205301931607
