CAN Message, 0x24:0d1e05e8ddbdaca8,Timestamp,Amplitude
,,1739209866.8510315,-35.57807855764607
,,1739209866.851045,-45.120503652039325
,,1739209866.8510585,-45.120503652039325
,,1739209866.8510718,-45.120503652039325
,,1739209866.8510854,-45.120503652039325
,,1739209866.8510988,-38.13080360867914
,,1739209866.8511124,-38.13080360867914
,,1739209866.8511257,-38.13080360867914
,,1739209866.8511393,-45.120503652039325
,,1739209866.851153,-38.13080360867914
,,1739209866.8511662,-45.120503652039325
,,1739209866.8511796,-38.13080360867914
,,1739209866.851193,-38.13080360867914
,,1739209866.8512063,-45.120503652039325
,,1739209866.85122,-45.120503652039325
,,1739209866.8512335,-38.13080360867914
,,1739209866.8512468,-38.13080360867914
,,1739209866.8512604,-38.13080360867914
,,1739209866.8512738,-38.13080360867914
,,1739209866.8512874,-38.13080360867914
,,1739209866.8513007,-45.120503652039325
,,1739209866.8513143,-38.13080360867914
,,1739209866.8513277,-35.57807855764607
,,1739209866.8513412,-45.120503652039325
,,1739209866.8513546,-45.120503652039325
,,1739209866.8513682,-35.57807855764607
,,1739209866.8513815,-35.57807855764607
,,1739209866.8513951,-38.13080360867914
,,1739209866.8514085,-38.13080360867914
,,1739209866.851422,-38.13080360867914
,,1739209866.8514354,-38.13080360867914
,,1739209866.8514488,-45.120503652039325
,,1739209866.8514624,-38.13080360867914
,,1739209866.8514757,-35.57807855764607
,,1739209866.8514893,-38.13080360867914
,,1739209866.851503,-45.120503652039325
,,1739209866.8515162,-45.120503652039325
,,1739209866.8515296,-35.57807855764607
,,1739209866.8515432,-38.13080360867914
,,1739209866.8515563,-45.120503652039325
,,1739209866.85157,-38.13080360867914
,,1739209866.8515835,-38.13080360867914
,,1739209866.851597,-38.13080360867914
,,1739209866.8516104,-45.120503652039325
,,1739209866.851624,-45.120503652039325
,,1739209866.8516374,-45.120503652039325
,,1739209866.851651,-38.13080360867914
,,1739209866.8516643,-33.981070128970906
,,1739209866.851678,-33.981070128970906
,,1739209866.8516912,-38.13080360867914
,,1739209866.8517048,-9.28511545949577
,,1739209866.8517182,-21.6765809151882
,,1739209866.8517315,-38.13080360867914
,,1739209866.8517451,-31.141103565318915
,,1739209866.8517585,-45.120503652039325
,,1739209866.851772,-45.120503652039325
,,1739209866.8517854,-31.141103565318915
,,1739209866.851799,-33.981070128970906
,,1739209866.8518124,-38.13080360867914
,,1739209866.851826,-45.120503652039325
,,1739209866.8518393,-45.120503652039325
,,1739209866.851853,-45.120503652039325
,,1739209866.8518662,-45.120503652039325
,,1739209866.8518798,-38.13080360867914
,,1739209866.8518932,-26.991370085610757
,,1739209866.8519068,-28.992665084841946
,,1739209866.85192,-38.13080360867914
,,1739209866.8519337,-45.120503652039325
,,1739209866.851947,-38.13080360867914
,,1739209866.851961,-38.13080360867914
,,1739209866.851974,-38.13080360867914
,,1739209866.8519874,-45.120503652039325
,,1739209866.852001,-38.13080360867914
,,1739209866.8520143,-38.13080360867914
,,1739209866.852028,-18.877682693682605
,,1739209866.8520412,-33.981070128970906
,,1739209866.8520548,-31.141103565318915
,,1739209866.8520682,-45.120503652039325
,,1739209866.8520818,-27.267205301931607
,,1739209866.8520951,-10.17200343523835
,,1739209866.8521087,-22.54371790334745
,,1739209866.852122,-29.438486411369357
,,1739209866.8521357,-31.141103565318915
,,1739209866.852149,-45.120503652039325
,,1739209866.8521626,-45.120503652039325
,,1739209866.852176,-28.58837851428586
,,1739209866.8521895,-35.57807855764607
,,1739209866.852203,-45.120503652039325
,,1739209866.8522165,-45.120503652039325
,,1739209866.8522298,-32.816014438256545
,,1739209866.8522432,-38.13080360867914
,,1739209866.8522568,-45.120503652039325
,,1739209866.85227,-33.981070128970906
,,1739209866.8522837,-31.141103565318915
,,1739209866.852297,-38.13080360867914
,,1739209866.852311,-35.57807855764607
,,1739209866.852324,-38.13080360867914
,,1739209866.8523376,-38.13080360867914
,,1739209866.852351,-45.120503652039325
,,1739209866.8523643,-45.120503652039325
,,1739209866.852378,-38.13080360867914
,,1739209866.8523915,-29.438486411369357
,,1739209866.8524048,-24.589719217205094
,,1739209866.8524184,-20.51152522447381
,,1739209866.8524318,-45.120503652039325
,,1739209866.8524454,-31.141103565318893
,,1739209866.8524587,-30.49652367304976
,,1739209866.8524723,-15.75034257739115
,,1739209866.8524857,-9.249008669495854
,,1739209866.8524992,-28.218542851754187
,,1739209866.8525126,-35.57807855764607
,,1739209866.852526,-35.57807855764607
,,1739209866.8525395,-38.13080360867914
,,1739209866.852553,-31.141103565318915
,,1739209866.8525665,-32.816014438256545
,,1739209866.8525798,-45.120503652039325
,,1739209866.8525934,-33.981070128970906
,,1739209866.8526068,-17.724780207538373
,,1739209866.8526204,-35.57807855764607
,,1739209866.8526337,-45.120503652039325
,,1739209866.8526473,-38.13080360867914
,,1739209866.852661,-27.267205301931607
,,1739209866.8526742,-38.13080360867914
,,1739209866.8526876,-45.120503652039325
,,1739209866.8527012,-38.13080360867914
,,1739209866.8527143,-30.49652367304973
,,1739209866.852728,-38.13080360867914
,,1739209866.8527417,-32.816014438256545
,,1739209866.852755,-32.816014438256545
,,1739209866.8527684,-45.120503652039325
,,1739209866.8527818,-38.13080360867914
,,1739209866.8527954,-45.120503652039325
,,1739209866.8528087,-45.120503652039325
,,1739209866.8528223,-28.992665084841946
,,1739209866.8528357,-45.120503652039325
,,1739209866.8528492,-45.120503652039325
,,1739209866.8528626,-45.120503652039325
,,1739209866.8528762,-25.82631439489636
,,1739209866.8528895,-45.120503652039325
,,1739209866.8529031,-38.13080360867914
,,1739209866.8529165,-45.120503652039325
,,1739209866.85293,-35.57807855764607
,,1739209866.8529434,-32.816014438256545
,,1739209866.852957,-45.120503652039325
,,1739209866.8529704,-45.120503652039325
,,1739209866.852984,-45.120503652039325
,,1739209866.8529973,-38.13080360867914
,,1739209866.853011,-45.120503652039325
,,1739209866.8530242,-38.13080360867914
,,1739209866.8530378,-30.49652367304976
,,1739209866.8530512,-24.589719217205094
,,1739209866.8530643,-19.22100763878221
,,1739209866.853078,-33.981070128970906
,,1739209866.8530917,-31.141103565318893
,,1739209866.853105,-33.98107012897096
,,1739209866.8531184,-19.642756598161068
,,1739209866.853132,-11.396907826796054
,,1739209866.8531454,-29.43848641136937
,,1739209866.853159,-45.120503652039325
,,1739209866.8531723,-45.120503652039325
,,1739209866.853186,-45.120503652039325
,,1739209866.8531992,-38.13080360867914
,,1739209866.8532128,-45.120503652039325
,,1739209866.8532262,-38.13080360867914
,,1739209866.8532398,-32.816014438256545
,,1739209866.8532531,-38.13080360867914
,,1739209866.8532667,-38.13080360867914
,,1739209866.85328,-30.49652367304973
,,1739209866.8532937,-38.13080360867914
,,1739209866.853307,-38.13080360867914
,,1739209866.8533204,-38.13080360867914
,,1739209866.853334,-45.120503652039325
,,1739209866.8533473,-45.120503652039325
,,1739209866.853361,-30.49652367304973
,,1739209866.8533742,-35.57807855764607
,,1739209866.8533878,-38.13080360867914
,,1739209866.8534012,-45.120503652039325
,,1739209866.8534148,-25.077289914212862
,,1739209866.853428,-25.25278630937684
,,1739209866.8534417,-21.598678470925663
,,1739209866.853455,-21.522148828640407
,,1739209866.853469,-45.120503652039325
,,1739209866.853482,-28.992665084841946
,,1739209866.8534956,-25.25278630937684
,,1739209866.853509,-13.287805215211248
,,1739209866.8535223,-11.486264322867529
,,1739209866.853536,-24.589719217205094
,,1739209866.8535497,-35.57807855764607
,,1739209866.8535628,-45.120503652039325
,,1739209866.8535762,-32.816014438256545
,,1739209866.8535898,-28.58837851428586
,,1739209866.8536031,-38.13080360867914
,,1739209866.8536167,-38.13080360867914
,,1739209866.85363,-45.120503652039325
,,1739209866.8536437,-33.981070128970906
,,1739209866.853657,-45.120503652039325
,,1739209866.8536706,-45.120503652039325
,,1739209866.853684,-38.13080360867914
,,1739209866.8536975,-28.218542851754165
,,1739209866.853711,-12.134155820794936
,,1739209866.8537245,-45.120503652039325
,,1739209866.8537378,-45.120503652039325
,,1739209866.8537514,-45.120503652039325
,,1739209866.8537648,-38.13080360867914
,,1739209866.8537784,-45.120503652039325
,,1739209866.8537917,-38.13080360867914
,,1739209866.8538053,-45.120503652039325
,,1739209866.853819,-38.13080360867914
,,1739209866.8538322,-38.13080360867914
,,1739209866.8538456,-33.981070128970906
,,1739209866.853859,-31.141103565318893
,,1739209866.8538723,-38.13080360867914
,,1739209866.853886,-30.49652367304973
,,1739209866.8538997,-20.001670042250552
,,1739209866.8539128,-25.62660358559016
,,1739209866.8539264,-33.981070128970906
,,1739209866.8539398,-45.120503652039325
,,1739209866.8539534,-45.120503652039325
,,1739209866.8539667,-35.57807855764607
,,1739209866.8539803,-38.13080360867914
,,1739209866.8539937,-45.120503652039325
,,1739209866.8540072,-38.13080360867914
,,1739209866.8540206,-33.981070128970906
,,1739209866.8540342,-45.120503652039325
,,1739209866.8540475,-38.13080360867914
,,1739209866.8540611,-45.120503652039325
,,1739209866.8540745,-38.13080360867914
,,1739209866.854088,-33.981070128970906
,,1739209866.8541014,-38.13080360867914
,,1739209866.8541148,-45.120503652039325
,,1739209866.8541284,-38.13080360867914
,,1739209866.8541417,-45.120503652039325
,,1739209866.8541553,-45.120503652039325
,,1739209866.854169,-33.981070128970906
,,1739209866.8541822,-25.62660358559016
,,1739209866.8541956,-31.141103565318915
,,1739209866.8542092,-38.13080360867914
,,1739209866.8542223,-24.746238672633048
,,1739209866.854236,-31.141103565318915
,,1739209866.8542497,-38.13080360867914
,,1739209866.854263,-32.816014438256545
,,1739209866.8542764,-33.981070128970906
,,1739209866.85429,-28.992665084841946
,,1739209866.8543034,-33.981070128970906
,,1739209866.854317,-45.120503652039325
,,1739209866.8543303,-31.141103565318915
,,1739209866.854344,-25.07728991421287
,,1739209866.8543572,-8.57200274642535
,,1739209866.8543706,-30.49652367304976
,,1739209866.8543842,-32.816014438256545
,,1739209866.8543975,-45.120503652039325
,,1739209866.8544111,-38.13080360867914
,,1739209866.8544245,-38.13080360867914
,,1739209866.854438,-45.120503652039325
,,1739209866.8544514,-31.141103565318915
,,1739209866.854465,-31.141103565318893
,,1739209866.8544784,-35.57807855764607
,,1739209866.854492,-45.120503652039325
,,1739209866.8545053,-38.13080360867914
,,1739209866.854519,-38.13080360867914
,,1739209866.8545322,-38.13080360867914
,,1739209866.8545458,-38.13080360867914
,,1739209866.8545592,-30.49652367304973
,,1739209866.8545728,-28.58837851428586
,,1739209866.854586,-38.13080360867914
,,1739209866.8545997,-38.13080360867914
,,1739209866.854613,-38.13080360867914
,,1739209866.854627,-45.120503652039325
,,1739209866.85464,-38.13080360867914
,,1739209866.8546534,-45.120503652039325
,,1739209866.854667,-33.981070128970906
,,1739209866.8546803,-29.438486411369357
,,1739209866.854694,-35.57807855764607
,,1739209866.8547072,-45.120503652039325
